infuse_oa_lyr_2011,new_labels
E00000461,3
E00000462,5
E00000463,0
E00000464,0
E00000465,1
E00000466,6
E00000467,1
E00000468,6
E00000469,5
E00000470,0
E00000471,1
E00000472,2
E00000474,6
E00000475,2
E00000476,3
E00000477,3
E00000478,0
E00000479,4
E00000480,5
E00000481,6
E00000482,3
E00000483,3
E00000484,6
E00000485,3
E00000486,0
E00000487,3
E00000488,5
E00000489,0
E00000490,5
E00000491,0
E00000492,6
E00000493,1
E00000494,2
E00000495,6
E00000496,4
E00000497,2
E00000498,6
E00000499,6
E00000500,1
E00000501,3
E00000502,2
E00000503,3
E00000504,5
E00000505,1
E00000506,4
E00000507,6
E00000508,4
E00000509,1
E00000510,6
E00000511,2
E00000512,0
E00000513,6
E00000514,3
E00000515,6
E00000516,4
E00000517,3
E00000518,6
E00000519,3
E00000520,2
E00000521,2
E00000522,6
E00000523,6
E00000524,3
E00000525,6
E00000526,5
E00000527,4
E00000528,4
E00000529,4
E00000530,5
E00000531,3
E00000532,4
E00000533,2
E00000534,5
E00000535,3
E00000536,2
E00000537,6
E00000538,3
E00000539,0
E00000540,0
E00000541,6
E00000542,4
E00000543,4
E00000544,1
E00000545,6
E00000546,4
E00000547,3
E00000548,3
E00000549,0
E00000550,6
E00000551,2
E00000552,5
E00000553,1
E00000554,1
E00000555,4
E00000556,4
E00000557,5
E00000558,2
E00000559,5
E00000560,2
E00000561,4
E00000562,2
E00000563,6
E00000564,0
E00000565,5
E00000566,2
E00000567,5
E00000568,2
E00000569,1
E00000570,5
E00000571,5
E00000572,6
E00000573,4
E00000574,5
E00000575,3
E00000576,5
E00000577,4
E00000578,4
E00000579,3
E00000580,6
E00000581,1
E00000582,2
E00000583,5
E00000584,4
E00000585,5
E00000586,4
E00000587,5
E00000588,4
E00000589,2
E00000590,2
E00000591,6
E00000592,6
E00000593,2
E00000594,6
E00000595,1
E00000596,3
E00000597,3
E00000598,4
E00000600,3
E00000601,0
E00000602,2
E00000603,2
E00000604,6
E00000605,2
E00000606,6
E00000607,2
E00000608,2
E00000609,0
E00000610,4
E00000611,4
E00000612,4
E00000613,1
E00000614,6
E00000615,2
E00000616,2
E00000617,4
E00000618,5
E00000619,4
E00000620,3
E00000622,5
E00000623,4
E00000624,3
E00000625,3
E00000626,5
E00000627,2
E00000628,4
E00000629,3
E00000630,5
E00000631,4
E00000632,2
E00000633,1
E00000634,5
E00000635,2
E00000636,4
E00000637,0
E00000638,4
E00000640,5
E00000641,0
E00000642,4
E00000643,3
E00000644,5
E00000645,3
E00000646,6
E00000647,6
E00000648,5
E00000649,2
E00000650,2
E00000651,4
E00000652,4
E00000653,3
E00000654,3
E00000655,3
E00000656,0
E00000657,5
E00000658,2
E00000659,3
E00000660,3
E00000661,4
E00000662,2
E00000663,6
E00000664,3
E00000665,6
E00000666,2
E00000667,3
E00000668,2
E00000669,2
E00000670,4
E00000671,2
E00000672,5
E00000674,2
E00000675,2
E00000676,2
E00000677,2
E00000678,2
E00000679,0
E00000680,5
E00000681,0
E00000682,4
E00000683,6
E00000684,4
E00000685,2
E00000686,5
E00000687,5
E00000688,5
E00000689,3
E00000690,4
E00000691,0
E00000692,3
E00000693,3
E00000694,6
E00000695,3
E00000696,0
E00000697,3
E00000698,0
E00000699,5
E00000700,4
E00000701,0
E00000702,0
E00000703,1
E00000704,5
E00000705,1
E00000706,0
E00000707,1
E00000708,5
E00000709,3
E00000710,4
E00000711,0
E00000712,2
E00000713,2
E00000714,3
E00000715,3
E00000716,0
E00000717,5
E00000718,6
E00000719,3
E00000720,5
E00000721,2
E00000722,6
E00000723,6
E00000724,0
E00000725,6
E00000726,1
E00000727,3
E00000728,4
E00000729,1
E00000730,1
E00000731,6
E00000732,3
E00000733,0
E00000734,0
E00000736,5
E00000737,3
E00000738,6
E00000739,6
E00000740,6
E00000742,5
E00000743,5
E00000744,4
E00000745,6
E00000746,4
E00000747,6
E00000748,2
E00000749,4
E00000751,6
E00000752,3
E00000754,6
E00000755,5
E00000756,6
E00000757,1
E00000758,6
E00000760,0
E00000761,0
E00000762,0
E00000763,0
E00000764,4
E00000765,6
E00000766,3
E00000767,4
E00000768,1
E00000769,2
E00000770,4
E00000771,3
E00000772,2
E00000773,6
E00000774,3
E00000775,4
E00000776,2
E00000777,3
E00000778,2
E00000779,4
E00000780,4
E00000781,4
E00000782,5
E00000783,4
E00000785,2
E00000786,1
E00000787,6
E00000788,4
E00000789,2
E00000790,2
E00000791,3
E00000792,6
E00000793,4
E00000794,2
E00000795,2
E00000796,1
E00000797,5
E00000798,6
E00000799,5
E00000800,2
E00000801,4
E00000802,2
E00000803,6
E00000804,4
E00000805,4
E00000806,2
E00000807,6
E00000808,4
E00000809,1
E00000810,5
E00000811,2
E00000812,4
E00000813,3
E00000814,2
E00000815,5
E00000816,3
E00000817,2
E00000818,6
E00000819,6
E00000820,2
E00000821,3
E00000822,6
E00000823,6
E00000824,2
E00000825,2
E00000827,2
E00000828,1
E00000829,4
E00000830,0
E00000831,2
E00000832,2
E00000833,4
E00000834,6
E00000835,4
E00000836,1
E00000837,6
E00000838,0
E00000839,3
E00000840,4
E00000841,4
E00000842,0
E00000843,6
E00000844,2
E00000845,2
E00000846,3
E00000847,6
E00000848,2
E00000849,6
E00000850,4
E00000851,5
E00000852,3
E00000853,2
E00000854,2
E00000855,3
E00000856,1
E00000857,6
E00000858,5
E00000859,6
E00000860,4
E00000861,4
E00000862,0
E00000863,6
E00000864,2
E00000865,2
E00000866,4
E00000867,2
E00000868,4
E00000869,2
E00000870,2
E00000871,3
E00000872,4
E00000873,3
E00000874,4
E00000875,4
E00000876,4
E00000877,4
E00000878,3
E00000879,3
E00000880,0
E00000881,6
E00000882,6
E00000883,2
E00000884,3
E00000885,6
E00000887,6
E00000888,5
E00000890,4
E00000891,5
E00000892,6
E00000893,5
E00000894,3
E00000895,4
E00000896,4
E00000897,1
E00000898,4
E00000899,0
E00000900,2
E00000901,4
E00000902,3
E00000903,3
E00000904,3
E00000905,6
E00000906,4
E00000907,5
E00000908,0
E00000909,5
E00000910,1
E00000911,3
E00000912,2
E00000913,4
E00000914,4
E00000915,4
E00000916,3
E00000917,5
E00000918,3
E00000919,4
E00000920,0
E00000921,3
E00000922,4
E00000923,2
E00000924,1
E00000925,1
E00000926,3
E00000927,4
E00000928,4
E00000929,4
E00000930,6
E00000931,1
E00000932,5
E00000933,0
E00000934,4
E00000935,2
E00000936,3
E00000937,4
E00000938,6
E00000939,2
E00000940,1
E00000941,4
E00000942,2
E00000943,6
E00000944,1
E00000945,4
E00000947,4
E00000948,4
E00000949,2
E00000950,4
E00000951,4
E00000952,5
E00000953,0
E00000954,4
E00000955,4
E00000956,3
E00000957,0
E00000958,0
E00000959,0
E00000960,2
E00000961,2
E00000962,3
E00000963,2
E00000964,0
E00000965,2
E00000966,4
E00000967,1
E00000968,2
E00000969,4
E00000970,6
E00000971,4
E00000972,4
E00000973,2
E00000974,4
E00000975,4
E00000976,6
E00000977,6
E00000978,4
E00000979,5
E00000980,0
E00000981,2
E00000982,4
E00000983,6
E00000984,4
E00000985,4
E00000986,2
E00000987,4
E00000988,2
E00000989,0
E00000990,6
E00000991,2
E00000992,2
E00000993,3
E00000994,1
E00000995,3
E00000996,1
E00000997,2
E00000998,6
E00000999,4
E00001000,4
E00001001,2
E00001002,4
E00001003,4
E00001004,2
E00001005,4
E00001006,4
E00001007,4
E00001008,6
E00001009,0
E00001010,4
E00001011,3
E00001012,4
E00001013,3
E00001014,4
E00001015,4
E00001016,0
E00001017,4
E00001018,4
E00001019,3
E00001020,4
E00001021,1
E00001022,5
E00001023,0
E00001024,4
E00001025,4
E00001026,4
E00001027,4
E00001028,0
E00001029,0
E00001030,3
E00001031,4
E00001032,6
E00001033,3
E00001034,2
E00001035,4
E00001036,4
E00001037,4
E00001038,0
E00001039,4
E00001040,3
E00001041,6
E00001042,1
E00001043,4
E00001044,2
E00001045,4
E00001046,4
E00001047,5
E00001048,2
E00001049,4
E00001050,0
E00001051,2
E00001052,4
E00001053,4
E00001054,1
E00001055,0
E00001056,3
E00001057,0
E00001058,5
E00001059,3
E00001060,0
E00001061,1
E00001062,4
E00001063,4
E00001064,3
E00001065,4
E00001066,4
E00001067,3
E00001068,2
E00001069,4
E00001070,4
E00001071,4
E00001072,5
E00001073,4
E00001074,4
E00001075,3
E00001076,2
E00001077,5
E00001078,4
E00001079,4
E00001080,5
E00001081,5
E00001082,6
E00001083,3
E00001084,6
E00001085,0
E00001086,3
E00001087,6
E00001088,3
E00001089,6
E00001090,0
E00001091,5
E00001092,0
E00001093,0
E00001094,0
E00001095,0
E00001096,4
E00001097,5
E00001098,0
E00001099,0
E00001100,4
E00001101,4
E00001102,4
E00001103,4
E00001104,4
E00001105,5
E00001106,4
E00001107,4
E00001108,2
E00001109,3
E00001110,3
E00001111,4
E00001112,6
E00001113,3
E00001114,0
E00001115,2
E00001116,2
E00001117,1
E00001118,2
E00001119,6
E00001120,2
E00001121,3
E00001122,1
E00001123,4
E00001124,3
E00001125,3
E00001126,2
E00001127,2
E00001128,3
E00001129,2
E00001130,3
E00001131,2
E00001132,3
E00001133,1
E00001134,3
E00001135,4
E00001136,1
E00001137,6
E00001138,3
E00001139,2
E00001140,5
E00001141,2
E00001142,5
E00001143,5
E00001144,4
E00001145,3
E00001146,4
E00001147,6
E00001148,4
E00001149,2
E00001150,3
E00001151,4
E00001152,3
E00001153,2
E00001154,2
E00001155,5
E00001156,3
E00001157,4
E00001158,5
E00001159,6
E00001160,2
E00001161,2
E00001162,3
E00001163,2
E00001164,4
E00001165,3
E00001166,4
E00001167,4
E00001168,5
E00001169,0
E00001170,5
E00001171,0
E00001172,5
E00001173,4
E00001174,2
E00001175,4
E00001176,4
E00001177,0
E00001178,5
E00001179,5
E00001180,2
E00001181,4
E00001182,4
E00001183,4
E00001184,4
E00001185,3
E00001186,3
E00001187,3
E00001188,3
E00001189,2
E00001191,0
E00001192,0
E00001193,5
E00001194,6
E00001195,0
E00001196,4
E00001197,6
E00001198,2
E00001199,0
E00001200,6
E00001201,6
E00001202,4
E00001203,0
E00001204,3
E00001205,0
E00001206,4
E00001207,3
E00001208,4
E00001209,1
E00001210,2
E00001211,0
E00001212,4
E00001213,1
E00001214,1
E00001215,2
E00001216,4
E00001217,2
E00001218,4
E00001219,4
E00001220,0
E00001221,4
E00001222,3
E00001223,6
E00001224,3
E00001225,6
E00001226,2
E00001227,4
E00001228,2
E00001229,3
E00001230,0
E00001231,4
E00001232,4
E00001233,1
E00001234,2
E00001235,0
E00001236,4
E00001237,2
E00001238,3
E00001239,4
E00001240,0
E00001241,6
E00001242,3
E00001243,4
E00001244,3
E00001245,6
E00001246,2
E00001247,4
E00001248,2
E00001249,4
E00001250,6
E00001251,4
E00001252,3
E00001253,6
E00001254,3
E00001255,0
E00001256,2
E00001257,4
E00001258,6
E00001259,0
E00001260,2
E00001261,2
E00001262,3
E00001263,4
E00001265,4
E00001266,3
E00001267,4
E00001268,4
E00001269,2
E00001270,0
E00001271,4
E00001272,4
E00001273,4
E00001274,4
E00001275,0
E00001276,2
E00001277,2
E00001278,2
E00001279,0
E00001280,3
E00001281,2
E00001282,4
E00001283,2
E00001284,4
E00001285,4
E00001286,3
E00001288,4
E00001289,4
E00001290,1
E00001291,4
E00001292,4
E00001293,0
E00001294,2
E00001295,2
E00001296,4
E00001297,6
E00001298,1
E00001299,2
E00001300,4
E00001301,3
E00001302,2
E00001303,4
E00001304,6
E00001305,0
E00001306,0
E00001307,0
E00001308,3
E00001309,1
E00001310,5
E00001311,0
E00001312,0
E00001313,2
E00001314,3
E00001315,2
E00001316,4
E00001317,6
E00001318,2
E00001319,2
E00001320,4
E00001321,2
E00001322,2
E00001323,6
E00001324,5
E00001325,3
E00001326,4
E00001327,2
E00001328,2
E00001329,5
E00001330,6
E00001331,6
E00001332,2
E00001333,2
E00001334,4
E00001335,2
E00001336,2
E00001337,4
E00001338,1
E00001339,6
E00001340,3
E00001341,3
E00001342,6
E00001343,6
E00001344,4
E00001345,6
E00001346,3
E00001347,6
E00001348,3
E00001349,3
E00001350,2
E00001351,3
E00001352,6
E00001353,6
E00001354,4
E00001355,1
E00001356,3
E00001357,1
E00001358,0
E00001359,6
E00001360,2
E00001361,2
E00001362,3
E00001363,2
E00001364,6
E00001365,1
E00001366,4
E00001367,1
E00001368,4
E00001369,4
E00001370,6
E00001371,5
E00001372,1
E00001373,0
E00001374,4
E00001375,4
E00001376,3
E00001377,2
E00001378,4
E00001379,0
E00001380,1
E00001381,4
E00001382,2
E00001383,4
E00001384,4
E00001385,4
E00001386,3
E00001387,3
E00001388,2
E00001389,2
E00001390,5
E00001391,1
E00001392,3
E00001393,4
E00001394,1
E00001395,1
E00001396,0
E00001397,2
E00001398,4
E00001399,5
E00001400,5
E00001401,6
E00001402,3
E00001403,6
E00001404,4
E00001405,4
E00001406,5
E00001407,6
E00001408,4
E00001409,4
E00001410,6
E00001411,6
E00001412,4
E00001413,3
E00001414,4
E00001415,4
E00001416,6
E00001417,1
E00001418,6
E00001419,3
E00001420,6
E00001421,4
E00001422,2
E00001423,1
E00001424,3
E00001425,0
E00001426,2
E00001427,3
E00001428,0
E00001429,6
E00001430,2
E00001431,4
E00001432,5
E00001433,3
E00001434,6
E00001435,5
E00001436,2
E00001437,1
E00001438,5
E00001439,4
E00001440,5
E00001441,1
E00001442,6
E00001443,4
E00001444,5
E00001445,5
E00001446,5
E00001447,2
E00001448,6
E00001449,4
E00001450,6
E00001451,6
E00001452,2
E00001453,1
E00001454,4
E00001455,4
E00001456,0
E00001457,6
E00001458,0
E00001459,3
E00001460,1
E00001462,4
E00001463,6
E00001464,4
E00001465,3
E00001466,4
E00001467,4
E00001468,2
E00001469,2
E00001470,4
E00001471,6
E00001472,6
E00001474,4
E00001475,2
E00001476,0
E00001477,6
E00001478,0
E00001479,4
E00001480,2
E00001481,5
E00001482,3
E00001483,5
E00001484,4
E00001485,1
E00001486,3
E00001487,6
E00001488,0
E00001489,4
E00001490,4
E00001491,6
E00001492,2
E00001493,4
E00001494,5
E00001495,0
E00001496,3
E00001497,1
E00001498,6
E00001499,3
E00001500,6
E00001501,2
E00001502,5
E00001503,6
E00001504,6
E00001505,0
E00001506,0
E00001507,4
E00001508,0
E00001509,3
E00001510,5
E00001511,4
E00001512,6
E00001513,5
E00001514,6
E00001515,3
E00001516,5
E00001517,1
E00001518,3
E00001519,5
E00001520,0
E00001521,5
E00001522,6
E00001523,2
E00001524,5
E00001525,0
E00001526,4
E00001527,4
E00001528,5
E00001529,5
E00001530,5
E00001531,0
E00001532,2
E00001533,0
E00001534,4
E00001535,4
E00001536,5
E00001537,0
E00001538,2
E00001539,3
E00001540,4
E00001541,6
E00001542,6
E00001543,6
E00001544,2
E00001545,2
E00001546,4
E00001547,2
E00001548,0
E00001549,2
E00001550,4
E00001551,2
E00001552,1
E00001553,2
E00001554,6
E00001555,1
E00001556,3
E00001557,3
E00001558,6
E00001559,3
E00001560,5
E00001561,6
E00001562,0
E00001563,4
E00001564,4
E00001565,3
E00001566,1
E00001567,3
E00001568,6
E00001570,4
E00001571,2
E00001573,3
E00001574,1
E00001575,4
E00001576,4
E00001577,4
E00001578,3
E00001579,3
E00001580,6
E00001581,6
E00001583,6
E00001584,6
E00001585,4
E00001586,6
E00001588,5
E00001589,4
E00001590,2
E00001591,2
E00001592,1
E00001593,4
E00001594,4
E00001595,4
E00001596,2
E00001597,4
E00001598,1
E00001599,5
E00001600,1
E00001601,4
E00001602,2
E00001603,2
E00001604,0
E00001605,5
E00001606,5
E00001607,1
E00001608,6
E00001609,4
E00001610,4
E00001611,6
E00001612,1
E00001613,1
E00001614,1
E00001615,4
E00001616,3
E00001617,4
E00001618,2
E00001619,2
E00001620,2
E00001621,4
E00001622,3
E00001623,2
E00001624,2
E00001625,2
E00001626,6
E00001627,4
E00001628,5
E00001629,4
E00001630,3
E00001631,1
E00001632,0
E00001633,2
E00001634,0
E00001635,6
E00001636,2
E00001637,4
E00001638,5
E00001639,5
E00001640,4
E00001641,0
E00001642,1
E00001643,5
E00001644,4
E00001645,5
E00001646,6
E00001647,4
E00001648,5
E00001649,6
E00001650,5
E00001651,3
E00001652,6
E00001653,2
E00001654,4
E00001655,4
E00001656,4
E00001657,2
E00001658,3
E00001659,2
E00001660,1
E00001661,2
E00001662,6
E00001663,4
E00001664,3
E00001665,6
E00001666,3
E00001667,2
E00001668,4
E00001669,2
E00001670,3
E00001671,5
E00001672,5
E00001673,3
E00001674,2
E00001675,4
E00001676,4
E00001677,6
E00001678,3
E00001679,4
E00001680,2
E00001681,2
E00001682,5
E00001683,4
E00001684,1
E00001685,5
E00001686,6
E00001687,2
E00001688,3
E00001689,5
E00001690,4
E00001691,0
E00001692,5
E00001693,3
E00001694,4
E00001695,0
E00001696,6
E00001697,2
E00001698,2
E00001699,2
E00001700,2
E00001701,4
E00001702,3
E00001703,2
E00001704,2
E00001705,0
E00001706,2
E00001707,2
E00001708,2
E00001709,2
E00001710,0
E00001711,4
E00001712,2
E00001713,6
E00001714,0
E00001715,2
E00001716,4
E00001717,4
E00001718,0
E00001719,5
E00001720,1
E00001721,4
E00001722,0
E00001723,2
E00001724,2
E00001725,4
E00001726,6
E00001727,1
E00001728,5
E00001729,0
E00001730,2
E00001731,2
E00001732,4
E00001733,4
E00001734,2
E00001735,5
E00001736,6
E00001737,5
E00001738,6
E00001739,4
E00001740,4
E00001741,2
E00001742,6
E00001743,2
E00001744,2
E00001745,6
E00001746,2
E00001747,4
E00001748,3
E00001749,4
E00001750,4
E00001751,2
E00001752,5
E00001753,2
E00001754,4
E00001755,3
E00001756,6
E00001757,3
E00001758,2
E00001759,2
E00001760,0
E00001761,6
E00001762,6
E00001763,0
E00001764,2
E00001765,2
E00001766,5
E00001767,2
E00001768,2
E00001769,2
E00001770,0
E00001771,2
E00001772,2
E00001773,0
E00001774,0
E00001775,0
E00001776,3
E00001777,5
E00001778,5
E00001779,6
E00001780,4
E00001781,5
E00001782,2
E00001783,4
E00001784,3
E00001785,3
E00001786,4
E00001787,3
E00001788,2
E00001789,4
E00001790,2
E00001791,4
E00001792,2
E00001793,4
E00001794,2
E00001795,6
E00001796,3
E00001797,6
E00001798,4
E00001799,3
E00001800,3
E00001801,2
E00001802,2
E00001803,2
E00001804,6
E00001805,5
E00001806,0
E00001807,3
E00001808,1
E00001809,3
E00001810,6
E00001811,5
E00001812,2
E00001813,4
E00001814,4
E00001815,2
E00001816,6
E00001817,0
E00001818,1
E00001819,4
E00001820,0
E00001821,3
E00001822,5
E00001823,2
E00001824,3
E00001825,3
E00001826,3
E00001827,4
E00001828,2
E00001829,2
E00001830,4
E00001831,3
E00001832,2
E00001833,4
E00001834,4
E00001835,1
E00001836,4
E00001837,3
E00001838,2
E00001839,1
E00001840,0
E00001841,6
E00001842,0
E00001843,1
E00001844,4
E00001845,2
E00001846,3
E00001847,2
E00001848,2
E00001849,0
E00001851,3
E00001852,6
E00001853,5
E00001854,3
E00001855,3
E00001856,1
E00001857,4
E00001858,0
E00001859,2
E00001860,0
E00001862,0
E00001863,3
E00001864,4
E00001865,1
E00001866,6
E00001867,3
E00001868,5
E00001869,6
E00001870,1
E00001871,4
E00001872,3
E00001873,0
E00001874,1
E00001875,3
E00001876,6
E00001877,1
E00001878,4
E00001879,4
E00001880,2
E00001881,2
E00001882,5
E00001883,2
E00001884,0
E00001885,1
E00001886,2
E00001887,4
E00001888,3
E00001889,4
E00001890,6
E00001891,6
E00001892,4
E00001893,4
E00001894,2
E00001895,0
E00001896,2
E00001897,2
E00001898,0
E00001899,0
E00001900,2
E00001901,6
E00001902,3
E00001903,6
E00001904,1
E00001905,6
E00001906,2
E00001907,2
E00001908,0
E00001909,6
E00001910,0
E00001911,1
E00001912,1
E00001913,5
E00001914,0
E00001915,2
E00001916,0
E00001917,4
E00001918,2
E00001919,1
E00001920,4
E00001921,5
E00001922,1
E00001923,2
E00001924,5
E00001925,2
E00001926,4
E00001927,5
E00001928,6
E00001929,2
E00001930,3
E00001931,4
E00001932,4
E00001933,3
E00001934,5
E00001935,5
E00001936,3
E00001937,2
E00001938,3
E00001939,2
E00001940,4
E00001941,4
E00001943,6
E00001944,1
E00001945,0
E00001946,4
E00001947,2
E00001948,4
E00001949,2
E00001950,5
E00001951,4
E00001952,4
E00001953,5
E00001954,4
E00001955,1
E00001956,3
E00001957,0
E00001958,6
E00001959,0
E00001960,4
E00001961,4
E00001962,6
E00001963,0
E00001964,5
E00001965,0
E00001966,0
E00001967,0
E00001968,2
E00001969,4
E00001970,3
E00001971,4
E00001972,5
E00001973,5
E00001974,0
E00001975,6
E00001976,4
E00001977,0
E00001978,0
E00001980,3
E00001981,2
E00001982,2
E00001983,0
E00001984,0
E00001985,6
E00001986,2
E00001987,6
E00001988,6
E00001989,3
E00001990,2
E00001991,0
E00001992,2
E00001993,3
E00001994,3
E00001995,4
E00001996,3
E00001997,2
E00001998,6
E00002000,2
E00002001,6
E00002002,0
E00002003,6
E00002004,0
E00002005,6
E00002006,3
E00002007,3
E00002008,4
E00002009,2
E00002010,2
E00002011,1
E00002012,3
E00002013,2
E00002014,2
E00002015,3
E00002016,3
E00002017,2
E00002018,2
E00002019,0
E00002020,2
E00002021,3
E00002022,1
E00002023,3
E00002024,6
E00002025,1
E00002026,5
E00002027,5
E00002028,4
E00002029,6
E00002030,3
E00002031,6
E00002032,1
E00002033,0
E00002034,2
E00002035,5
E00002036,2
E00002037,2
E00002038,5
E00002039,2
E00002040,6
E00002041,3
E00002042,3
E00002043,3
E00002044,6
E00002045,6
E00002046,6
