infuse_oa_lyr_2011,new_labels
E00000215,3
E00000216,1
E00000217,1
E00000218,3
E00000219,2
E00000220,1
E00000221,5
E00000222,1
E00000223,3
E00000224,4
E00000225,1
E00000226,1
E00000227,1
E00000228,1
E00000229,4
E00000230,5
E00000231,4
E00000232,1
E00000234,1
E00000235,3
E00000236,5
E00000237,5
E00000238,4
E00000239,4
E00000240,3
E00000241,4
E00000242,4
E00000243,3
E00000244,1
E00000245,3
E00000246,3
E00000247,2
E00000248,1
E00000249,1
E00000250,2
E00000251,2
E00000252,1
E00000253,3
E00000255,4
E00000257,1
E00000258,3
E00000259,5
E00000260,1
E00000261,2
E00000263,3
E00000264,1
E00000265,3
E00000266,2
E00000267,1
E00000268,4
E00000269,3
E00000270,3
E00000271,1
E00000272,4
E00000273,2
E00000274,3
E00000275,5
E00000276,1
E00000277,5
E00000278,2
E00000279,4
E00000280,1
E00000282,1
E00000283,2
E00000284,1
E00000285,3
E00000286,4
E00000287,1
E00000288,3
E00000289,1
E00000290,3
E00000291,3
E00000292,3
E00000293,3
E00000294,5
E00000295,1
E00000296,1
E00000297,1
E00000298,2
E00000299,2
E00000300,3
E00000301,1
E00000302,4
E00000303,4
E00000304,4
E00000305,1
E00000306,4
E00000307,3
E00000308,1
E00000309,3
E00000310,2
E00000311,4
E00000312,3
E00000313,1
E00000314,5
E00000315,2
E00000316,1
E00000317,3
E00000318,1
E00000319,3
E00000320,4
E00000321,1
E00000322,1
E00000323,1
E00000324,3
E00000325,1
E00000326,2
E00000327,1
E00000328,3
E00000329,3
E00000330,3
E00000331,5
E00000332,3
E00000333,5
E00000334,3
E00000335,4
E00000336,1
E00000337,1
E00000338,4
E00000339,5
E00000340,1
E00000341,1
E00000342,1
E00000343,1
E00000344,1
E00000345,2
E00000346,3
E00000347,3
E00000348,0
E00000349,1
E00000350,4
E00000351,1
E00000352,0
E00000353,4
E00000354,5
E00000355,3
E00000356,3
E00000357,3
E00000358,1
E00000360,1
E00000361,1
E00000362,1
E00000363,1
E00000364,1
E00000365,1
E00000366,4
E00000367,4
E00000368,4
E00000369,3
E00000370,4
E00000371,1
E00000372,4
E00000373,5
E00000374,2
E00000375,4
E00000376,3
E00000377,2
E00000378,3
E00000379,2
E00000380,4
E00000381,2
E00000382,3
E00000383,2
E00000384,2
E00000385,4
E00000386,3
E00000387,1
E00000388,4
E00000389,1
E00000390,3
E00000391,4
E00000392,1
E00000393,5
E00000394,1
E00000395,4
E00000396,5
E00000397,1
E00000398,5
E00000399,2
E00000400,5
E00000401,1
E00000402,1
E00000403,3
E00000404,2
E00000405,4
E00000406,4
E00000407,1
E00000408,4
E00000409,5
E00000411,5
E00000412,1
E00000413,1
E00000414,1
E00000415,4
E00000416,3
E00000417,2
E00000418,4
E00000419,1
E00000420,3
E00000421,4
E00000422,3
E00000423,3
E00000424,1
E00000425,1
E00000426,3
E00000427,2
E00000428,4
E00000429,1
E00000430,2
E00000431,1
E00000432,5
E00000433,3
E00000434,1
E00000435,3
E00000436,2
E00000437,4
E00000438,2
E00000439,1
E00000440,1
E00000441,1
E00000442,1
E00000443,4
E00000444,3
E00000445,4
E00000446,3
E00000447,5
E00000448,5
E00000449,1
E00000450,1
E00000451,3
E00000452,1
E00000453,1
E00000454,2
E00000455,1
E00000456,4
E00000457,1
E00000458,1
E00000460,5
E00000461,4
E00000462,1
E00000463,1
E00000464,1
E00000465,1
E00000466,4
E00000467,4
E00000468,2
E00000469,1
E00000470,1
E00000471,1
E00000472,1
E00000474,1
E00000475,1
E00000476,5
E00000477,1
E00000478,1
E00000479,5
E00000480,5
E00000481,4
E00000482,1
E00000483,3
E00000484,1
E00000485,1
E00000486,1
E00000487,2
E00000488,2
E00000489,1
E00000490,1
E00000491,5
E00000492,1
E00000493,3
E00000494,1
E00000495,2
E00000496,3
E00000497,2
E00000498,1
E00000499,5
E00000500,5
E00000501,5
E00000502,3
E00000503,4
E00000504,3
E00000505,4
E00000506,4
E00000507,4
E00000508,5
E00000509,1
E00000510,1
E00000511,1
E00000512,3
E00000513,3
E00000514,4
E00000515,3
E00000516,4
E00000517,2
E00000518,3
E00000519,4
E00000520,2
E00000521,3
E00000522,4
E00000523,4
E00000524,3
E00000525,1
E00000526,2
E00000527,4
E00000528,3
E00000529,3
E00000530,1
E00000531,3
E00000532,5
E00000533,1
E00000534,5
E00000535,5
E00000536,3
E00000537,4
E00000538,1
E00000539,4
E00000540,1
E00000541,1
E00000542,4
E00000543,4
E00000544,5
E00000545,2
E00000546,1
E00000547,4
E00000548,4
E00000549,0
E00000550,2
E00000551,3
E00000552,3
E00000553,3
E00000554,3
E00000555,5
E00000556,1
E00000557,5
E00000558,1
E00000559,5
E00000560,3
E00000561,1
E00000562,5
E00000563,1
E00000564,4
E00000565,4
E00000566,1
E00000567,0
E00000568,1
E00000569,1
E00000570,2
E00000571,1
E00000572,0
E00000573,2
E00000574,4
E00000575,0
E00000576,3
E00000577,3
E00000578,3
E00000579,5
E00000580,3
E00000581,5
E00000582,1
E00000583,4
E00000584,3
E00000585,3
E00000586,0
E00000587,3
E00000588,4
E00000589,2
E00000590,1
E00000591,2
E00000592,1
E00000593,4
E00000594,1
E00000595,3
E00000596,2
E00000597,0
E00000598,3
E00000600,1
E00000601,2
E00000602,1
E00000603,4
E00000604,5
E00000605,2
E00000606,1
E00000607,2
E00000608,5
E00000609,0
E00000610,1
E00000611,3
E00000612,3
E00000613,1
E00000614,5
E00000615,1
E00000616,3
E00000617,1
E00000618,3
E00000619,1
E00000620,4
E00000622,5
E00000623,3
E00000624,3
E00000625,1
E00000626,5
E00000627,3
E00000628,4
E00000629,5
E00000630,4
E00000631,3
E00000632,4
E00000633,2
E00000634,1
E00000635,1
E00000636,4
E00000637,4
E00000638,3
E00000640,5
E00000641,1
E00000642,2
E00000643,1
E00000644,4
E00000645,3
E00000646,3
E00000647,4
E00000648,1
E00000649,1
E00000650,3
E00000651,3
E00000652,2
E00000653,4
E00000654,0
E00000655,3
E00000656,1
E00000657,3
E00000658,1
E00000659,4
E00000660,4
E00000661,3
E00000662,3
E00000663,4
E00000664,2
E00000665,5
E00000666,1
E00000667,4
E00000668,1
E00000669,1
E00000670,1
E00000671,1
E00000672,3
E00000674,2
E00000675,2
E00000676,1
E00000677,0
E00000678,1
E00000679,1
E00000680,1
E00000681,1
E00000682,3
E00000683,1
E00000684,0
E00000685,2
E00000686,1
E00000687,2
E00000688,2
E00000689,1
E00000690,2
E00000691,5
E00000692,1
E00000693,1
E00000694,1
E00000695,1
E00000696,1
E00000697,3
E00000698,3
E00000699,1
E00000700,1
E00000701,1
E00000702,1
E00000703,3
E00000704,3
E00000705,3
E00000706,1
E00000707,3
E00000708,3
E00000709,4
E00000710,1
E00000711,3
E00000712,1
E00000713,2
E00000714,1
E00000715,1
E00000716,5
E00000717,4
E00000718,5
E00000719,2
E00000720,1
E00000721,1
E00000722,3
E00000723,4
E00000724,1
E00000725,1
E00000726,2
E00000727,4
E00000728,1
E00000729,2
E00000730,1
E00000731,1
E00000732,2
E00000733,1
E00000734,1
E00000736,1
E00000737,4
E00000738,2
E00000739,4
E00000740,2
E00000742,3
E00000743,3
E00000744,4
E00000745,1
E00000746,3
E00000747,4
E00000748,1
E00000749,1
E00000751,4
E00000752,1
E00000754,4
E00000755,3
E00000756,3
E00000757,5
E00000758,2
E00000760,1
E00000761,1
E00000762,1
E00000763,1
E00000764,1
E00000765,2
E00000766,1
E00000767,2
E00000768,4
E00000769,0
E00000770,2
E00000771,3
E00000772,2
E00000773,4
E00000774,5
E00000775,2
E00000776,1
E00000777,1
E00000778,1
E00000779,2
E00000780,2
E00000781,5
E00000782,3
E00000783,1
E00000785,1
E00000786,5
E00000787,2
E00000788,5
E00000789,1
E00000790,1
E00000791,3
E00000792,1
E00000793,5
E00000794,3
E00000795,4
E00000796,4
E00000797,4
E00000798,3
E00000799,2
E00000800,4
E00000801,4
E00000802,1
E00000803,2
E00000804,4
E00000805,4
E00000806,1
E00000807,3
E00000808,0
E00000809,1
E00000810,3
E00000811,3
E00000812,5
E00000813,0
E00000814,1
E00000815,1
E00000816,1
E00000817,1
E00000818,5
E00000819,2
E00000820,1
E00000821,1
E00000822,2
E00000823,1
E00000824,1
E00000825,0
E00000827,4
E00000828,5
E00000829,4
E00000830,1
E00000831,2
E00000832,1
E00000833,5
E00000834,5
E00000835,2
E00000836,5
E00000837,3
E00000838,0
E00000839,3
E00000840,1
E00000841,1
E00000842,1
E00000843,1
E00000844,2
E00000845,1
E00000846,4
E00000847,1
E00000848,1
E00000849,1
E00000850,3
E00000851,1
E00000852,3
E00000853,2
E00000854,1
E00000855,3
E00000856,4
E00000857,1
E00000858,3
E00000859,1
E00000860,4
E00000861,5
E00000862,0
E00000863,0
E00000864,1
E00000865,1
E00000866,3
E00000867,1
E00000868,5
E00000869,1
E00000870,1
E00000871,2
E00000872,3
E00000873,4
E00000874,1
E00000875,1
E00000876,3
E00000877,1
E00000878,1
E00000879,2
E00000880,1
E00000881,4
E00000882,2
E00000883,1
E00000884,4
E00000885,3
E00000887,5
E00000888,2
E00000890,1
E00000891,4
E00000892,1
E00000893,1
E00000894,3
E00000895,2
E00000896,1
E00000897,4
E00000898,2
E00000899,3
E00000900,4
E00000901,5
E00000902,2
E00000903,2
E00000904,1
E00000905,4
E00000906,2
E00000907,5
E00000908,1
E00000909,4
E00000910,3
E00000911,1
E00000912,1
E00000913,1
E00000914,2
E00000915,2
E00000916,2
E00000917,1
E00000918,0
E00000919,3
E00000920,1
E00000921,5
E00000922,1
E00000923,1
E00000924,3
E00000925,3
E00000926,1
E00000927,1
E00000928,3
E00000929,1
E00000930,3
E00000931,1
E00000932,2
E00000933,1
E00000934,1
E00000935,5
E00000936,1
E00000937,1
E00000938,3
E00000939,4
E00000940,1
E00000941,1
E00000942,4
E00000943,1
E00000944,4
E00000945,1
E00000947,3
E00000948,1
E00000949,1
E00000950,3
E00000951,3
E00000952,1
E00000953,1
E00000954,3
E00000955,4
E00000956,3
E00000957,2
E00000958,2
E00000959,1
E00000960,1
E00000961,1
E00000962,3
E00000963,1
E00000964,0
E00000965,5
E00000966,2
E00000967,1
E00000968,1
E00000969,1
E00000970,1
E00000971,3
E00000972,2
E00000973,3
E00000974,4
E00000975,3
E00000976,5
E00000977,1
E00000978,2
E00000979,1
E00000980,2
E00000981,1
E00000982,1
E00000983,1
E00000984,3
E00000985,2
E00000986,1
E00000987,1
E00000988,3
E00000989,1
E00000990,3
E00000991,1
E00000992,1
E00000993,3
E00000994,1
E00000995,2
E00000996,1
E00000997,1
E00000998,5
E00000999,1
E00001000,4
E00001001,1
E00001002,3
E00001003,1
E00001004,1
E00001005,4
E00001006,5
E00001007,1
E00001008,1
E00001009,1
E00001010,3
E00001011,2
E00001012,4
E00001013,2
E00001014,1
E00001015,3
E00001016,1
E00001017,5
E00001018,1
E00001019,5
E00001020,1
E00001021,2
E00001022,1
E00001023,1
E00001024,3
E00001025,1
E00001026,1
E00001027,1
E00001028,1
E00001029,1
E00001030,2
E00001031,5
E00001032,3
E00001033,2
E00001034,1
E00001035,1
E00001036,3
E00001037,1
E00001038,1
E00001039,1
E00001040,2
E00001041,4
E00001042,3
E00001043,2
E00001044,1
E00001045,3
E00001046,1
E00001047,3
E00001048,1
E00001049,3
E00001050,1
E00001051,1
E00001052,3
E00001053,1
E00001054,3
E00001055,0
E00001056,1
E00001057,1
E00001058,3
E00001059,2
E00001060,1
E00001061,3
E00001062,5
E00001063,3
E00001064,1
E00001065,1
E00001066,1
E00001067,4
E00001068,4
E00001069,1
E00001070,1
E00001071,1
E00001072,1
E00001073,5
E00001074,4
E00001075,1
E00001076,3
E00001077,4
E00001078,4
E00001079,2
E00001080,5
E00001081,3
E00001082,4
E00001083,5
E00001084,5
E00001085,3
E00001086,4
E00001087,5
E00001088,1
E00001089,3
E00001090,1
E00001091,3
E00001092,1
E00001093,3
E00001094,5
E00001095,2
E00001096,4
E00001097,1
E00001098,5
E00001099,3
E00001100,3
E00001101,1
E00001102,5
E00001103,5
E00001104,5
E00001105,3
E00001106,5
E00001107,1
E00001108,0
E00001109,3
E00001110,3
E00001111,3
E00001112,1
E00001113,0
E00001114,0
E00001115,4
E00001116,5
E00001117,1
E00001118,1
E00001119,3
E00001120,1
E00001121,1
E00001122,1
E00001123,1
E00001124,3
E00001125,5
E00001126,4
E00001127,1
E00001128,2
E00001129,3
E00001130,1
E00001131,1
E00001132,1
E00001133,5
E00001134,2
E00001135,2
E00001136,2
E00001137,5
E00001138,2
E00001139,1
E00001140,5
E00001141,3
E00001142,1
E00001143,1
E00001144,1
E00001145,4
E00001146,3
E00001147,4
E00001148,2
E00001149,1
E00001150,3
E00001151,1
E00001152,1
E00001153,3
E00001154,1
E00001155,4
E00001156,1
E00001157,5
E00001158,4
E00001159,3
E00001160,1
E00001161,1
E00001162,3
E00001163,1
E00001164,0
E00001165,1
E00001166,1
E00001167,1
E00001168,5
E00001169,2
E00001170,3
E00001171,3
E00001172,5
E00001173,5
E00001174,0
E00001175,0
E00001176,3
E00001177,1
E00001178,1
E00001179,3
E00001180,1
E00001181,3
E00001182,1
E00001183,1
E00001184,3
E00001185,1
E00001186,2
E00001187,0
E00001188,1
E00001189,1
E00001191,1
E00001192,1
E00001193,4
E00001194,2
E00001195,1
E00001196,1
E00001197,3
E00001198,1
E00001199,1
E00001200,2
E00001201,2
E00001202,1
E00001203,1
E00001204,0
E00001205,0
E00001206,2
E00001207,5
E00001208,1
E00001209,5
E00001210,3
E00001211,1
E00001212,1
E00001213,2
E00001214,2
E00001215,1
E00001216,1
E00001217,2
E00001218,1
E00001219,3
E00001220,1
E00001221,1
E00001222,3
E00001223,2
E00001224,3
E00001225,3
E00001226,3
E00001227,1
E00001228,3
E00001229,5
E00001230,1
E00001231,4
E00001232,3
E00001233,2
E00001234,1
E00001235,1
E00001236,1
E00001237,1
E00001238,5
E00001239,2
E00001240,4
E00001241,4
E00001242,1
E00001243,5
E00001244,1
E00001245,2
E00001246,1
E00001247,3
E00001248,1
E00001249,3
E00001250,5
E00001251,4
E00001252,3
E00001253,2
E00001254,2
E00001255,1
E00001256,4
E00001257,1
E00001258,5
E00001259,1
E00001260,1
E00001261,1
E00001262,1
E00001263,1
E00001265,1
E00001266,1
E00001267,2
E00001268,1
E00001269,3
E00001270,1
E00001271,4
E00001272,1
E00001273,3
E00001274,1
E00001275,1
E00001276,4
E00001277,1
E00001278,1
E00001279,1
E00001280,2
E00001281,1
E00001282,5
E00001283,1
E00001284,1
E00001285,2
E00001286,2
E00001288,1
E00001289,1
E00001290,1
E00001291,2
E00001292,5
E00001293,1
E00001294,1
E00001295,1
E00001296,1
E00001297,3
E00001298,3
E00001299,1
E00001300,2
E00001301,5
E00001302,0
E00001303,2
E00001304,2
E00001305,1
E00001306,2
E00001307,0
E00001308,4
E00001309,5
E00001310,0
E00001311,2
E00001312,2
E00001313,1
E00001314,5
E00001315,1
E00001316,3
E00001317,0
E00001318,1
E00001319,1
E00001320,1
E00001321,2
E00001322,0
E00001323,2
E00001324,2
E00001325,1
E00001326,4
E00001327,1
E00001328,4
E00001329,2
E00001330,2
E00001331,3
E00001332,0
E00001333,2
E00001334,3
E00001335,2
E00001336,1
E00001337,3
E00001338,1
E00001339,0
E00001340,2
E00001341,3
E00001342,1
E00001343,1
E00001344,0
E00001345,5
E00001346,4
E00001347,3
E00001348,2
E00001349,2
E00001350,1
E00001351,1
E00001352,1
E00001353,1
E00001354,4
E00001355,2
E00001356,4
E00001357,5
E00001358,1
E00001359,2
E00001360,4
E00001361,4
E00001362,2
E00001363,2
E00001364,2
E00001365,1
E00001366,3
E00001367,5
E00001368,1
E00001369,2
E00001370,1
E00001371,4
E00001372,3
E00001373,2
E00001374,1
E00001375,2
E00001376,2
E00001377,1
E00001378,3
E00001379,1
E00001380,3
E00001381,2
E00001382,2
E00001383,3
E00001384,4
E00001385,4
E00001386,5
E00001387,4
E00001388,4
E00001389,3
E00001390,4
E00001391,3
E00001392,2
E00001393,2
E00001394,2
E00001395,3
E00001396,1
E00001397,1
E00001398,5
E00001399,5
E00001400,5
E00001401,2
E00001402,3
E00001403,5
E00001404,3
E00001405,2
E00001406,1
E00001407,2
E00001408,4
E00001409,2
E00001410,4
E00001411,3
E00001412,3
E00001413,2
E00001414,5
E00001415,1
E00001416,5
E00001417,3
E00001418,5
E00001419,2
E00001420,3
E00001421,2
E00001422,1
E00001423,2
E00001424,1
E00001425,1
E00001426,1
E00001427,1
E00001428,1
E00001429,1
E00001430,1
E00001431,3
E00001432,3
E00001433,2
E00001434,2
E00001435,5
E00001436,1
E00001437,4
E00001438,1
E00001439,4
E00001440,4
E00001441,3
E00001442,3
E00001443,5
E00001444,3
E00001445,2
E00001446,2
E00001447,4
E00001448,1
E00001449,1
E00001450,3
E00001451,5
E00001452,3
E00001453,3
E00001454,1
E00001455,1
E00001456,0
E00001457,3
E00001458,1
E00001459,3
E00001460,2
E00001462,1
E00001463,4
E00001464,1
E00001465,1
E00001466,1
E00001467,3
E00001468,2
E00001469,1
E00001470,3
E00001471,1
E00001472,3
E00001474,1
E00001475,1
E00001476,2
E00001477,4
E00001478,1
E00001479,2
E00001480,1
E00001481,3
E00001482,1
E00001483,4
E00001484,3
E00001485,4
E00001486,4
E00001487,3
E00001488,1
E00001489,4
E00001490,2
E00001491,3
E00001492,3
E00001493,2
E00001494,1
E00001495,1
E00001496,2
E00001497,1
E00001498,5
E00001499,3
E00001500,1
E00001501,3
E00001502,2
E00001503,5
E00001504,1
E00001505,5
E00001506,1
E00001507,4
E00001508,2
E00001509,1
E00001510,1
E00001511,1
E00001512,4
E00001513,0
E00001514,2
E00001515,4
E00001516,2
E00001517,1
E00001518,5
E00001519,5
E00001520,1
E00001521,1
E00001522,1
E00001523,2
E00001524,4
E00001525,1
E00001526,1
E00001527,5
E00001528,3
E00001529,3
E00001530,4
E00001531,1
E00001532,2
E00001533,1
E00001534,2
E00001535,4
E00001536,1
E00001537,2
E00001538,3
E00001539,3
E00001540,1
E00001541,2
E00001542,5
E00001543,4
E00001544,3
E00001545,1
E00001546,2
E00001547,3
E00001548,1
E00001549,1
E00001550,1
E00001551,1
E00001552,4
E00001553,1
E00001554,1
E00001555,1
E00001556,3
E00001557,3
E00001558,3
E00001559,4
E00001560,2
E00001561,2
E00001562,1
E00001563,2
E00001564,1
E00001565,4
E00001566,5
E00001567,2
E00001568,4
E00001570,2
E00001571,3
E00001573,1
E00001574,3
E00001575,3
E00001576,3
E00001577,3
E00001578,5
E00001579,2
E00001580,2
E00001581,4
E00001583,4
E00001584,2
E00001585,2
E00001586,5
E00001588,1
E00001589,3
E00001590,3
E00001591,3
E00001592,4
E00001593,3
E00001594,3
E00001595,1
E00001596,1
E00001597,3
E00001598,1
E00001599,3
E00001600,2
E00001601,1
E00001602,4
E00001603,5
E00001604,1
E00001605,1
E00001606,3
E00001607,5
E00001608,1
E00001609,5
E00001610,4
E00001611,1
E00001612,1
E00001613,3
E00001614,2
E00001615,2
E00001616,1
E00001617,1
E00001618,3
E00001619,1
E00001620,1
E00001621,1
E00001622,2
E00001623,1
E00001624,4
E00001625,1
E00001626,1
E00001627,1
E00001628,2
E00001629,3
E00001630,3
E00001631,1
E00001632,1
E00001633,1
E00001634,4
E00001635,1
E00001636,1
E00001637,1
E00001638,1
E00001639,1
E00001640,1
E00001641,1
E00001642,3
E00001643,2
E00001644,2
E00001645,3
E00001646,2
E00001647,1
E00001648,4
E00001649,1
E00001650,2
E00001651,1
E00001652,5
E00001653,1
E00001654,2
E00001655,4
E00001656,3
E00001657,1
E00001658,3
E00001659,3
E00001660,3
E00001661,1
E00001662,3
E00001663,2
E00001664,2
E00001665,2
E00001666,3
E00001667,1
E00001668,3
E00001669,2
E00001670,3
E00001671,5
E00001672,2
E00001673,3
E00001674,1
E00001675,1
E00001676,3
E00001677,4
E00001678,4
E00001679,3
E00001680,2
E00001681,1
E00001682,1
E00001683,1
E00001684,1
E00001685,3
E00001686,4
E00001687,3
E00001688,5
E00001689,3
E00001690,4
E00001691,3
E00001692,3
E00001693,3
E00001694,3
E00001695,2
E00001696,2
E00001697,3
E00001698,3
E00001699,4
E00001700,1
E00001701,2
E00001702,1
E00001703,1
E00001704,3
E00001705,3
E00001706,2
E00001707,1
E00001708,1
E00001709,2
E00001710,1
E00001711,3
E00001712,1
E00001713,2
E00001714,1
E00001715,2
E00001716,5
E00001717,2
E00001718,2
E00001719,4
E00001720,2
E00001721,2
E00001722,1
E00001723,3
E00001724,3
E00001725,1
E00001726,2
E00001727,5
E00001728,2
E00001729,1
E00001730,1
E00001731,1
E00001732,1
E00001733,2
E00001734,2
E00001735,3
E00001736,2
E00001737,4
E00001738,1
E00001739,5
E00001740,4
E00001741,1
E00001742,1
E00001743,2
E00001744,5
E00001745,1
E00001746,3
E00001747,1
E00001748,1
E00001749,0
E00001750,1
E00001751,1
E00001752,1
E00001753,1
E00001754,1
E00001755,4
E00001756,1
E00001757,1
E00001758,1
E00001759,3
E00001760,1
E00001761,3
E00001762,2
E00001763,2
E00001764,1
E00001765,1
E00001766,4
E00001767,2
E00001768,3
E00001769,4
E00001770,1
E00001771,1
E00001772,1
E00001773,2
E00001774,2
E00001775,1
E00001776,2
E00001777,1
E00001778,2
E00001779,1
E00001780,4
E00001781,3
E00001782,1
E00001783,1
E00001784,2
E00001785,1
E00001786,5
E00001787,2
E00001788,1
E00001789,3
E00001790,1
E00001791,2
E00001792,4
E00001793,1
E00001794,1
E00001795,3
E00001796,1
E00001797,1
E00001798,1
E00001799,4
E00001800,2
E00001801,3
E00001802,1
E00001803,1
E00001804,4
E00001805,4
E00001806,1
E00001807,3
E00001808,3
E00001809,1
E00001810,4
E00001811,2
E00001812,3
E00001813,3
E00001814,1
E00001815,3
E00001816,1
E00001817,1
E00001818,5
E00001819,3
E00001820,3
E00001821,4
E00001822,2
E00001823,1
E00001824,5
E00001825,1
E00001826,1
E00001827,5
E00001828,1
E00001829,1
E00001830,1
E00001831,4
E00001832,1
E00001833,1
E00001834,0
E00001835,5
E00001836,0
E00001837,0
E00001838,1
E00001839,5
E00001840,2
E00001841,1
E00001842,1
E00001843,1
E00001844,4
E00001845,2
E00001846,1
E00001847,2
E00001848,2
E00001849,2
E00001851,1
E00001852,1
E00001853,1
E00001854,4
E00001855,4
E00001856,4
E00001857,2
E00001858,1
E00001859,1
E00001860,1
E00001862,1
E00001863,5
E00001864,3
E00001865,4
E00001866,1
E00001867,4
E00001868,1
E00001869,4
E00001870,3
E00001871,2
E00001872,3
E00001873,1
E00001874,1
E00001875,2
E00001876,2
E00001877,2
E00001878,4
E00001879,2
E00001880,1
E00001881,3
E00001882,2
E00001883,1
E00001884,4
E00001885,5
E00001886,1
E00001887,1
E00001888,1
E00001889,2
E00001890,4
E00001891,3
E00001892,1
E00001893,2
E00001894,4
E00001895,1
E00001896,3
E00001897,3
E00001898,1
E00001899,0
E00001900,0
E00001901,0
E00001902,3
E00001903,1
E00001904,5
E00001905,3
E00001906,1
E00001907,3
E00001908,1
E00001909,2
E00001910,1
E00001911,1
E00001912,2
E00001913,2
E00001914,4
E00001915,3
E00001916,2
E00001917,1
E00001918,1
E00001919,5
E00001920,3
E00001921,2
E00001922,5
E00001923,1
E00001924,2
E00001925,5
E00001926,2
E00001927,2
E00001928,4
E00001929,3
E00001930,1
E00001931,1
E00001932,1
E00001933,1
E00001934,1
E00001935,3
E00001936,4
E00001937,1
E00001938,5
E00001939,3
E00001940,1
E00001941,1
E00001943,3
E00001944,5
E00001945,4
E00001946,2
E00001947,3
E00001948,2
E00001949,1
E00001950,3
E00001951,2
E00001952,2
E00001953,1
E00001954,4
E00001955,3
E00001956,2
E00001957,1
E00001958,1
E00001959,1
E00001960,1
E00001961,4
E00001962,1
E00001963,1
E00001964,2
E00001965,1
E00001966,1
E00001967,1
E00001968,1
E00001969,1
E00001970,4
E00001971,1
E00001972,3
E00001973,4
E00001974,1
E00001975,2
E00001976,5
E00001977,1
E00001978,4
E00001980,1
E00001981,3
E00001982,1
E00001983,1
E00001984,1
E00001985,2
E00001986,4
E00001987,1
E00001988,4
E00001989,3
E00001990,4
E00001991,1
E00001992,1
E00001993,3
E00001994,4
E00001995,5
E00001996,2
E00001997,0
E00001998,1
E00002000,2
E00002001,4
E00002002,4
E00002003,2
E00002004,1
E00002005,2
E00002006,4
E00002007,5
E00002008,4
E00002009,1
E00002010,1
E00002011,2
E00002012,2
E00002013,1
E00002014,1
E00002015,1
E00002016,1
E00002017,1
E00002018,1
E00002019,1
E00002020,3
E00002021,3
E00002022,1
E00002023,1
E00002024,4
E00002025,1
E00002026,2
E00002027,3
E00002028,5
E00002029,1
E00002030,1
E00002031,2
E00002032,1
E00002033,2
E00002034,2
E00002035,3
E00002036,1
E00002037,1
E00002038,3
E00002039,3
E00002040,4
E00002041,3
E00002042,2
E00002043,3
E00002044,1
E00002045,1
E00002046,2
