infuse_oa_lyr_2011,new_labels
E00000382,4
E00000383,0
E00000384,4
E00000385,4
E00000386,2
E00000387,0
E00000388,4
E00000389,4
E00000390,4
E00000391,4
E00000392,2
E00000393,2
E00000394,2
E00000395,2
E00000396,4
E00000397,0
E00000398,3
E00000399,0
E00000400,1
E00000401,0
E00000402,2
E00000403,2
E00000404,3
E00000405,1
E00000406,3
E00000407,3
E00000408,1
E00000409,4
E00000411,3
E00000412,4
E00000413,2
E00000414,1
E00000415,3
E00000416,2
E00000417,4
E00000418,4
E00000419,2
E00000420,2
E00000421,0
E00000422,0
E00000423,2
E00000424,2
E00000425,2
E00000426,0
E00000427,4
E00000428,2
E00000429,0
E00000430,2
E00000431,0
E00000432,2
E00000433,1
E00000434,0
E00000435,2
E00000436,3
E00000437,0
E00000438,2
E00000439,4
E00000440,2
E00000441,4
E00000442,0
E00000443,2
E00000444,2
E00000445,2
E00000446,4
E00000447,3
E00000448,2
E00000449,2
E00000450,2
E00000451,2
E00000452,0
E00000453,0
E00000454,4
E00000455,0
E00000456,0
E00000457,0
E00000458,0
E00000460,1
E00000461,0
E00000462,0
E00000463,0
E00000464,0
E00000465,4
E00000466,4
E00000467,4
E00000468,2
E00000469,0
E00000470,0
E00000471,2
E00000472,0
E00000474,0
E00000475,0
E00000476,4
E00000477,4
E00000478,0
E00000479,2
E00000480,2
E00000481,2
E00000482,2
E00000483,2
E00000484,2
E00000485,3
E00000486,0
E00000487,0
E00000488,4
E00000489,3
E00000490,2
E00000491,2
E00000492,4
E00000493,4
E00000494,4
E00000495,4
E00000496,2
E00000497,4
E00000498,4
E00000499,3
E00000500,0
E00000501,3
E00000502,0
E00000503,1
E00000504,2
E00000505,0
E00000506,2
E00000507,3
E00000508,0
E00000509,0
E00000510,4
E00000511,2
E00000512,0
E00000513,1
E00000514,4
E00000515,4
E00000516,0
E00000517,4
E00000518,2
E00000519,3
E00000520,2
E00000521,2
E00000522,3
E00000523,2
E00000524,4
E00000525,4
E00000526,2
E00000527,1
E00000528,0
E00000529,0
E00000530,2
E00000531,1
E00000532,4
E00000533,0
E00000534,2
E00000535,4
E00000536,0
E00000537,2
E00000538,1
E00000539,2
E00000540,1
E00000541,0
E00000542,2
E00000543,2
E00000544,3
E00000545,3
E00000546,2
E00000547,1
E00000548,4
E00000549,4
E00000550,4
E00000551,1
E00000552,2
E00000553,4
E00000554,4
E00000555,3
E00000556,1
E00000557,4
E00000558,0
E00000559,0
E00000560,0
E00000561,3
E00000562,1
E00000563,0
E00000564,1
E00000565,4
E00000566,4
E00000567,0
E00000568,4
E00000569,0
E00000570,4
E00000571,4
E00000572,3
E00000573,0
E00000574,4
E00000575,2
E00000576,2
E00000577,0
E00000578,1
E00000579,2
E00000580,0
E00000581,4
E00000582,2
E00000583,1
E00000584,1
E00000585,0
E00000586,4
E00000587,3
E00000588,3
E00000589,2
E00000590,0
E00000591,4
E00000592,4
E00000593,1
E00000594,1
E00000595,1
E00000596,1
E00000597,3
E00000598,1
E00000600,0
E00000601,1
E00000602,0
E00000603,4
E00000604,3
E00000605,1
E00000606,4
E00000607,0
E00000608,4
E00000609,4
E00000610,4
E00000611,2
E00000612,1
E00000613,4
E00000614,3
E00000615,4
E00000616,2
E00000617,3
E00000618,1
E00000619,2
E00000620,1
E00000622,0
E00000623,1
E00000624,4
E00000625,4
E00000626,4
E00000627,0
E00000628,0
E00000629,4
E00000630,1
E00000631,2
E00000632,4
E00000633,2
E00000634,2
E00000635,0
E00000636,2
E00000637,2
E00000638,2
E00000640,3
E00000641,4
E00000642,3
E00000643,4
E00000644,4
E00000645,2
E00000646,2
E00000647,2
E00000648,4
E00000649,1
E00000650,4
E00000651,0
E00000652,4
E00000653,2
E00000654,2
E00000655,2
E00000656,2
E00000657,2
E00000658,1
E00000659,4
E00000660,2
E00000661,2
E00000662,2
E00000663,2
E00000664,4
E00000665,0
E00000666,1
E00000667,4
E00000668,4
E00000669,4
E00000670,4
E00000671,0
E00000672,1
E00000674,1
E00000675,2
E00000676,1
E00000677,4
E00000678,2
E00000679,4
E00000680,3
E00000681,0
E00000682,2
E00000683,2
E00000684,2
E00000685,2
E00000686,4
E00000687,2
E00000688,0
E00000689,4
E00000690,4
E00000691,4
E00000692,4
E00000693,2
E00000694,0
E00000695,2
E00000696,4
E00000697,4
E00000698,0
E00000699,4
E00000700,1
E00000701,0
E00000702,4
E00000703,1
E00000704,1
E00000705,1
E00000706,0
E00000707,1
E00000708,1
E00000709,0
E00000710,4
E00000711,2
E00000712,2
E00000713,3
E00000714,4
E00000715,4
E00000716,2
E00000717,2
E00000718,2
E00000719,0
E00000720,4
E00000721,2
E00000722,1
E00000723,4
E00000724,0
E00000725,4
E00000726,4
E00000727,1
E00000728,4
E00000729,2
E00000730,2
E00000731,2
E00000732,4
E00000733,4
E00000734,2
E00000736,0
E00000737,4
E00000738,3
E00000739,3
E00000740,4
E00000742,3
E00000743,4
E00000744,2
E00000745,2
E00000746,4
E00000747,4
E00000748,2
E00000749,2
E00000751,1
E00000752,0
E00000754,0
E00000755,3
E00000756,2
E00000757,2
E00000758,2
E00000760,4
E00000761,0
E00000762,0
E00000763,2
E00000764,2
E00000765,4
E00000766,4
E00000767,1
E00000768,4
E00000769,0
E00000770,0
E00000771,2
E00000772,2
E00000773,3
E00000774,3
E00000775,2
E00000776,2
E00000777,2
E00000778,3
E00000779,1
E00000780,2
E00000781,2
E00000782,3
E00000783,3
E00000785,4
E00000786,3
E00000787,2
E00000788,2
E00000789,2
E00000790,2
E00000791,2
E00000792,4
E00000793,2
E00000794,1
E00000795,3
E00000796,4
E00000797,4
E00000798,3
E00000799,4
E00000800,2
E00000801,0
E00000802,1
E00000803,2
E00000804,1
E00000805,1
E00000806,4
E00000807,4
E00000808,4
E00000809,0
E00000810,3
E00000811,1
E00000812,1
E00000813,2
E00000814,2
E00000815,2
E00000816,2
E00000817,2
E00000818,0
E00000819,3
E00000820,3
E00000821,2
E00000822,1
E00000823,0
E00000824,3
E00000825,3
E00000827,1
E00000828,2
E00000829,4
E00000830,2
E00000831,0
E00000832,2
E00000833,2
E00000834,1
E00000835,2
E00000836,1
E00000837,1
E00000838,0
E00000839,4
E00000840,0
E00000841,1
E00000842,4
E00000843,2
E00000844,2
E00000845,1
E00000846,3
E00000847,3
E00000848,4
E00000849,2
E00000850,1
E00000851,1
E00000852,1
E00000853,1
E00000854,4
E00000855,2
E00000856,1
E00000857,2
E00000858,1
E00000859,1
E00000860,3
E00000861,1
E00000862,0
E00000863,2
E00000864,1
E00000865,0
E00000866,3
E00000867,2
E00000868,4
E00000869,4
E00000870,4
E00000871,1
E00000872,4
E00000873,1
E00000874,4
E00000875,2
E00000876,3
E00000877,1
E00000878,0
E00000879,2
E00000880,2
E00000881,2
E00000882,2
E00000883,0
E00000884,4
E00000885,2
E00000887,2
E00000888,3
E00000890,4
E00000891,3
E00000892,1
E00000893,2
E00000894,1
E00000895,4
E00000896,2
E00000897,2
E00000898,2
E00000899,1
E00000900,2
E00000901,3
E00000902,2
E00000903,2
E00000904,2
E00000905,2
E00000906,2
E00000907,2
E00000908,2
E00000909,2
E00000910,3
E00000911,0
E00000912,4
E00000913,0
E00000914,4
E00000915,1
E00000916,2
E00000917,2
E00000918,0
E00000919,3
E00000920,0
E00000921,3
E00000922,2
E00000923,0
E00000924,1
E00000925,1
E00000926,1
E00000927,4
E00000928,1
E00000929,4
E00000930,1
E00000931,2
E00000932,1
E00000933,3
E00000934,2
E00000935,2
E00000936,4
E00000937,1
E00000938,1
E00000939,2
E00000940,2
E00000941,0
E00000942,2
E00000943,2
E00000944,1
E00000945,2
E00000947,3
E00000948,2
E00000949,2
E00000950,1
E00000951,4
E00000952,2
E00000953,0
E00000954,2
E00000955,2
E00000956,2
E00000957,2
E00000958,2
E00000959,0
E00000960,2
E00000961,4
E00000962,0
E00000963,0
E00000964,0
E00000965,2
E00000966,0
E00000967,0
E00000968,1
E00000969,0
E00000970,1
E00000971,4
E00000972,1
E00000973,3
E00000974,2
E00000975,2
E00000976,4
E00000977,2
E00000978,1
E00000979,4
E00000980,0
E00000981,4
E00000982,2
E00000983,0
E00000984,1
E00000985,1
E00000986,2
E00000987,0
E00000988,3
E00000989,0
E00000990,1
E00000991,0
E00000992,0
E00000993,2
E00000994,4
E00000995,2
E00000996,2
E00000997,2
E00000998,1
E00000999,1
E00001000,1
E00001001,4
E00001002,2
E00001003,1
E00001004,3
E00001005,2
E00001006,0
E00001007,2
E00001008,3
E00001009,4
E00001010,1
E00001011,2
E00001012,1
E00001013,1
E00001014,1
E00001015,1
E00001016,3
E00001017,1
E00001018,2
E00001019,2
E00001020,3
E00001021,1
E00001022,2
E00001023,2
E00001024,2
E00001025,2
E00001026,0
E00001027,1
E00001028,1
E00001029,4
E00001030,1
E00001031,3
E00001032,1
E00001033,2
E00001034,2
E00001035,1
E00001036,3
E00001037,2
E00001038,4
E00001039,0
E00001040,0
E00001041,2
E00001042,3
E00001043,1
E00001044,2
E00001045,1
E00001046,0
E00001047,1
E00001048,0
E00001049,0
E00001050,0
E00001051,0
E00001052,3
E00001053,1
E00001054,3
E00001055,2
E00001056,4
E00001057,0
E00001058,2
E00001059,1
E00001060,0
E00001061,4
E00001062,0
E00001063,2
E00001064,1
E00001065,2
E00001066,4
E00001067,3
E00001068,0
E00001069,4
E00001070,3
E00001071,0
E00001072,4
E00001073,1
E00001074,2
E00001075,2
E00001076,2
E00001077,4
E00001078,3
E00001079,0
E00001080,2
E00001081,4
E00001082,2
E00001083,2
E00001084,2
E00001085,0
E00001086,3
E00001087,4
E00001088,0
E00001089,3
E00001090,0
E00001091,2
E00001092,0
E00001093,1
E00001094,4
E00001095,0
E00001096,3
E00001097,0
E00001098,2
E00001099,3
E00001100,2
E00001101,2
E00001102,0
E00001103,3
E00001104,2
E00001105,1
E00001106,0
E00001107,2
E00001108,1
E00001109,2
E00001110,0
E00001111,2
E00001112,4
E00001113,4
E00001114,0
E00001115,2
E00001116,2
E00001117,3
E00001118,1
E00001119,2
E00001120,2
E00001121,2
E00001122,0
E00001123,3
E00001124,4
E00001125,0
E00001126,1
E00001127,2
E00001128,1
E00001129,2
E00001130,3
E00001131,2
E00001132,2
E00001133,0
E00001134,2
E00001135,2
E00001136,4
E00001137,1
E00001138,2
E00001139,2
E00001140,2
E00001141,3
E00001142,3
E00001143,2
E00001144,2
E00001145,2
E00001146,2
E00001147,2
E00001148,1
E00001149,2
E00001150,3
E00001151,2
E00001152,2
E00001153,2
E00001154,3
E00001155,4
E00001156,3
E00001157,2
E00001158,4
E00001159,2
E00001160,0
E00001161,0
E00001162,0
E00001163,0
E00001164,0
E00001165,2
E00001166,0
E00001167,0
E00001168,3
E00001169,0
E00001170,2
E00001171,0
E00001172,0
E00001173,0
E00001174,0
E00001175,0
E00001176,4
E00001177,0
E00001178,0
E00001179,1
E00001180,3
E00001181,4
E00001182,4
E00001183,0
E00001184,3
E00001185,2
E00001186,3
E00001187,2
E00001188,0
E00001189,0
E00001191,0
E00001192,1
E00001193,4
E00001194,4
E00001195,0
E00001196,2
E00001197,1
E00001198,0
E00001199,2
E00001200,4
E00001201,4
E00001202,2
E00001203,3
E00001204,1
E00001205,2
E00001206,2
E00001207,1
E00001208,4
E00001209,1
E00001210,2
E00001211,2
E00001212,1
E00001213,1
E00001214,2
E00001215,1
E00001216,1
E00001217,1
E00001218,2
E00001219,3
E00001220,2
E00001221,4
E00001222,2
E00001223,1
E00001224,4
E00001225,1
E00001226,1
E00001227,1
E00001228,1
E00001229,3
E00001230,2
E00001231,3
E00001232,2
E00001233,4
E00001234,2
E00001235,2
E00001236,3
E00001237,4
E00001238,1
E00001239,2
E00001240,2
E00001241,1
E00001242,2
E00001243,3
E00001244,1
E00001245,2
E00001246,2
E00001247,2
E00001248,4
E00001249,2
E00001250,4
E00001251,2
E00001252,4
E00001253,1
E00001254,0
E00001255,2
E00001256,1
E00001257,1
E00001258,1
E00001259,0
E00001260,1
E00001261,1
E00001262,1
E00001263,1
E00001265,1
E00001266,4
E00001267,1
E00001268,1
E00001269,0
E00001270,1
E00001271,1
E00001272,3
E00001273,2
E00001274,1
E00001275,2
E00001276,3
E00001277,1
E00001278,2
E00001279,0
E00001280,3
E00001281,0
E00001282,2
E00001283,1
E00001284,2
E00001285,1
E00001286,1
E00001288,1
E00001289,1
E00001290,1
E00001291,4
E00001292,1
E00001293,2
E00001294,0
E00001295,1
E00001296,2
E00001297,1
E00001298,2
E00001299,3
E00001300,1
E00001301,1
E00001302,0
E00001303,1
E00001304,3
E00001305,2
E00001306,1
E00001307,1
E00001308,1
E00001309,1
E00001310,2
E00001311,1
E00001312,1
E00001313,0
E00001314,2
E00001315,0
E00001316,1
E00001317,3
E00001318,2
E00001319,0
E00001320,2
E00001321,2
E00001322,0
E00001323,1
E00001324,3
E00001325,0
E00001326,1
E00001327,4
E00001328,0
E00001329,2
E00001330,2
E00001331,2
E00001332,2
E00001333,2
E00001334,2
E00001335,1
E00001336,2
E00001337,0
E00001338,3
E00001339,0
E00001340,1
E00001341,1
E00001342,2
E00001343,2
E00001344,3
E00001345,0
E00001346,0
E00001347,1
E00001348,1
E00001349,2
E00001350,2
E00001351,3
E00001352,4
E00001353,1
E00001354,2
E00001355,1
E00001356,4
E00001357,3
E00001358,0
E00001359,2
E00001360,1
E00001361,3
E00001362,1
E00001363,4
E00001364,1
E00001365,1
E00001366,1
E00001367,1
E00001368,1
E00001369,3
E00001370,1
E00001371,1
E00001372,1
E00001373,1
E00001374,1
E00001375,1
E00001376,2
E00001377,2
E00001378,2
E00001379,2
E00001380,1
E00001381,2
E00001382,1
E00001383,3
E00001384,2
E00001385,1
E00001386,3
E00001387,1
E00001388,0
E00001389,1
E00001390,2
E00001391,1
E00001392,2
E00001393,3
E00001394,1
E00001395,1
E00001396,0
E00001397,0
E00001398,1
E00001399,2
E00001400,4
E00001401,2
E00001402,1
E00001403,3
E00001404,4
E00001405,1
E00001406,4
E00001407,1
E00001408,4
E00001409,4
E00001410,2
E00001411,2
E00001412,4
E00001413,3
E00001414,0
E00001415,2
E00001416,1
E00001417,1
E00001418,2
E00001419,3
E00001420,1
E00001421,2
E00001422,0
E00001423,3
E00001424,2
E00001425,2
E00001426,4
E00001427,1
E00001428,0
E00001429,0
E00001430,0
E00001431,2
E00001432,4
E00001433,4
E00001434,0
E00001435,4
E00001436,2
E00001437,4
E00001438,4
E00001439,4
E00001440,3
E00001441,3
E00001442,1
E00001443,1
E00001444,1
E00001445,3
E00001446,2
E00001447,4
E00001448,1
E00001449,4
E00001450,1
E00001451,1
E00001452,1
E00001453,1
E00001454,1
E00001455,1
E00001456,0
E00001457,0
E00001458,0
E00001459,1
E00001460,1
E00001462,2
E00001463,2
E00001464,4
E00001465,4
E00001466,3
E00001467,4
E00001468,0
E00001469,4
E00001470,3
E00001471,1
E00001472,3
E00001474,2
E00001475,4
E00001476,2
E00001477,4
E00001478,1
E00001479,2
E00001480,2
E00001481,1
E00001482,2
E00001483,4
E00001484,4
E00001485,2
E00001486,1
E00001487,1
E00001488,2
E00001489,4
E00001490,2
E00001491,3
E00001492,1
E00001493,1
E00001494,4
E00001495,2
E00001496,1
E00001497,2
E00001498,0
E00001499,2
E00001500,0
E00001501,4
E00001502,0
E00001503,3
E00001504,2
E00001505,2
E00001506,0
E00001507,4
E00001508,4
E00001509,0
E00001510,4
E00001511,2
E00001512,0
E00001513,3
E00001514,2
E00001515,1
E00001516,1
E00001517,1
E00001518,1
E00001519,4
E00001520,0
E00001521,2
E00001522,3
E00001523,2
E00001524,1
E00001525,4
E00001526,0
E00001527,1
E00001528,4
E00001529,4
E00001530,2
E00001531,4
E00001532,0
E00001533,2
E00001534,3
E00001535,3
E00001536,2
E00001537,3
E00001538,4
E00001539,4
E00001540,1
E00001541,3
E00001542,4
E00001543,1
E00001544,0
E00001545,0
E00001546,1
E00001547,4
E00001548,0
E00001549,4
E00001550,2
E00001551,2
E00001552,4
E00001553,2
E00001554,4
E00001555,1
E00001556,3
E00001557,2
E00001558,3
E00001559,2
E00001560,2
E00001561,2
E00001562,0
E00001563,2
E00001564,4
E00001565,2
E00001566,1
E00001567,4
E00001568,3
E00001570,0
E00001571,4
E00001573,3
E00001574,2
E00001575,2
E00001576,2
E00001577,3
E00001578,2
E00001579,1
E00001580,1
E00001581,4
E00001583,3
E00001584,2
E00001585,4
E00001586,3
E00001588,3
E00001589,2
E00001590,3
E00001591,2
E00001592,1
E00001593,3
E00001594,2
E00001595,1
E00001596,0
E00001597,1
E00001598,1
E00001599,2
E00001600,1
E00001601,2
E00001602,2
E00001603,1
E00001604,2
E00001605,2
E00001606,1
E00001607,1
E00001608,3
E00001609,4
E00001610,2
E00001611,4
E00001612,0
E00001613,3
E00001614,0
E00001615,3
E00001616,0
E00001617,2
E00001618,2
E00001619,2
E00001620,2
E00001621,0
E00001622,3
E00001623,2
E00001624,4
E00001625,0
E00001626,2
E00001627,3
E00001628,2
E00001629,2
E00001630,4
E00001631,0
E00001632,0
E00001633,1
E00001634,0
E00001635,2
E00001636,0
E00001637,0
E00001638,1
E00001639,2
E00001640,0
E00001641,2
E00001642,2
E00001643,2
E00001644,2
E00001645,2
E00001646,3
E00001647,4
E00001648,4
E00001649,1
E00001650,2
E00001651,0
E00001652,2
E00001653,2
E00001654,1
E00001655,3
E00001656,4
E00001657,4
E00001658,2
E00001659,2
E00001660,4
E00001661,3
E00001662,3
E00001663,2
E00001664,1
E00001665,2
E00001666,3
E00001667,3
E00001668,2
E00001669,0
E00001670,0
E00001671,2
E00001672,4
E00001673,1
E00001674,0
E00001675,0
E00001676,2
E00001677,0
E00001678,2
E00001679,1
E00001680,0
E00001681,1
E00001682,4
E00001683,1
E00001684,2
E00001685,1
E00001686,1
E00001687,2
E00001688,4
E00001689,2
E00001690,3
E00001691,4
E00001692,2
E00001693,2
E00001694,0
E00001695,1
E00001696,3
E00001697,2
E00001698,4
E00001699,2
E00001700,2
E00001701,1
E00001702,3
E00001703,2
E00001704,2
E00001705,0
E00001706,1
E00001707,2
E00001708,2
E00001709,1
E00001710,2
E00001711,2
E00001712,0
E00001713,1
E00001714,2
E00001715,4
E00001716,4
E00001717,2
E00001718,2
E00001719,3
E00001720,4
E00001721,2
E00001722,0
E00001723,1
E00001724,1
E00001725,4
E00001726,2
E00001727,4
E00001728,2
E00001729,0
E00001730,0
E00001731,2
E00001732,0
E00001733,4
E00001734,1
E00001735,3
E00001736,4
E00001737,2
E00001738,4
E00001739,2
E00001740,2
E00001741,0
E00001742,2
E00001743,4
E00001744,2
E00001745,2
E00001746,4
E00001747,2
E00001748,4
E00001749,2
E00001750,2
E00001751,2
E00001752,1
E00001753,2
E00001754,0
E00001755,2
E00001756,1
E00001757,3
E00001758,0
E00001759,2
E00001760,0
E00001761,2
E00001762,2
E00001763,1
E00001764,0
E00001765,2
E00001766,1
E00001767,0
E00001768,1
E00001769,1
E00001770,0
E00001771,3
E00001772,0
E00001773,2
E00001774,2
E00001775,2
E00001776,1
E00001777,1
E00001778,0
E00001779,2
E00001780,3
E00001781,0
E00001782,1
E00001783,2
E00001784,1
E00001785,2
E00001786,2
E00001787,1
E00001788,2
E00001789,3
E00001790,2
E00001791,2
E00001792,4
E00001793,4
E00001794,3
E00001795,4
E00001796,4
E00001797,1
E00001798,1
E00001799,4
E00001800,4
E00001801,0
E00001802,2
E00001803,3
E00001804,4
E00001805,3
E00001806,4
E00001807,4
E00001808,4
E00001809,4
E00001810,4
E00001811,4
E00001812,2
E00001813,2
E00001814,1
E00001815,1
E00001816,2
E00001817,0
E00001818,3
E00001819,4
E00001820,3
E00001821,2
E00001822,2
E00001823,1
E00001824,4
E00001825,4
E00001826,0
E00001827,4
E00001828,1
E00001829,4
E00001830,4
E00001831,2
E00001832,4
E00001833,4
E00001834,2
E00001835,4
E00001836,2
E00001837,3
E00001838,1
E00001839,4
E00001840,1
E00001841,2
E00001842,0
E00001843,1
E00001844,4
E00001845,2
E00001846,2
E00001847,2
E00001848,1
E00001849,0
E00001851,1
E00001852,2
E00001853,2
E00001854,2
E00001855,0
E00001856,0
E00001857,4
E00001858,0
E00001859,4
E00001860,4
E00001862,0
E00001863,3
E00001864,3
E00001865,4
E00001866,2
E00001867,2
E00001868,2
E00001869,1
E00001870,1
E00001871,1
E00001872,2
E00001873,2
E00001874,2
E00001875,0
E00001876,1
E00001877,1
E00001878,2
E00001879,2
E00001880,0
E00001881,3
E00001882,1
E00001883,1
E00001884,2
E00001885,1
E00001886,4
E00001887,2
E00001888,2
E00001889,2
E00001890,1
E00001891,1
E00001892,1
E00001893,2
E00001894,2
E00001895,0
E00001896,4
E00001897,1
E00001898,0
E00001899,2
E00001900,1
E00001901,1
E00001902,2
E00001903,1
E00001904,1
E00001905,2
E00001906,0
E00001907,1
E00001908,2
E00001909,1
E00001910,2
E00001911,3
E00001912,1
E00001913,4
E00001914,1
E00001915,1
E00001916,2
E00001917,4
E00001918,4
E00001919,1
E00001920,3
E00001921,2
E00001922,1
E00001923,3
E00001924,3
E00001925,2
E00001926,4
E00001927,1
E00001928,2
E00001929,1
E00001930,1
E00001931,0
E00001932,2
E00001933,4
E00001934,3
E00001935,1
E00001936,2
E00001937,2
E00001938,0
E00001939,1
E00001940,4
E00001941,4
E00001943,2
E00001944,3
E00001945,4
E00001946,0
E00001947,1
E00001948,1
E00001949,1
E00001950,1
E00001951,2
E00001952,2
E00001953,4
E00001954,4
E00001955,3
E00001956,2
E00001957,0
E00001958,2
E00001959,3
E00001960,0
E00001961,4
E00001962,2
E00001963,0
E00001964,4
E00001965,0
E00001966,0
E00001967,1
E00001968,2
E00001969,3
E00001970,3
E00001971,4
E00001972,3
E00001973,4
E00001974,0
E00001975,3
E00001976,2
E00001977,4
E00001978,2
E00001980,2
E00001981,1
E00001982,4
E00001983,0
E00001984,0
E00001985,4
E00001986,2
E00001987,3
E00001988,0
E00001989,3
E00001990,2
E00001991,0
E00001992,2
E00001993,0
E00001994,4
E00001995,4
E00001996,2
E00001997,4
E00001998,4
E00002000,2
E00002001,4
E00002002,4
E00002003,3
E00002004,4
E00002005,0
E00002006,2
E00002007,4
E00002008,2
E00002009,1
E00002010,2
E00002011,2
E00002012,4
E00002013,4
E00002014,0
E00002015,4
E00002016,0
E00002017,4
E00002018,4
E00002019,0
E00002020,2
E00002021,1
E00002022,0
E00002023,2
E00002024,1
E00002025,3
E00002026,2
E00002027,4
E00002028,4
E00002029,4
E00002030,4
E00002031,4
E00002032,4
E00002033,4
E00002034,2
E00002035,3
E00002036,0
E00002037,3
E00002038,1
E00002039,4
E00002040,2
E00002041,2
E00002042,4
E00002043,1
E00002044,4
E00002045,1
E00002046,1
