,0
2020-11-05,-0.24235650906392645
2020-11-06,-0.16433876892894878
2020-11-07,-0.2567806804544234
2020-11-08,-0.5569327909027987
2020-11-09,-0.30814230974524165
2020-11-10,-0.11720556762166469
2020-11-11,-0.17641889858471319
2020-11-12,-0.1143515428087597
2020-11-13,0.015656379554927994
2020-11-14,-0.20409281009363658
2020-11-15,-0.42974828039606816
2020-11-16,-0.25651930203525014
2020-11-17,-0.2159862776905196
2020-11-18,-0.26318402719372186
2020-11-19,-0.25184855074533447
2020-11-20,-0.1425768107028464
2020-11-21,0.004290492238691291
2020-11-22,-0.19343976497426316
2020-11-23,-0.05656601222290701
2020-11-24,-0.06685541929654014
2020-11-25,-0.40025590043121306
2020-11-26,-0.19523311687425515
2020-11-27,-0.22887692033568408
2020-11-28,-0.34895242917362396
2020-11-29,-0.49266701746838526
2020-11-30,-0.3353175838702435
2020-12-01,-0.2765983361354174
2020-12-02,-0.28827656496014836
