,0
2020-11-05,-0.020543783112684382
2020-11-06,-0.00819864397702916
2020-11-07,-0.5551668301606619
2020-11-08,-0.8385399830412378
2020-11-09,-0.021057786970246514
2020-11-10,0.06174701431910362
2020-11-11,0.09087088772773205
2020-11-12,0.08544938646287185
2020-11-13,0.07909281014741525
2020-11-14,-0.7117224682262568
2020-11-15,-0.830942160710133
2020-11-16,-0.013060019526666855
2020-11-17,0.034796065783707954
2020-11-18,0.03151929352362218
2020-11-19,0.02073644522563521
2020-11-20,0.0388856803194485
2020-11-21,-0.5654561916328316
2020-11-22,-0.7401038346029881
2020-11-23,-0.008440483612040096
2020-11-24,-0.0016454604673547387
2020-11-25,-0.2442296228802949
2020-11-26,0.05632938396149867
2020-11-27,0.04143556247787263
2020-11-28,-0.5849701528114011
2020-11-29,-0.7975105575041469
2020-11-30,-0.04605389414416724
2020-12-01,0.030284272943789794
2020-12-02,0.097608741842966
