,0
2020-07-04,0.07928444250827824
2020-07-05,-0.23758930872090744
2020-07-06,0.03782129841399977
2020-07-07,0.03779105095908409
2020-07-08,-0.09383192040603808
2020-07-09,-0.035909635827787126
2020-07-10,0.18165655885163634
2020-07-11,0.05656896718986439
2020-07-12,-0.3267035841368883
2020-07-13,-0.03152007296070134
2020-07-14,0.023795522958115572
2020-07-15,-0.014991225824845524
2020-07-16,-0.08935835065507115
2020-07-17,-0.06359122851854253
2020-07-18,-0.25253057367592285
2020-07-19,-0.7568474133995678
2020-07-20,-0.29409531313664705
2020-07-21,-0.2726831071003378
2020-07-22,-0.2642565521160128
2020-07-23,-0.11719952906900749
2020-07-24,-0.016985820361733687
2020-07-25,-0.32458517773488327
2020-07-26,-0.4469502132668716
2020-07-27,-0.28890790679640593
2020-07-28,-0.10180741103046105
2020-07-29,-0.026610950660555844
2020-07-30,-0.02244027090063177
2020-07-31,-0.05305636246044958
2020-08-01,-0.22171037643651212
2020-08-02,-0.3931602693543176
2020-08-03,-0.11444262290114117
2020-08-04,-0.06014225433557216
2020-08-05,-0.018194209357995615
2020-08-06,-0.07290020895803079
2020-08-07,-0.10571207951085444
2020-08-08,-0.20065561306304555
2020-08-09,-0.499155856420512
2020-08-10,-0.24817882303504393
2020-08-11,-0.18178476273310626
2020-08-12,-0.16331386462858802
2020-08-13,-0.18174910712499687
2020-08-14,-0.0882473222891278
2020-08-15,-0.23166229390613427
2020-08-16,-0.520153464437858
2020-08-17,-0.22538737498623304
2020-08-18,-0.11829864212032742
2020-08-19,-0.2823567116072459
2020-08-20,-0.014345585370858532
2020-08-21,-0.09795937833244232
2020-08-22,-0.14545649943332697
2020-08-23,-0.518308699189987
2020-08-24,-0.20176903006752286
2020-08-25,-0.29807072480108915
2020-08-26,-0.02582352930836425
2020-08-27,-0.191814071703042
2020-08-28,-0.031188464388348016
2020-08-29,-0.258317244366435
2020-08-30,-0.43488933002241154
2020-08-31,-0.36773145285507164
2020-09-01,0.09642234599461293
2020-09-02,0.17268419408872104
2020-09-03,0.35113095969999164
2020-09-04,0.6106274990628277
2020-09-05,0.19753158151650266
2020-09-06,-0.2953074499842087
2020-09-07,0.6463246275588405
2020-09-08,0.7722516248362569
2020-09-09,0.8841425945582638
2020-09-10,1.0302906989711622
2020-09-11,1.1525686092727758
2020-09-12,0.3600937795438377
2020-09-13,0.043630745366416174
