,0
2020-03-23,0.2946226405328963
2020-03-24,0.11297113138290427
2020-03-25,0.0573572322094235
2020-03-26,0.029202776613699532
2020-03-27,0.009326945549593601
2020-03-28,-0.22975625215806042
2020-03-29,-0.44034810525634
2020-03-30,-0.19705463390790567
2020-03-31,-0.1663385783761504
2020-04-01,-0.13734110499064164
2020-04-02,-0.14313830950043144
2020-04-03,-0.08723560587856616
2020-04-04,-0.16852422134745548
2020-04-05,-0.30878100114624724
2020-04-06,-0.2072613426472209
2020-04-07,-0.10259340698231316
2020-04-08,-0.09182083566495841
2020-04-09,-0.1246812432746523
2020-04-10,-0.25862664575862215
2020-04-11,-0.28840282687820634
2020-04-12,-0.45810590310867094
2020-04-13,-0.4236730827515716
2020-04-14,-0.20404733524671237
2020-04-15,-0.16172974201098086
2020-04-16,-0.16694703192257676
2020-04-17,-0.26941980707026736
2020-04-18,-0.27446699850566175
2020-04-19,-0.31580700569843323
2020-04-20,-0.15711179357346772
2020-04-21,-0.14720923214561435
2020-04-22,-0.0987465840067872
2020-04-23,-0.07030408672574225
2020-04-24,-0.0752699479062845
2020-04-25,-0.19580717072519835
2020-04-26,-0.2947229037115994
2020-04-27,-0.1758183696793712
2020-04-28,-0.39126360449334224
2020-04-29,-0.24191951992175223
2020-04-30,-0.3537256920175109
2020-05-01,-0.19312367542993372
2020-05-02,-0.1854765706086282
2020-05-03,-0.4015549740915895
2020-05-04,-0.134487609051403
2020-05-05,-0.09246827614815041
2020-05-06,-0.07352081274724234
2020-05-07,-0.1072899797734856
2020-05-08,-0.17259710123603772
2020-05-09,-0.1680265084516314
2020-05-10,-0.5186957279685761
2020-05-11,-0.2720264833543413
2020-05-12,-0.17411036273598426
2020-05-13,-0.19280965814738427
2020-05-14,-0.16198810231449698
2020-05-15,-0.1308203756099488
2020-05-16,-0.1587352297839589
2020-05-17,-0.2835561761583255
2020-05-18,-0.07882823737397257
2020-05-19,-0.039555786351762184
2020-05-20,-0.03882720223587009
2020-05-21,-0.08338327137105209
2020-05-22,-0.020133982802917588
2020-05-23,-0.1985743500786614
2020-05-24,-0.2663606873107932
2020-05-25,-0.19394229314593325
2020-05-26,-0.0907904717716054
2020-05-27,-0.1003977590412295
2020-05-28,-0.09244381458319235
2020-05-29,-0.03784888059786336
2020-05-30,-0.13138978190747463
2020-05-31,-0.3110047205254762
2020-06-01,-0.13097685348609847
2020-06-02,-0.08119524003319381
2020-06-03,-0.23844339577878879
2020-06-04,-0.21709639998652056
2020-06-05,-0.19112327489429712
2020-06-06,-0.4096692348698987
2020-06-07,-0.5174858880756353
2020-06-08,-0.16000252553499186
2020-06-09,-0.05588817940336097
2020-06-10,-0.24301379027875006
2020-06-11,-0.17580522904145152
2020-06-12,-0.12848715053001952
2020-06-13,-0.03499841904091284
2020-06-14,-0.23178391067365425
2020-06-15,-0.061219738497311944
2020-06-16,-0.04339236902596873
2020-06-17,-0.12084004799469875
2020-06-18,-0.13136263215944388
2020-06-19,0.013195778628183137
2020-06-20,0.01654767044207855
2020-06-21,-0.2524152826644917
2020-06-22,0.022664156930327594
2020-06-23,0.041609857763076664
2020-06-24,0.035721485401267274
2020-06-25,0.04155644787738834
2020-06-26,0.12825077283093347
2020-06-27,-0.0681235331575053
2020-06-28,-0.2314506284773144
2020-06-29,0.03626285908952718
2020-06-30,-0.047958184667497905
2020-07-01,0.09348076825152041
2020-07-02,0.07048205657068564
2020-07-03,0.18796729820694924
