,0
2020-10-14,0.029889785130454895
2020-10-15,0.03486467571767208
2020-10-16,0.22134127013179344
2020-10-17,0.06564288470629126
2020-10-18,0.40600753381702087
2020-10-19,0.020160841065422618
2020-10-20,0.1368440410606018
2020-10-21,-0.26489175887174166
2020-10-22,0.03182487985106175
2020-10-23,-0.04014295599452602
2020-10-24,0.08660178092889116
2020-10-25,0.4565238639880891
2020-10-26,-0.11899691643119183
2020-10-27,-0.26347543593590206
2020-10-28,-0.1859853915920692
2020-10-29,-0.3615760459321753
2020-10-30,-0.19917018829289562
2020-10-31,-0.22488804670290885
2020-11-01,0.05255385325016074
2020-11-02,-0.27279574921534244
2020-11-03,-0.15929515937529903
2020-11-04,-0.054021044867558404
