,sil_scores,n_cluster
0,0.020394273866152838,5
1,0.018497931381357288,6
2,-0.021980650032426698,7
3,-0.020171218322755285,8
4,-0.018772520606559987,9
5,-0.017541536152972916,10
6,-0.01642943484152843,11
7,-0.015327022197819654,12
8,-0.0211013659836245,13
9,-0.019858881540484076,14
10,-0.019456252996368287,15
11,-0.01851205326925135,16
12,-0.05740903446671603,17
13,-0.056687999010480154,18
14,-0.05605334539179021,19
