,labels
0,2
1,0
2,1
3,0
4,0
5,0
6,0
7,1
8,4
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,0
25,0
26,6
27,7
28,0
29,0
30,1
31,7
32,6
33,4
34,3
35,3
36,1
37,1
38,6
39,2
40,2
41,6
42,1
43,0
44,4
45,0
46,6
47,1
48,6
49,6
50,7
51,0
52,2
53,1
54,1
55,3
56,1
57,6
58,1
59,1
60,1
61,0
62,2
63,1
64,1
65,1
66,4
67,1
68,0
69,1
70,4
71,6
72,3
73,1
74,6
75,0
76,0
77,1
78,0
79,1
80,1
81,0
82,0
83,0
84,2
85,0
86,2
87,0
88,6
89,0
90,7
91,6
92,6
93,5
94,0
95,7
96,4
97,6
98,4
99,0
100,0
101,0
102,1
103,2
104,1
105,6
106,2
107,0
108,0
109,4
110,4
111,0
112,4
113,7
114,0
115,6
116,3
117,7
118,2
119,0
120,1
121,6
122,0
123,4
124,4
125,4
126,1
127,1
128,1
129,0
130,1
131,0
132,7
133,4
134,3
135,0
136,0
137,4
138,1
139,0
140,5
141,6
142,7
143,0
144,6
145,0
146,4
147,0
148,4
149,4
150,4
151,4
152,1
153,2
154,1
155,0
156,1
157,0
158,2
159,0
160,4
161,1
162,0
163,2
164,0
165,4
166,5
167,0
168,0
169,1
170,3
171,5
172,2
173,0
174,0
175,0
176,2
177,0
178,0
179,0
180,6
181,5
182,6
183,3
184,2
185,0
186,2
187,0
188,1
189,6
190,4
191,4
192,6
193,4
194,2
195,0
196,3
197,0
198,6
199,0
200,1
201,1
202,7
203,6
204,3
205,0
206,0
207,6
208,0
209,2
210,1
211,1
212,1
213,4
214,4
215,7
216,0
217,3
218,3
219,3
220,0
221,1
222,5
223,0
224,1
225,1
226,0
227,0
228,1
229,1
230,1
231,0
232,0
233,7
234,1
235,0
236,0
237,4
238,4
239,3
240,0
241,0
242,2
243,0
244,0
245,1
246,0
247,0
248,2
249,0
250,2
251,3
252,6
253,7
254,3
255,0
256,6
257,4
258,6
259,0
260,0
261,6
262,1
263,0
264,1
265,6
266,0
267,0
268,1
269,1
270,1
271,1
272,2
273,2
274,4
275,1
276,0
277,2
278,4
279,0
280,0
281,2
282,1
283,2
284,0
285,1
286,0
287,0
288,1
289,1
290,7
291,6
292,6
293,1
294,6
295,1
296,1
297,1
298,7
299,0
300,0
301,0
302,0
303,1
304,0
305,6
306,0
307,0
308,2
309,1
310,5
311,7
312,4
313,1
314,7
315,0
316,0
317,7
318,6
319,2
320,0
321,1
322,1
323,0
324,0
325,6
326,4
327,4
328,2
329,0
330,3
331,0
332,7
333,7
334,1
335,6
336,6
337,0
338,0
339,0
340,0
341,1
342,0
343,0
344,3
345,7
346,4
347,0
348,1
349,0
350,4
351,5
352,0
353,4
354,0
355,0
356,7
357,6
358,2
359,6
360,1
361,1
362,2
363,6
364,7
365,0
366,2
367,0
368,4
369,6
370,0
371,4
372,7
373,7
374,0
375,7
376,1
377,0
378,1
379,0
380,0
381,4
382,1
383,7
384,4
385,0
386,0
387,1
388,0
389,0
390,0
391,1
392,2
393,4
394,1
395,1
396,6
397,1
398,0
399,1
400,2
401,0
402,0
403,1
404,0
405,7
406,7
407,7
408,0
409,4
410,6
411,0
412,2
413,3
414,6
415,6
416,1
417,4
418,1
419,0
420,4
421,1
422,0
423,6
424,1
425,1
426,1
427,0
428,7
429,1
430,0
431,1
432,0
433,0
434,0
435,0
436,7
437,0
438,1
439,0
440,0
441,1
442,2
443,2
444,4
445,0
446,0
447,1
448,0
449,6
450,0
451,4
452,1
453,0
454,2
455,4
456,0
457,0
458,6
459,3
460,2
461,0
462,0
463,1
464,1
465,7
466,0
467,1
468,3
469,0
470,1
471,0
472,0
473,0
474,1
475,0
476,0
477,0
478,6
479,6
480,2
481,1
482,0
483,1
484,7
485,0
486,0
487,1
488,1
489,5
490,6
491,2
492,7
493,1
494,1
495,4
496,0
497,0
498,1
499,3
500,1
501,4
502,4
503,0
504,4
505,0
506,1
507,6
508,0
509,4
510,0
511,0
512,1
513,4
514,6
515,6
516,0
517,1
518,1
519,4
520,0
521,6
522,1
523,0
524,0
525,4
526,6
527,2
528,0
529,2
530,4
531,0
532,4
533,0
534,4
535,6
536,0
537,0
538,7
539,6
540,7
541,0
542,0
543,0
544,7
545,0
546,2
547,6
548,1
549,6
550,7
551,6
552,2
553,0
554,2
555,1
556,4
557,0
558,4
559,1
560,1
561,2
562,2
563,1
564,0
565,0
566,2
567,4
568,0
569,6
570,3
571,0
572,1
573,5
574,1
575,7
576,0
577,0
578,5
579,6
580,4
581,1
582,1
583,0
584,4
585,6
586,6
587,0
588,2
589,0
590,1
591,6
592,2
593,6
594,2
595,6
596,1
597,6
598,0
599,3
600,2
601,5
602,7
603,5
604,7
605,1
606,2
607,3
608,0
609,1
610,0
611,0
612,4
613,1
614,1
615,1
616,0
617,1
618,7
619,1
620,6
621,2
622,1
623,0
624,7
625,1
626,1
627,2
628,4
629,1
630,0
631,1
632,4
633,7
634,1
635,1
636,2
637,1
638,6
639,5
640,6
641,6
642,1
643,3
644,0
645,6
646,1
647,1
648,0
649,4
650,0
651,2
652,1
653,2
654,0
655,2
656,2
657,0
658,7
659,6
660,3
661,2
662,0
663,0
664,0
665,1
666,0
667,1
668,1
669,0
670,0
671,0
672,3
673,0
674,5
675,0
676,5
677,6
678,4
679,2
680,6
681,1
682,0
683,6
684,1
685,1
686,0
687,6
688,4
689,0
690,1
691,0
692,0
693,0
694,0
695,0
696,7
697,2
698,1
699,4
700,1
701,4
702,2
703,2
704,1
705,0
706,0
707,4
708,2
709,6
710,6
711,6
712,4
713,4
714,4
715,6
716,3
717,0
718,0
719,0
720,3
721,3
722,6
723,3
724,1
725,3
726,1
727,0
728,0
729,6
730,6
731,7
732,3
733,6
734,2
735,1
736,6
737,1
738,1
739,1
740,4
741,0
742,0
743,1
744,0
745,0
746,3
747,0
748,0
749,3
750,7
751,2
752,4
753,7
754,7
755,1
756,6
757,7
758,4
759,6
760,4
761,4
762,2
763,7
764,3
765,0
766,4
767,0
768,1
769,4
770,4
771,0
772,2
773,4
774,1
775,1
776,2
777,2
778,7
779,1
780,0
781,0
782,0
783,6
784,4
785,0
786,1
787,2
788,6
789,0
790,0
791,6
792,7
793,6
794,0
795,0
796,0
797,5
798,6
799,7
800,6
801,2
802,3
803,3
804,0
805,0
806,0
807,1
808,1
809,6
810,6
811,2
812,0
813,6
814,2
815,3
816,6
817,0
818,0
819,3
820,1
821,1
822,6
823,4
824,2
825,1
826,0
827,1
828,0
829,0
830,5
831,0
832,0
833,0
834,0
835,0
836,2
837,0
838,1
839,6
840,0
841,6
842,6
843,4
844,1
845,6
846,0
847,4
848,1
849,1
850,7
851,4
852,4
853,6
854,3
855,7
856,3
857,4
858,0
859,2
860,0
861,2
862,6
863,6
864,6
865,1
866,1
867,7
868,7
869,2
870,0
871,1
872,2
873,6
874,4
875,3
876,4
877,2
878,2
879,3
880,0
881,6
882,0
883,6
884,0
885,0
886,2
887,2
888,6
889,1
890,3
891,3
892,1
893,1
894,6
895,0
896,0
897,4
898,6
899,0
900,3
901,1
902,7
903,0
904,2
905,6
906,0
907,0
908,3
909,1
910,0
911,0
912,0
913,1
914,0
915,1
916,0
917,3
918,1
919,0
920,1
921,0
922,2
923,2
924,2
925,7
926,1
927,2
928,0
929,6
930,0
931,0
932,1
933,0
934,4
935,3
936,0
937,4
938,6
939,0
940,1
941,1
942,0
943,0
944,1
945,0
946,6
947,6
948,1
949,1
950,0
951,1
952,0
953,1
954,0
955,1
956,0
957,1
958,6
959,1
960,0
961,0
962,0
963,0
964,0
965,0
966,7
967,0
968,0
969,1
970,0
971,0
972,0
973,7
974,1
975,1
976,1
977,1
978,1
979,0
980,1
981,0
982,2
983,4
984,2
985,0
986,0
987,0
988,0
989,0
990,4
991,0
992,0
993,3
994,0
995,0
996,0
997,5
998,0
999,0
1000,0
1001,1
1002,0
1003,0
1004,0
1005,0
1006,3
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,6
1014,0
1015,0
1016,3
1017,0
1018,0
1019,5
1020,6
1021,0
1022,3
1023,0
1024,6
1025,1
1026,0
1027,0
1028,3
1029,1
1030,0
1031,3
1032,3
1033,0
1034,2
1035,2
1036,0
1037,0
1038,3
1039,0
1040,2
1041,6
1042,6
1043,5
1044,6
1045,1
1046,1
1047,1
1048,6
1049,5
1050,1
1051,6
1052,7
1053,0
1054,0
1055,0
1056,4
1057,0
1058,0
1059,0
1060,0
1061,6
1062,0
1063,0
1064,1
1065,0
1066,2
1067,1
1068,4
1069,0
1070,1
1071,6
1072,1
1073,4
1074,3
1075,0
1076,0
1077,0
1078,1
1079,0
1080,1
1081,0
1082,0
1083,0
1084,1
1085,7
1086,0
1087,7
1088,1
1089,1
1090,1
1091,0
1092,0
1093,0
1094,1
1095,4
1096,3
1097,6
1098,7
1099,4
1100,0
1101,1
1102,0
1103,0
1104,6
1105,0
1106,1
1107,0
1108,0
1109,0
1110,1
1111,0
1112,0
1113,0
1114,2
1115,3
1116,0
1117,3
1118,0
1119,1
1120,2
1121,0
1122,3
1123,2
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,2
1132,1
1133,2
1134,0
1135,0
1136,0
1137,0
1138,0
1139,3
1140,1
1141,3
1142,1
1143,3
1144,1
1145,1
1146,1
1147,0
1148,0
1149,0
1150,4
1151,0
1152,0
1153,0
1154,4
1155,4
1156,0
1157,1
1158,0
