,labels
534,1
535,1
536,4
537,2
538,2
539,4
540,0
541,0
542,4
543,0
544,3
545,1
546,4
547,0
548,4
549,4
550,1
551,1
552,1
553,4
554,2
555,2
556,4
557,0
558,0
559,4
560,2
561,2
562,1
563,0
564,1
565,0
566,2
567,3
568,2
569,0
570,3
571,1
572,0
573,1
574,4
575,0
576,0
577,2
578,2
579,1
580,1
581,0
582,1
583,0
584,3
585,2
586,1
587,0
588,1
589,4
590,2
591,3
592,3
593,2
594,1
595,1
596,3
597,3
598,0
599,4
600,2
601,0
602,2
603,3
604,0
605,2
606,2
607,2
608,0
609,0
610,4
611,3
612,4
613,1
614,1
615,0
616,0
617,1
618,3
619,1
620,1
621,1
622,1
623,0
624,2
625,1
626,0
627,1
628,1
629,0
630,1
631,3
632,4
633,0
634,4
635,1
636,0
637,0
638,1
639,3
640,0
641,2
642,0
643,4
644,4
645,4
646,4
647,2
648,0
649,4
650,0
651,0
652,0
653,2
654,1
655,2
656,0
657,2
658,3
659,2
660,1
661,0
662,1
663,1
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,4
672,0
673,0
674,3
675,0
676,3
677,2
678,3
679,0
680,1
681,0
682,0
683,0
684,0
685,2
686,4
687,1
688,4
689,2
690,2
691,0
692,0
693,4
694,0
695,0
696,2
697,0
698,4
699,0
700,0
701,1
702,0
703,2
704,0
705,0
706,0
707,1
708,2
709,2
710,1
711,1
712,1
713,1
714,1
715,4
716,3
717,0
718,0
719,4
720,0
721,4
722,4
723,2
724,4
725,4
726,0
727,0
728,0
729,2
730,0
731,1
732,0
733,2
734,4
735,0
736,3
737,2
738,0
739,4
740,2
741,0
742,0
743,1
744,0
745,0
746,2
747,1
748,0
749,2
750,4
751,1
752,3
753,2
754,0
755,4
756,1
757,0
758,4
759,1
760,0
761,2
762,1
763,1
764,2
765,2
766,2
767,0
768,4
769,0
770,4
771,2
772,2
773,2
774,2
775,1
776,2
777,3
778,2
779,4
780,4
781,0
782,0
783,0
784,2
785,2
786,2
787,2
788,1
789,2
790,0
791,3
792,2
793,0
794,0
795,4
796,0
797,1
798,2
799,3
800,2
801,1
802,0
803,2
804,0
805,1
806,4
807,0
808,4
809,1
810,1
811,0
812,0
813,2
814,1
815,0
816,4
817,0
818,0
819,1
820,3
821,0
822,3
823,0
824,2
825,3
826,0
827,2
828,4
829,0
830,4
831,0
832,2
833,0
834,4
835,2
836,1
837,2
838,2
839,1
840,3
841,4
842,4
843,0
844,4
845,3
846,1
847,4
848,1
849,2
850,4
851,3
852,1
853,3
854,0
855,4
856,1
857,1
858,4
859,2
860,3
861,0
862,4
863,2
864,0
865,2
866,2
867,3
868,2
869,0
870,0
871,0
872,4
873,2
874,2
875,0
876,4
877,2
878,4
879,4
880,0
881,0
882,0
883,3
884,4
885,0
886,4
887,3
888,0
889,0
890,0
891,1
892,1
893,0
894,4
895,0
896,0
897,0
898,1
899,2
900,0
901,0
902,0
903,0
904,2
905,0
906,0
907,0
908,0
909,2
910,0
911,1
912,3
913,2
914,0
915,3
916,1
917,0
918,0
919,0
920,0
921,2
922,4
923,0
924,0
925,0
926,3
927,1
928,0
929,0
930,1
931,0
932,1
933,2
934,2
935,0
936,3
937,0
938,1
939,1
940,1
941,0
942,2
943,4
944,2
945,2
946,0
947,0
948,4
949,2
950,0
951,0
952,0
953,0
954,4
955,0
956,1
957,0
958,1
959,2
960,1
961,4
962,1
963,0
964,0
965,0
966,0
967,0
968,1
969,3
970,0
971,0
972,1
973,4
974,3
975,3
976,3
977,0
978,3
979,0
980,3
981,2
982,0
983,4
984,0
985,0
986,2
987,0
988,3
989,0
990,4
991,1
992,3
993,4
994,0
995,1
996,3
997,4
998,1
999,0
1000,1
1001,0
1002,1
1003,4
1004,1
1005,0
1006,4
1007,4
1008,2
1009,0
1010,3
1011,1
1012,0
1013,3
1014,3
1015,3
1016,0
1017,4
1018,0
1019,1
1020,0
1021,0
1022,1
1023,0
1024,4
1025,0
1026,0
1027,0
1028,2
1029,3
1030,2
1031,0
1032,4
1033,2
1034,0
1035,1
1036,0
1037,1
1038,4
1039,4
1040,0
1041,1
1042,0
1043,2
1044,1
1045,2
1046,0
1047,3
1048,2
1049,0
1050,2
1051,0
1052,1
1053,0
1054,0
1055,0
1056,1
1057,4
1058,2
1059,3
1060,1
1061,1
1062,1
1063,0
1064,2
1065,2
1066,4
1067,0
1068,0
1069,0
1070,2
1071,4
1072,1
1073,0
1074,1
1075,0
1076,4
1077,0
1078,0
1079,0
1080,0
1081,0
1082,2
1083,0
1084,0
1085,4
1086,4
1087,4
1088,0
1089,1
1090,0
1091,2
1092,0
1093,1
1094,1
1095,1
1096,2
1097,1
1098,1
1099,2
1100,0
1101,4
1102,0
1103,0
1104,2
1105,0
1106,4
1107,4
1108,4
1109,1
1110,0
1111,3
1112,4
1113,2
1114,2
1115,1
1116,1
1117,4
1118,0
1119,0
1120,2
1121,0
1122,0
1123,3
1124,0
1125,0
1126,1
1127,1
1128,1
1129,4
1130,0
1131,3
1132,1
1133,0
1134,0
1135,0
1136,0
1137,4
1138,0
1139,0
1140,2
1141,1
1142,2
1143,0
1144,0
1145,3
1146,0
1147,4
1148,0
1149,4
1150,0
1151,0
1152,0
1153,0
1154,3
1155,0
1156,0
1157,3
1158,2
1159,0
1160,2
1161,0
1162,2
1163,0
1164,1
1165,1
1166,3
1167,2
1168,0
1169,4
1170,2
1171,0
1172,0
1173,3
1174,0
1175,4
1176,3
1177,4
1178,0
1179,1
1180,0
1181,2
1182,2
1183,4
1184,1
1185,0
1186,0
1187,3
1188,1
1189,3
1190,0
1191,2
1192,2
1193,1
1194,0
1195,0
1196,4
1197,0
1198,3
1199,2
1200,1
1201,2
1202,0
1203,1
1204,3
1205,1
1206,0
1207,0
1208,0
1209,4
1210,2
1211,0
1212,2
1213,1
1214,0
1215,0
1216,1
1217,2
1218,4
1219,0
1220,0
1221,0
1222,0
1223,0
1224,2
1225,4
1226,2
1227,4
1228,0
1229,1
1230,0
1231,4
1232,3
1233,1
1234,0
1235,1
1236,0
1237,0
1238,1
1239,2
1240,0
1241,0
1242,0
1243,2
1244,0
1245,1
1246,2
1247,3
1248,4
1249,0
1250,1
1251,0
1252,0
1253,0
1254,4
1255,0
1256,4
1257,0
1258,2
1259,2
1260,0
1261,4
1262,1
1263,4
1264,1
1265,0
1266,1
1267,1
1268,0
1269,2
1270,0
1271,1
1272,3
1273,0
1274,2
1275,0
1276,0
1277,0
1278,2
1279,0
1280,0
1281,2
1282,2
1283,2
1284,2
1285,4
1286,1
1287,0
1288,1
1289,3
1290,0
1291,4
1292,1
1293,0
1294,1
1295,2
1296,1
1297,4
1298,4
1299,1
1300,4
1301,2
1302,1
1303,1
1304,4
1305,4
1306,1
1307,3
1308,1
1309,2
1310,1
1311,2
1312,1
1313,2
1314,4
1315,0
1316,1
1317,1
1318,1
1319,2
1320,1
1321,3
1322,1
1323,1
1324,3
1325,3
1326,1
1327,4
1328,0
1329,2
1330,2
1331,1
1332,4
1333,3
1334,0
1335,0
1336,0
1337,2
1338,3
1339,1
1340,1
1341,1
1342,2
1343,4
1344,2
1345,2
1346,4
1347,1
1348,0
1349,3
1350,0
1351,1
1352,0
1353,3
1354,0
1355,0
1356,0
1357,0
1358,4
1359,0
1360,4
1361,2
1362,1
1363,2
1364,0
1365,1
1366,3
1367,2
1368,3
1369,2
1370,4
1371,2
1372,0
1373,2
1374,3
1375,3
1376,3
1377,1
1378,1
1379,4
1380,2
1381,1
1382,0
1383,0
1384,3
1385,0
1386,0
1387,4
1388,3
1389,3
1390,1
1391,3
1392,1
1393,4
1394,1
1395,4
1396,4
1397,3
1398,2
1399,0
1400,2
1401,3
1402,1
1403,3
1404,1
1405,0
1406,0
1407,0
1408,3
1409,3
1410,0
1411,3
1412,3
1413,0
1414,0
1415,3
1416,0
1417,2
1418,1
1419,4
1420,0
1421,1
1422,0
1423,4
1424,1
1425,0
1426,0
1427,4
1428,2
1429,4
1430,2
1431,0
1432,0
1433,1
1434,1
1435,0
1436,2
1437,3
1438,2
1439,4
1440,2
1441,3
1442,4
1443,1
1444,0
1445,1
1446,0
1447,1
1448,0
1449,1
1450,0
1451,0
1452,0
1453,0
1454,1
1455,1
1456,0
1457,0
1458,1
1459,3
1460,3
1461,4
1462,2
1463,3
1464,0
1465,0
1466,0
1467,0
1468,1
1469,2
1470,4
1471,2
1472,4
1473,0
1474,1
1475,2
1476,0
1477,2
1478,2
1479,2
1480,2
1481,2
1482,4
1483,3
1484,1
1485,0
1486,2
1487,0
1488,0
1489,0
1490,0
1491,4
1492,0
1493,0
1494,3
1495,3
1496,0
1497,1
1498,3
1499,2
1500,2
1501,0
1502,0
1503,1
1504,4
1505,1
1506,0
1507,0
1508,2
1509,4
1510,2
1511,1
1512,3
1513,2
1514,1
1515,2
1516,1
1517,1
1518,0
1519,2
1520,0
1521,0
1522,4
1523,4
1524,2
1525,2
1526,2
1527,0
1528,2
1529,1
1530,1
1531,4
1532,4
1533,0
1534,1
1535,1
1536,4
1537,1
1538,1
1539,3
1540,1
1541,2
1542,0
1543,0
1544,1
1545,1
1546,1
1547,0
1548,0
1549,1
1550,0
1551,4
1552,2
1553,0
1554,2
1555,2
1556,2
1557,0
1558,1
1559,2
1560,1
1561,4
1562,2
1563,0
1564,0
1565,4
1566,2
1567,0
1568,4
1569,2
1570,4
1571,1
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,1
1579,1
1580,0
1581,1
1582,2
1583,0
1584,0
1585,1
1586,2
1587,0
1588,2
1589,4
1590,0
1591,4
1592,4
1593,0
1594,4
1595,2
1596,2
1597,4
1598,0
1599,4
1600,2
1601,2
1602,1
1603,1
1604,2
1605,0
1606,4
1607,0
1608,1
1609,4
1610,0
1611,0
1612,1
1613,1
1614,0
1615,1
1616,2
1617,0
1618,0
1619,4
1620,2
1621,0
1622,1
1623,4
1624,2
1625,0
1626,0
1627,0
1628,0
1629,1
1630,0
1631,1
1632,1
1633,0
1634,0
1635,1
1636,1
1637,1
1638,3
1639,1
1640,0
1641,1
1642,0
1643,2
1644,4
1645,4
1646,0
1647,0
1648,4
1649,2
1650,1
1651,0
1652,0
1653,2
1654,4
1655,0
1656,2
1657,0
1658,2
1659,0
1660,0
1661,0
1662,1
1663,1
1664,0
1665,1
1666,2
1667,0
1668,1
1669,0
1670,0
1671,1
1672,2
1673,1
1674,3
1675,1
1676,1
1677,4
1678,0
1679,3
1680,0
1681,0
1682,0
1683,2
1684,2
1685,1
1686,1
1687,2
1688,0
1689,0
1690,1
1691,0
1692,0
1693,0
1694,0
1695,1
1696,0
1697,1
1698,0
1699,2
1700,0
1701,4
1702,1
1703,2
1704,2
1705,1
1706,2
1707,4
1708,1
1709,4
1710,2
1711,0
1712,1
1713,0
1714,4
1715,0
1716,0
1717,0
1718,2
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,2
1730,2
1731,0
1732,1
1733,0
1734,1
1735,2
1736,1
1737,0
1738,1
1739,0
1740,0
1741,4
1742,0
1743,0
1744,1
1745,2
1746,2
1747,2
1748,0
1749,0
1750,0
1751,1
1752,0
1753,0
1754,0
1755,2
1756,0
1757,1
1758,0
1759,0
1760,2
1761,1
1762,2
1763,3
1764,4
1765,1
1766,2
1767,2
1768,1
1769,0
1770,4
1771,2
1772,0
1773,2
1774,0
1775,4
1776,1
1777,1
1778,0
1779,2
1780,4
1781,1
1782,2
1783,2
1784,2
1785,0
1786,2
1787,4
1788,0
1789,0
1790,0
1791,2
1792,1
1793,3
1794,0
1795,0
1796,1
1797,1
1798,0
1799,2
1800,1
1801,1
1802,0
1803,0
1804,1
1805,2
1806,1
1807,2
1808,4
1809,0
1810,1
1811,4
1812,0
1813,1
1814,2
1815,1
1816,1
1817,0
1818,0
1819,1
1820,3
1821,4
1822,4
1823,2
1824,1
1825,1
1826,4
1827,1
1828,0
1829,1
1830,0
1831,3
1832,1
1833,0
1834,2
1835,3
1836,0
1837,0
1838,0
1839,1
1840,0
1841,1
1842,4
1843,4
1844,1
1845,0
1846,0
1847,0
1848,0
1849,2
1850,0
1851,1
1852,1
1853,2
1854,3
1855,1
1856,0
1857,1
1858,0
1859,4
1860,2
1861,0
1862,4
1863,0
1864,0
1865,1
1866,0
1867,0
1868,0
1869,3
1870,3
1871,1
1872,3
1873,0
1874,1
1875,2
1876,0
1877,4
1878,2
1879,1
1880,0
1881,0
1882,1
1883,0
1884,1
1885,1
1886,0
1887,0
1888,0
1889,0
1890,1
1891,2
1892,1
1893,3
1894,1
1895,0
1896,1
1897,1
1898,1
1899,2
1900,4
1901,2
1902,0
1903,2
1904,0
1905,4
1906,0
1907,4
1908,0
1909,0
1910,1
1911,1
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,2
1920,2
1921,4
1922,2
1923,2
1924,4
1925,3
1926,1
1927,4
1928,0
1929,1
1930,4
1931,0
1932,0
1933,4
1934,0
1935,4
1936,1
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,4
1944,2
1945,1
1946,3
1947,2
1948,1
1949,4
1950,2
1951,0
1952,1
1953,2
1954,1
1955,0
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,2
1963,0
1964,0
1965,1
1966,0
1967,1
1968,0
1969,0
1970,1
1971,1
1972,0
1973,0
1974,1
1975,0
1976,0
1977,2
1978,1
1979,2
1980,1
1981,0
1982,0
1983,0
1984,0
1985,3
1986,4
1987,3
1988,0
1989,3
1990,3
1991,1
1992,3
1993,3
1994,3
1995,0
1996,3
1997,0
1998,2
1999,0
2000,0
2001,3
2002,2
2003,3
2004,3
2005,4
2006,3
2007,3
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,2
2015,1
2016,2
2017,3
2018,1
2019,0
2020,2
2021,0
2022,0
2023,1
2024,0
2025,4
2026,2
2027,1
2028,2
2029,4
2030,2
2031,0
2032,2
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,2
2041,0
2042,1
2043,0
2044,2
2045,0
2046,0
2047,0
2048,1
2049,0
2050,0
2051,1
2052,1
2053,4
2054,1
2055,2
2056,3
2057,3
2058,0
2059,2
2060,1
2061,0
2062,0
2063,0
2064,0
2065,2
2066,4
2067,0
2068,2
2069,0
2070,4
2071,0
2072,4
2073,0
2074,0
2075,1
2076,4
2077,0
2078,4
2079,0
2080,4
2081,0
2082,0
2083,3
2084,0
2085,2
2086,1
2087,2
2088,4
2089,1
2090,0
2091,4
2092,0
2093,2
2094,0
2095,2
2096,4
2097,0
2098,0
2099,1
2100,0
2101,1
2102,2
2103,2
2104,1
2105,0
2106,2
2107,1
2108,2
2109,4
2110,0
2111,1
2112,3
2113,4
2114,4
2115,0
2116,0
2117,3
2118,4
2119,0
2120,0
2121,0
2122,4
2123,0
2124,0
2125,4
2126,3
2127,2
2128,0
2129,4
2130,2
2131,4
2132,0
2133,0
2134,1
2135,2
2136,0
2137,0
2138,2
2139,0
2140,4
2141,4
2142,4
2143,1
2144,0
2145,0
2146,4
2147,1
2148,0
2149,0
2150,1
2151,0
2152,0
2153,0
2154,1
2155,4
2156,1
2157,3
2158,0
2159,2
2160,0
2161,0
2162,2
2163,1
2164,0
2165,4
2166,0
2167,4
2168,0
2169,2
2170,2
2171,0
2172,4
2173,2
2174,1
2175,0
2176,4
2177,4
2178,4
2179,2
2180,3
2181,0
2182,3
2183,2
2184,0
2185,1
2186,0
2187,0
2188,2
2189,0
2190,2
2191,3
2192,0
2193,0
2194,2
2195,1
2196,0
2197,0
2198,0
2199,0
2200,2
2201,0
2202,2
2203,2
2204,0
2205,0
2206,0
2207,0
2208,2
2209,0
2210,1
2211,0
2212,2
2213,2
2214,0
2215,4
2216,2
2217,4
2218,0
2219,0
2220,0
2221,4
2222,3
2223,2
2224,0
2225,0
2226,0
2227,4
2228,1
2229,1
2230,2
2231,3
2232,0
2233,3
2234,1
2235,3
2236,4
2237,1
2238,1
2239,2
2240,1
2241,2
2242,1
2243,2
2244,3
2245,0
2246,0
2247,0
2248,3
2249,3
2250,3
2251,3
2252,0
2253,4
2254,4
2255,3
2256,4
2257,0
2258,0
2259,0
2260,1
2261,2
2262,1
2263,0
2264,4
2265,0
2266,2
2267,3
2268,1
2269,1
2270,1
2271,0
2272,0
2273,4
2274,0
2275,4
2276,4
2277,1
2278,2
2279,4
2280,3
2281,2
2282,0
2283,4
2284,0
2285,1
2286,4
2287,1
2288,4
2289,0
2290,3
2291,4
2292,4
2293,1
2294,0
2295,3
2296,4
2297,1
2298,2
2299,1
2300,2
2301,2
2302,4
2303,0
2304,2
2305,2
2306,1
2307,3
2308,1
2309,0
2310,0
2311,0
2312,1
2313,1
2314,4
2315,3
2316,4
2317,0
2318,0
2319,0
2320,1
2321,3
2322,1
2323,0
2324,1
2325,0
2326,0
2327,2
2328,1
2329,4
2330,0
2331,0
2332,0
2333,0
2334,4
2335,0
2336,0
2337,1
2338,3
2339,3
2340,3
2341,3
2342,2
2343,1
2344,0
2345,0
2346,2
2347,2
2348,2
2349,2
2350,1
2351,1
2352,1
2353,0
2354,2
2355,0
2356,3
2357,1
2358,0
2359,2
2360,3
2361,4
2362,1
2363,0
2364,1
2365,4
2366,2
2367,1
2368,0
2369,4
2370,0
2371,3
2372,1
2373,2
2374,0
2375,1
2376,0
2377,1
2378,0
2379,1
2380,0
2381,0
2382,4
2383,0
2384,0
2385,2
2386,4
2387,3
2388,3
2389,3
2390,2
2391,0
2392,3
2393,2
2394,0
2395,0
2396,4
2397,2
2398,1
2399,0
2400,2
2401,3
2402,2
2403,0
2404,1
2405,2
2406,0
2407,0
2408,1
2409,0
2410,1
2411,2
2412,1
2413,2
2414,4
2415,2
2416,0
2417,2
2418,3
2419,0
2420,2
2421,0
2422,0
2423,3
2424,2
2425,0
2426,1
2427,3
2428,1
2429,1
2430,3
2431,4
2432,0
2433,2
2434,2
2435,2
2436,0
2437,1
2438,4
2439,4
2440,2
2441,1
2442,1
2443,0
2444,1
2445,1
2446,0
2447,4
2448,2
2449,0
2450,0
2451,0
2452,2
2453,1
2454,0
2455,4
2456,4
2457,2
2458,0
2459,0
2460,0
2461,1
2462,0
2463,1
2464,1
2465,0
2466,1
2467,2
2468,0
2469,4
2470,0
2471,0
2472,0
2473,2
2474,2
2475,0
2476,0
2477,1
2478,1
2479,0
2480,1
2481,0
2482,2
2483,1
2484,1
2485,2
2486,2
2487,2
2488,0
2489,2
2490,0
2491,0
2492,0
2493,0
2494,1
2495,0
2496,4
2497,1
2498,4
2499,1
2500,1
2501,2
2502,4
2503,1
2504,0
2505,2
2506,2
2507,0
2508,1
2509,0
2510,3
2511,0
2512,2
2513,0
2514,0
2515,0
2516,1
2517,2
2518,2
2519,3
2520,0
2521,1
2522,1
2523,1
2524,2
2525,1
2526,1
2527,2
2528,1
2529,0
2530,0
2531,2
2532,2
2533,1
2534,0
2535,0
2536,2
2537,2
2538,4
2539,4
2540,4
2541,0
2542,1
2543,0
2544,0
2545,0
2546,4
2547,0
2548,1
2549,0
2550,4
2551,1
2552,4
2553,2
2554,1
2555,4
2556,1
2557,2
2558,2
2559,2
2560,4
2561,0
2562,1
2563,1
2564,0
2565,0
2566,0
2567,0
2568,4
2569,0
2570,1
2571,2
2572,1
2573,4
2574,4
2575,4
2576,3
2577,4
2578,3
2579,3
2580,1
2581,1
2582,2
2583,0
2584,4
2585,0
2586,0
2587,1
2588,1
2589,2
2590,1
2591,1
2592,0
2593,0
2594,3
2595,0
2596,0
2597,0
2598,3
2599,2
2600,3
2601,4
2602,3
2603,1
2604,4
2605,0
2606,3
2607,1
2608,4
2609,2
2610,2
2611,0
2612,1
2613,2
2614,4
2615,4
2616,2
2617,0
2618,4
2619,2
2620,2
2621,0
2622,1
2623,0
2624,2
2625,0
2626,2
2627,3
2628,0
2629,1
2630,2
2631,1
2632,1
2633,2
2634,2
2635,1
2636,1
2637,1
2638,0
2639,0
2640,1
2641,0
2642,4
2643,0
2644,1
2645,2
2646,1
2647,3
2648,4
2649,4
2650,4
2651,2
2652,0
2653,4
2654,0
2655,0
2656,0
2657,0
2658,4
2659,1
2660,2
2661,0
2662,0
2663,1
2664,1
2665,1
2666,1
2667,2
2668,1
2669,0
2670,0
2671,1
2672,2
2673,4
2674,4
2675,1
2676,0
2677,0
2678,1
2679,2
2680,2
2681,1
2682,1
2683,3
2684,2
2685,0
2686,0
2687,4
2688,2
2689,0
2690,1
2691,1
2692,1
2693,0
2694,1
2695,1
2696,1
2697,1
2698,4
2699,4
2700,3
2701,0
2702,0
2703,0
2704,1
2705,1
2706,2
2707,3
2708,1
2709,0
2710,2
2711,0
2712,0
2713,1
2714,3
2715,0
2716,0
2717,1
2718,0
2719,1
2720,2
2721,1
2722,3
2723,0
2724,1
2725,3
2726,1
2727,0
2728,2
2729,1
2730,0
2731,0
2732,0
2733,1
2734,0
2735,1
2736,4
2737,0
2738,1
2739,1
2740,0
2741,0
2742,1
2743,4
2744,4
2745,4
2746,0
2747,1
2748,0
2749,2
2750,4
2751,2
2752,3
2753,2
2754,1
2755,0
2756,4
2757,2
2758,0
2759,2
2760,3
2761,2
2762,0
2763,1
2764,3
2765,0
2766,0
2767,1
2768,0
2769,0
2770,0
2771,0
2772,1
2773,0
2774,2
2775,0
2776,2
2777,2
2778,2
2779,4
2780,1
2781,4
2782,0
2783,1
2784,2
2785,0
2786,1
2787,2
2788,0
2789,1
2790,3
2791,4
2792,3
2793,0
2794,4
2795,4
2796,1
2797,3
2798,2
2799,0
2800,0
2801,0
2802,0
2803,4
2804,1
2805,2
2806,0
2807,0
2808,1
2809,0
2810,2
2811,0
2812,2
2813,0
2814,0
2815,0
2816,0
2817,0
2818,2
2819,1
2820,0
2821,2
2822,2
2823,4
2824,1
2825,4
2826,4
2827,4
2828,0
2829,2
2830,4
2831,3
2832,2
2833,2
2834,2
2835,1
2836,1
2837,3
2838,4
2839,4
2840,1
2841,0
2842,2
2843,0
2844,2
2845,4
2846,1
2847,2
2848,1
2849,1
2850,0
2851,1
2852,3
2853,3
2854,4
2855,3
2856,3
2857,2
2858,2
2859,4
2860,4
2861,4
2862,0
2863,4
2864,1
2865,0
2866,2
2867,2
2868,3
2869,0
2870,1
2871,4
2872,4
2873,2
2874,1
2875,1
2876,3
2877,2
2878,4
2879,1
2880,0
2881,2
2882,0
2883,1
2884,4
2885,1
2886,2
2887,2
2888,2
2889,1
2890,0
2891,0
2892,0
2893,4
2894,0
2895,2
2896,3
2897,0
2898,3
2899,4
2900,3
2901,2
2902,0
2903,1
2904,4
2905,2
2906,4
2907,0
2908,0
2909,2
2910,0
2911,0
2912,1
2913,0
2914,3
2915,2
2916,0
2917,2
2918,4
2919,0
2920,1
2921,1
2922,0
2923,1
2924,2
2925,3
2926,2
2927,0
2928,0
2929,1
2930,3
2931,3
2932,1
2933,0
2934,2
2935,2
2936,3
2937,0
2938,1
2939,0
2940,1
2941,0
2942,2
2943,0
2944,2
2945,2
2946,0
2947,0
2948,0
2949,1
2950,1
2951,0
2952,0
2953,0
2954,1
2955,0
2956,0
2957,1
2958,0
2959,0
2960,1
2961,4
2962,0
2963,1
2964,1
2965,4
2966,2
2967,2
2968,1
2969,0
2970,0
2971,0
2972,1
2973,4
2974,4
2975,2
2976,2
2977,1
2978,2
2979,2
2980,2
2981,1
2982,3
2983,0
2984,1
2985,1
2986,3
2987,2
2988,0
2989,0
2990,1
2991,2
2992,2
2993,3
2994,3
2995,2
2996,4
2997,0
