,sil_scores,n_cluster
0,0.00444667517070013,5
1,0.005793952536290155,6
2,-0.013698792477736928,7
3,-0.011448803963580946,8
4,-0.024904073203723443,9
5,-0.024994448657220347,10
6,-0.022679958743793794,11
7,-0.022918530500880864,12
8,-0.021676222733976288,13
9,-0.02113983002017832,14
10,-0.02041915688686437,15
11,-0.01973177641538846,16
12,-0.026597410692114142,17
13,-0.026734391067913775,18
14,-0.02534430723479381,19
