,sil_scores,n_cluster
0,-0.02671047038498307,5
1,-0.024674418940171354,6
2,-0.023764481649404142,7
3,-0.028209876306691736,8
4,-0.0270582186010302,9
5,-0.025776760277966604,10
6,-0.024658251422787634,11
7,-0.0263426923856427,12
8,-0.025637083890787973,13
9,-0.024704910357320028,14
10,-0.04076673085894616,15
11,-0.04112308611975233,16
12,-0.040010325960944185,17
13,-0.04083995018331512,18
14,-0.0400274254012708,19
