,infuse_oa_lyr_2011,new_labels
0,E00000001,4
1,E00000003,0
2,E00000005,3
3,E00000007,0
4,E00000010,0
5,E00000012,0
6,E00000013,0
7,E00000014,3
8,E00000016,5
9,E00000017,0
10,E00000018,0
11,E00000019,0
12,E00000020,0
13,E00000021,0
14,E00000022,0
15,E00000023,0
16,E00000024,0
17,E00000025,0
18,E00000026,0
19,E00000027,0
20,E00000028,0
21,E00000029,0
22,E00000030,0
23,E00000031,3
24,E00000032,0
25,E00000035,0
26,E00000037,1
27,E00000038,7
28,E00000039,0
29,E00000040,0
30,E00000041,3
31,E00000042,7
32,E00000043,1
33,E00000045,5
34,E00000046,6
35,E00000048,6
36,E00000049,3
37,E00000050,3
38,E00000051,1
39,E00000052,4
40,E00000053,4
41,E00000054,1
42,E00000055,3
43,E00000056,0
44,E00000057,5
45,E00000059,0
46,E00000060,1
47,E00000061,3
48,E00000062,1
49,E00000063,1
50,E00000064,7
51,E00000065,0
52,E00000066,4
53,E00000067,3
54,E00000068,3
55,E00000069,6
56,E00000070,3
57,E00000071,1
58,E00000072,3
59,E00000073,3
60,E00000074,3
61,E00000075,0
62,E00000076,4
63,E00000077,3
64,E00000078,3
65,E00000079,3
66,E00000080,5
67,E00000081,3
68,E00000082,0
69,E00000083,3
70,E00000084,5
71,E00000085,1
72,E00000086,6
73,E00000087,3
74,E00000088,1
75,E00000090,0
76,E00000091,0
77,E00000092,3
78,E00000093,0
79,E00000094,3
80,E00000095,3
81,E00000096,0
82,E00000097,0
83,E00000098,0
84,E00000099,4
85,E00000100,0
86,E00000101,4
87,E00000102,0
88,E00000103,1
89,E00000104,0
90,E00000106,7
91,E00000107,1
92,E00000108,1
93,E00000109,2
94,E00000110,0
95,E00000111,7
96,E00000112,5
97,E00000113,1
98,E00000114,5
99,E00000115,0
100,E00000116,0
101,E00000117,0
102,E00000118,3
103,E00000119,4
104,E00000120,3
105,E00000121,1
106,E00000122,4
107,E00000123,0
108,E00000124,0
109,E00000125,5
110,E00000126,5
111,E00000127,0
112,E00000128,5
113,E00000129,7
114,E00000130,0
115,E00000131,1
116,E00000132,6
117,E00000133,7
118,E00000134,4
119,E00000135,0
120,E00000136,3
121,E00000137,1
122,E00000138,0
123,E00000139,5
124,E00000140,5
125,E00000141,5
126,E00000142,3
127,E00000143,3
128,E00000144,3
129,E00000145,0
130,E00000146,3
131,E00000147,0
132,E00000148,7
133,E00000149,5
134,E00000150,6
135,E00000151,0
136,E00000152,0
137,E00000153,5
138,E00000154,3
139,E00000155,0
140,E00000156,2
141,E00000157,1
142,E00000158,7
143,E00000159,0
144,E00000160,1
145,E00000161,0
146,E00000162,5
147,E00000163,0
148,E00000164,5
149,E00000165,5
150,E00000166,5
151,E00000167,5
152,E00000168,3
153,E00000169,4
154,E00000170,3
155,E00000171,0
156,E00000172,3
157,E00000173,0
158,E00000174,4
159,E00000175,0
160,E00000176,5
161,E00000177,3
162,E00000178,0
163,E00000179,4
164,E00000180,0
165,E00000181,5
166,E00000182,2
167,E00000183,0
168,E00000184,0
169,E00000185,3
170,E00000186,6
171,E00000187,2
172,E00000188,4
173,E00000189,0
174,E00000190,0
175,E00000191,0
176,E00000192,4
177,E00000193,0
178,E00000194,0
179,E00000195,0
180,E00000196,1
181,E00000197,2
182,E00000198,1
183,E00000199,6
184,E00000200,4
185,E00000201,0
186,E00000202,4
187,E00000203,0
188,E00000204,3
189,E00000205,1
190,E00000206,5
191,E00000207,5
192,E00000208,1
193,E00000209,5
194,E00000210,4
195,E00000211,0
196,E00000212,6
197,E00000213,0
198,E00000214,1
199,E00000215,0
200,E00000216,3
201,E00000217,3
202,E00000218,7
203,E00000219,1
204,E00000220,6
205,E00000221,0
206,E00000222,0
207,E00000223,1
208,E00000224,0
209,E00000225,4
210,E00000226,3
211,E00000227,3
212,E00000228,3
213,E00000229,5
214,E00000230,5
215,E00000231,7
216,E00000232,0
217,E00000234,6
218,E00000235,6
219,E00000236,6
220,E00000237,0
221,E00000238,3
222,E00000239,2
223,E00000240,0
224,E00000241,3
225,E00000242,3
226,E00000243,0
227,E00000244,0
228,E00000245,3
229,E00000246,3
230,E00000247,3
231,E00000248,0
232,E00000249,0
233,E00000250,7
234,E00000251,3
235,E00000252,0
236,E00000253,0
237,E00000255,5
238,E00000257,5
239,E00000258,6
240,E00000259,0
241,E00000260,0
242,E00000261,4
243,E00000263,0
244,E00000264,0
245,E00000265,3
246,E00000266,0
247,E00000267,0
248,E00000268,4
249,E00000269,0
250,E00000270,4
251,E00000271,6
252,E00000272,1
253,E00000273,7
254,E00000274,6
255,E00000275,0
256,E00000276,1
257,E00000277,5
258,E00000278,1
259,E00000279,0
260,E00000280,0
261,E00000282,1
262,E00000283,3
263,E00000284,0
264,E00000285,3
265,E00000286,1
266,E00000287,0
267,E00000288,0
268,E00000289,3
269,E00000290,3
270,E00000291,3
271,E00000292,3
272,E00000293,4
273,E00000294,4
274,E00000295,5
275,E00000296,3
276,E00000297,0
277,E00000298,4
278,E00000299,5
279,E00000300,0
280,E00000301,0
281,E00000302,4
282,E00000303,3
283,E00000304,4
284,E00000305,0
285,E00000306,3
286,E00000307,0
287,E00000308,0
288,E00000309,3
289,E00000310,3
290,E00000311,7
291,E00000312,1
292,E00000313,1
293,E00000314,3
294,E00000315,1
295,E00000316,3
296,E00000317,3
297,E00000318,3
298,E00000319,7
299,E00000320,0
300,E00000321,0
301,E00000322,0
302,E00000323,0
303,E00000324,3
304,E00000325,0
305,E00000326,1
306,E00000327,0
307,E00000328,0
308,E00000329,4
309,E00000330,3
310,E00000331,2
311,E00000332,7
312,E00000333,5
313,E00000334,3
314,E00000335,7
315,E00000336,0
316,E00000337,0
317,E00000338,7
318,E00000339,1
319,E00000340,4
320,E00000341,0
321,E00000342,3
322,E00000343,3
323,E00000344,0
324,E00000345,0
325,E00000346,1
326,E00000347,5
327,E00000348,5
328,E00000349,4
329,E00000350,0
330,E00000351,6
331,E00000352,0
332,E00000353,7
333,E00000354,7
334,E00000355,3
335,E00000356,1
336,E00000357,1
337,E00000358,0
338,E00000360,0
339,E00000361,0
340,E00000362,0
341,E00000363,3
342,E00000364,0
343,E00000365,0
344,E00000366,6
345,E00000367,7
346,E00000368,5
347,E00000369,0
348,E00000370,3
349,E00000371,0
350,E00000372,5
351,E00000373,2
352,E00000374,0
353,E00000375,5
354,E00000376,0
355,E00000377,0
356,E00000378,7
