,infuse_oa_lyr_2011,new_labels
507,E00000532,3
508,E00000533,0
509,E00000534,4
510,E00000535,4
511,E00000536,4
512,E00000537,0
513,E00000538,1
514,E00000539,0
515,E00000540,0
516,E00000541,0
517,E00000542,5
518,E00000543,3
519,E00000544,2
520,E00000545,4
521,E00000546,0
522,E00000547,0
523,E00000548,3
524,E00000549,3
525,E00000550,3
526,E00000551,3
527,E00000552,0
528,E00000553,1
529,E00000554,3
530,E00000555,4
531,E00000556,5
532,E00000557,2
533,E00000558,4
534,E00000559,1
535,E00000560,0
536,E00000561,3
537,E00000562,5
538,E00000563,4
539,E00000564,5
540,E00000565,3
541,E00000566,4
542,E00000567,5
543,E00000568,0
544,E00000569,3
545,E00000570,4
546,E00000571,2
547,E00000572,0
548,E00000573,3
549,E00000574,3
550,E00000575,0
551,E00000576,5
552,E00000577,3
553,E00000578,0
554,E00000579,0
555,E00000580,5
556,E00000581,3
557,E00000582,4
558,E00000583,0
559,E00000584,4
560,E00000585,2
561,E00000586,0
562,E00000587,4
563,E00000588,4
564,E00000589,3
565,E00000590,4
566,E00000591,0
567,E00000592,1
568,E00000593,4
569,E00000594,4
570,E00000595,2
571,E00000596,0
572,E00000597,0
573,E00000598,3
574,E00000600,4
575,E00000601,5
576,E00000602,4
577,E00000603,2
578,E00000604,1
579,E00000605,1
580,E00000606,3
581,E00000607,0
582,E00000608,0
583,E00000609,0
584,E00000610,3
585,E00000611,0
586,E00000612,1
587,E00000613,0
588,E00000614,1
589,E00000615,4
590,E00000616,0
591,E00000617,2
592,E00000618,2
593,E00000619,5
594,E00000620,1
595,E00000622,1
596,E00000623,3
597,E00000624,2
598,E00000625,5
599,E00000626,1
600,E00000627,4
601,E00000628,4
602,E00000629,3
603,E00000630,1
604,E00000631,3
605,E00000632,4
606,E00000633,4
607,E00000634,1
608,E00000635,0
609,E00000636,4
610,E00000637,0
611,E00000638,3
612,E00000640,5
613,E00000641,0
614,E00000642,1
615,E00000643,1
616,E00000644,3
617,E00000645,5
618,E00000646,5
619,E00000647,1
620,E00000648,4
621,E00000649,4
622,E00000650,3
623,E00000651,0
624,E00000652,2
625,E00000653,0
626,E00000654,4
627,E00000655,4
628,E00000656,4
629,E00000657,0
630,E00000658,0
631,E00000659,4
632,E00000660,4
633,E00000661,0
634,E00000662,0
635,E00000663,4
636,E00000664,1
637,E00000665,0
638,E00000666,4
639,E00000667,1
640,E00000668,0
641,E00000669,4
642,E00000670,0
643,E00000671,1
644,E00000672,4
645,E00000674,0
646,E00000675,0
647,E00000676,3
648,E00000677,4
649,E00000678,0
650,E00000679,0
651,E00000680,0
652,E00000681,0
653,E00000682,1
654,E00000683,3
655,E00000684,1
656,E00000685,0
657,E00000686,4
658,E00000687,0
659,E00000688,2
660,E00000689,4
661,E00000690,1
662,E00000691,4
663,E00000692,5
664,E00000693,0
665,E00000694,1
666,E00000695,4
667,E00000696,4
668,E00000697,0
669,E00000698,0
670,E00000699,5
671,E00000700,0
672,E00000701,0
673,E00000702,4
674,E00000703,2
675,E00000704,0
676,E00000705,2
677,E00000706,1
678,E00000707,0
679,E00000708,4
680,E00000709,0
681,E00000710,0
682,E00000711,0
683,E00000712,1
684,E00000713,5
685,E00000714,4
686,E00000715,3
687,E00000716,0
688,E00000717,4
689,E00000718,2
690,E00000719,0
691,E00000720,3
692,E00000721,0
693,E00000722,0
694,E00000723,4
695,E00000724,0
696,E00000725,2
697,E00000726,1
698,E00000727,4
699,E00000728,1
700,E00000729,4
701,E00000730,0
702,E00000731,4
703,E00000732,3
704,E00000733,1
705,E00000734,4
706,E00000736,0
707,E00000737,5
708,E00000738,0
709,E00000739,1
710,E00000740,5
711,E00000742,3
712,E00000743,1
713,E00000744,3
714,E00000745,5
715,E00000746,3
716,E00000747,4
717,E00000748,0
718,E00000749,4
719,E00000751,4
720,E00000752,4
721,E00000754,5
722,E00000755,5
723,E00000756,2
724,E00000757,4
725,E00000758,4
726,E00000760,3
727,E00000761,0
728,E00000762,0
729,E00000763,4
730,E00000764,1
731,E00000765,2
732,E00000766,0
733,E00000767,3
734,E00000768,1
735,E00000769,4
736,E00000770,3
737,E00000771,4
738,E00000772,0
739,E00000773,0
740,E00000774,4
741,E00000775,0
742,E00000776,5
743,E00000777,0
744,E00000778,0
745,E00000779,5
746,E00000780,5
747,E00000781,4
748,E00000782,0
749,E00000783,2
750,E00000785,3
751,E00000786,4
752,E00000787,0
753,E00000788,2
754,E00000789,4
755,E00000790,0
756,E00000791,1
757,E00000792,3
758,E00000793,4
759,E00000794,1
760,E00000795,4
761,E00000796,1
762,E00000797,0
763,E00000798,2
764,E00000799,4
765,E00000800,0
766,E00000801,3
767,E00000802,4
768,E00000803,4
769,E00000804,4
770,E00000805,0
771,E00000806,4
772,E00000807,4
773,E00000808,0
774,E00000809,0
775,E00000810,0
776,E00000811,2
777,E00000812,1
778,E00000813,4
779,E00000814,0
780,E00000815,3
781,E00000816,4
782,E00000817,4
783,E00000818,5
784,E00000819,1
785,E00000820,1
786,E00000821,0
787,E00000822,4
788,E00000823,3
789,E00000824,4
790,E00000825,0
791,E00000827,2
792,E00000828,4
793,E00000829,3
794,E00000830,4
795,E00000831,3
796,E00000832,3
797,E00000833,3
798,E00000834,2
799,E00000835,2
800,E00000836,3
801,E00000837,3
802,E00000838,0
803,E00000839,3
804,E00000840,0
805,E00000841,3
806,E00000842,4
807,E00000843,3
808,E00000844,4
809,E00000845,4
810,E00000846,0
811,E00000847,4
812,E00000848,4
813,E00000849,4
814,E00000850,1
815,E00000851,3
816,E00000852,3
817,E00000853,3
818,E00000854,4
819,E00000855,4
820,E00000856,3
821,E00000857,3
822,E00000858,0
823,E00000859,3
824,E00000860,3
825,E00000861,2
826,E00000862,1
827,E00000863,4
828,E00000864,4
829,E00000865,4
830,E00000866,5
831,E00000867,4
832,E00000868,3
833,E00000869,3
834,E00000870,0
835,E00000871,0
836,E00000872,3
837,E00000873,1
838,E00000874,0
839,E00000875,0
840,E00000876,0
841,E00000877,2
842,E00000878,3
843,E00000879,1
844,E00000880,5
845,E00000881,5
846,E00000882,1
847,E00000883,1
848,E00000884,1
849,E00000885,1
850,E00000887,1
851,E00000888,5
852,E00000890,5
853,E00000891,2
854,E00000892,3
855,E00000893,0
856,E00000894,0
857,E00000895,3
858,E00000896,1
859,E00000897,1
860,E00000898,4
861,E00000899,3
862,E00000900,4
863,E00000901,5
864,E00000902,1
865,E00000903,4
866,E00000904,0
867,E00000905,5
868,E00000906,0
869,E00000907,1
870,E00000908,4
871,E00000909,5
872,E00000910,4
873,E00000911,1
874,E00000912,0
875,E00000913,0
876,E00000914,3
877,E00000915,0
878,E00000916,1
879,E00000917,0
880,E00000918,1
881,E00000919,1
882,E00000920,0
883,E00000921,1
884,E00000922,4
885,E00000923,4
886,E00000924,5
887,E00000925,3
888,E00000926,0
889,E00000927,1
890,E00000928,2
891,E00000929,0
892,E00000930,4
893,E00000931,3
894,E00000932,4
895,E00000933,4
896,E00000934,4
897,E00000935,2
898,E00000936,3
899,E00000937,5
900,E00000938,0
901,E00000939,2
902,E00000940,0
903,E00000941,0
904,E00000942,5
905,E00000943,0
906,E00000944,2
907,E00000945,3
908,E00000947,3
909,E00000948,3
910,E00000949,0
911,E00000950,2
912,E00000951,2
913,E00000952,1
914,E00000953,0
915,E00000954,3
916,E00000955,1
917,E00000956,3
918,E00000957,0
919,E00000958,4
920,E00000959,1
921,E00000960,0
922,E00000961,4
923,E00000962,1
924,E00000963,4
925,E00000964,4
926,E00000965,0
927,E00000966,0
928,E00000967,0
929,E00000968,0
930,E00000969,0
931,E00000970,5
932,E00000971,3
933,E00000972,3
934,E00000973,5
935,E00000974,0
936,E00000975,5
937,E00000976,3
938,E00000977,5
939,E00000978,5
940,E00000979,1
941,E00000980,3
942,E00000981,0
943,E00000982,5
944,E00000983,3
945,E00000984,4
946,E00000985,2
947,E00000986,1
948,E00000987,0
949,E00000988,1
950,E00000989,0
951,E00000990,3
952,E00000991,3
953,E00000992,0
954,E00000993,0
955,E00000994,4
956,E00000995,0
957,E00000996,0
958,E00000997,0
959,E00000998,4
960,E00000999,1
961,E00001000,0
962,E00001001,0
963,E00001002,4
964,E00001003,0
965,E00001004,0
966,E00001005,3
967,E00001006,0
968,E00001007,4
969,E00001008,3
970,E00001009,0
971,E00001010,0
972,E00001011,0
973,E00001012,3
974,E00001013,2
975,E00001014,0
976,E00001015,2
977,E00001016,0
978,E00001017,2
979,E00001018,0
980,E00001019,0
981,E00001020,0
982,E00001021,0
983,E00001022,0
984,E00001023,0
985,E00001024,5
986,E00001025,1
987,E00001026,0
988,E00001027,4
989,E00001028,0
990,E00001029,4
991,E00001030,0
992,E00001031,3
993,E00001032,3
994,E00001033,5
995,E00001034,0
996,E00001035,1
997,E00001036,1
998,E00001037,0
999,E00001038,0
1000,E00001039,1
1001,E00001040,3
1002,E00001041,0
1003,E00001042,3
1004,E00001043,4
1005,E00001044,0
1006,E00001045,4
1007,E00001046,0
1008,E00001047,5
1009,E00001048,0
1010,E00001049,4
1011,E00001050,0
1012,E00001051,3
1013,E00001052,1
1014,E00001053,1
1015,E00001054,3
1016,E00001055,4
1017,E00001056,4
1018,E00001057,1
1019,E00001058,5
1020,E00001059,1
1021,E00001060,0
1022,E00001061,4
1023,E00001062,4
1024,E00001063,1
1025,E00001064,3
1026,E00001065,0
1027,E00001066,0
1028,E00001067,4
1029,E00001068,0
1030,E00001069,1
1031,E00001070,3
1032,E00001071,1
1033,E00001072,1
1034,E00001073,1
1035,E00001074,3
1036,E00001075,4
1037,E00001076,0
1038,E00001077,1
1039,E00001078,3
1040,E00001079,5
1041,E00001080,2
1042,E00001081,3
1043,E00001082,3
1044,E00001083,4
1045,E00001084,2
1046,E00001085,4
1047,E00001086,1
1048,E00001087,4
1049,E00001088,5
1050,E00001089,2
1051,E00001090,1
1052,E00001091,5
1053,E00001092,0
1054,E00001093,0
1055,E00001094,0
1056,E00001095,0
1057,E00001096,4
1058,E00001097,1
1059,E00001098,0
1060,E00001099,0
1061,E00001100,4
1062,E00001101,4
1063,E00001102,1
1064,E00001103,1
1065,E00001104,5
1066,E00001105,1
1067,E00001106,3
1068,E00001107,5
1069,E00001108,4
1070,E00001109,4
1071,E00001110,0
1072,E00001111,3
1073,E00001112,0
1074,E00001113,1
1075,E00001114,0
1076,E00001115,3
1077,E00001116,0
1078,E00001117,0
1079,E00001118,0
1080,E00001119,3
1081,E00001120,4
1082,E00001121,0
1083,E00001122,4
1084,E00001123,3
1085,E00001124,0
1086,E00001125,0
1087,E00001126,2
1088,E00001127,0
1089,E00001128,0
1090,E00001129,4
1091,E00001130,0
1092,E00001131,5
1093,E00001132,5
1094,E00001133,5
1095,E00001134,1
1096,E00001135,0
1097,E00001136,0
1098,E00001137,1
1099,E00001138,1
1100,E00001139,0
1101,E00001140,5
1102,E00001141,3
1103,E00001142,0
1104,E00001143,3
1105,E00001144,0
1106,E00001145,3
1107,E00001146,5
1108,E00001147,0
1109,E00001148,3
1110,E00001149,1
1111,E00001150,3
1112,E00001151,4
1113,E00001152,0
1114,E00001153,2
1115,E00001154,5
1116,E00001155,0
1117,E00001156,3
1118,E00001157,4
1119,E00001158,0
1120,E00001159,4
1121,E00001160,0
1122,E00001161,4
1123,E00001162,0
1124,E00001163,0
1125,E00001164,0
1126,E00001165,4
1127,E00001166,0
1128,E00001167,3
1129,E00001168,1
1130,E00001169,3
1131,E00001170,2
1132,E00001171,2
1133,E00001172,0
1134,E00001173,0
1135,E00001174,0
1136,E00001175,5
1137,E00001176,0
1138,E00001177,0
1139,E00001178,2
1140,E00001179,2
1141,E00001180,1
1142,E00001181,5
1143,E00001182,0
1144,E00001183,0
1145,E00001184,3
1146,E00001185,2
1147,E00001186,0
1148,E00001187,1
1149,E00001188,4
1150,E00001189,4
1151,E00001191,0
1152,E00001192,0
1153,E00001193,0
1154,E00001194,2
1155,E00001195,0
1156,E00001196,0
1157,E00001197,0
1158,E00001198,0
1159,E00001199,4
1160,E00001200,5
1161,E00001201,1
1162,E00001202,1
1163,E00001203,1
1164,E00001204,1
1165,E00001205,0
1166,E00001206,0
1167,E00001207,3
1168,E00001208,5
1169,E00001209,1
1170,E00001210,5
1171,E00001211,0
1172,E00001212,3
1173,E00001213,0
1174,E00001214,5
1175,E00001215,5
1176,E00001216,2
1177,E00001217,3
1178,E00001218,2
1179,E00001219,1
1180,E00001220,0
1181,E00001221,0
1182,E00001222,5
1183,E00001223,4
1184,E00001224,3
1185,E00001225,4
1186,E00001226,4
1187,E00001227,1
1188,E00001228,1
1189,E00001229,4
1190,E00001230,3
1191,E00001231,3
1192,E00001232,1
1193,E00001233,0
1194,E00001234,0
1195,E00001235,3
1196,E00001236,4
1197,E00001237,0
1198,E00001238,4
1199,E00001239,4
1200,E00001240,3
1201,E00001241,4
1202,E00001242,0
1203,E00001243,4
1204,E00001244,0
1205,E00001245,1
1206,E00001246,5
1207,E00001247,5
1208,E00001248,4
1209,E00001249,1
1210,E00001250,5
1211,E00001251,4
1212,E00001252,3
1213,E00001253,1
1214,E00001254,2
1215,E00001255,0
1216,E00001256,2
1217,E00001257,0
1218,E00001258,2
1219,E00001259,0
1220,E00001260,0
1221,E00001261,0
1222,E00001262,5
1223,E00001263,3
1224,E00001265,4
1225,E00001266,0
1226,E00001267,4
1227,E00001268,0
1228,E00001269,1
1229,E00001270,3
1230,E00001271,3
1231,E00001272,2
1232,E00001273,4
1233,E00001274,3
1234,E00001275,0
1235,E00001276,2
1236,E00001277,3
1237,E00001278,4
1238,E00001279,3
1239,E00001280,1
1240,E00001281,0
1241,E00001282,0
1242,E00001283,0
1243,E00001284,0
1244,E00001285,0
1245,E00001286,3
1246,E00001288,2
1247,E00001289,4
1248,E00001290,0
1249,E00001291,0
1250,E00001292,1
1251,E00001293,1
1252,E00001294,0
1253,E00001295,0
1254,E00001296,4
1255,E00001297,1
1256,E00001298,0
1257,E00001299,0
1258,E00001300,4
1259,E00001301,4
1260,E00001302,4
1261,E00001303,3
1262,E00001304,0
1263,E00001305,0
1264,E00001306,1
1265,E00001307,0
1266,E00001308,4
1267,E00001309,3
1268,E00001310,1
1269,E00001311,0
1270,E00001312,0
1271,E00001313,0
1272,E00001314,1
1273,E00001315,0
1274,E00001316,4
1275,E00001317,5
1276,E00001318,4
1277,E00001319,0
1278,E00001320,0
1279,E00001321,0
1280,E00001322,1
1281,E00001323,3
1282,E00001324,5
1283,E00001325,5
1284,E00001326,0
1285,E00001327,4
1286,E00001328,5
1287,E00001329,3
1288,E00001330,1
1289,E00001331,1
1290,E00001332,3
1291,E00001333,3
1292,E00001334,3
1293,E00001335,0
1294,E00001336,0
1295,E00001337,2
1296,E00001338,3
1297,E00001339,4
1298,E00001340,3
1299,E00001341,4
1300,E00001342,4
1301,E00001343,3
1302,E00001344,1
1303,E00001345,4
1304,E00001346,3
1305,E00001347,3
1306,E00001348,1
1307,E00001349,0
1308,E00001350,0
1309,E00001351,5
1310,E00001352,1
1311,E00001353,4
1312,E00001354,0
1313,E00001355,2
1314,E00001356,1
1315,E00001357,1
1316,E00001358,3
1317,E00001359,0
1318,E00001360,3
1319,E00001361,4
1320,E00001362,2
1321,E00001363,1
1322,E00001364,3
1323,E00001365,4
1324,E00001366,1
1325,E00001367,0
1326,E00001368,0
1327,E00001369,1
1328,E00001370,0
1329,E00001371,3
1330,E00001372,3
1331,E00001373,0
1332,E00001374,3
1333,E00001375,2
1334,E00001376,0
1335,E00001377,0
1336,E00001378,4
1337,E00001379,4
1338,E00001380,2
1339,E00001381,3
1340,E00001382,4
1341,E00001383,0
1342,E00001384,0
1343,E00001385,4
1344,E00001386,3
1345,E00001387,4
1346,E00001388,1
1347,E00001389,5
1348,E00001390,4
1349,E00001391,1
1350,E00001392,4
1351,E00001393,1
1352,E00001394,3
1353,E00001395,1
1354,E00001396,0
1355,E00001397,0
1356,E00001398,2
1357,E00001399,1
1358,E00001400,4
1359,E00001401,0
1360,E00001402,3
1361,E00001403,2
1362,E00001404,3
1363,E00001405,0
1364,E00001406,2
1365,E00001407,5
1366,E00001408,1
1367,E00001409,5
1368,E00001410,4
1369,E00001411,1
1370,E00001412,4
1371,E00001413,4
1372,E00001414,4
1373,E00001415,3
1374,E00001416,2
1375,E00001417,0
1376,E00001418,2
1377,E00001419,4
1378,E00001420,2
1379,E00001421,1
1380,E00001422,0
1381,E00001423,2
1382,E00001424,2
1383,E00001425,4
1384,E00001426,4
1385,E00001427,3
1386,E00001428,0
1387,E00001429,0
1388,E00001430,0
1389,E00001431,3
1390,E00001432,0
1391,E00001433,3
1392,E00001434,0
1393,E00001435,1
1394,E00001436,0
1395,E00001437,1
1396,E00001438,1
1397,E00001439,3
1398,E00001440,0
1399,E00001441,5
1400,E00001442,3
1401,E00001443,3
1402,E00001444,3
1403,E00001445,2
1404,E00001446,4
1405,E00001447,0
1406,E00001448,0
1407,E00001449,3
1408,E00001450,2
1409,E00001451,2
1410,E00001452,0
1411,E00001453,0
1412,E00001454,3
1413,E00001455,0
1414,E00001456,0
1415,E00001457,1
1416,E00001458,0
1417,E00001459,1
1418,E00001460,5
1419,E00001462,0
1420,E00001463,4
1421,E00001464,0
1422,E00001465,0
1423,E00001466,4
1424,E00001467,4
1425,E00001468,4
1426,E00001469,0
1427,E00001470,0
1428,E00001471,4
1429,E00001472,0
1430,E00001474,5
1431,E00001475,0
1432,E00001476,3
1433,E00001477,0
1434,E00001478,3
1435,E00001479,1
1436,E00001480,4
1437,E00001481,5
1438,E00001482,2
1439,E00001483,1
1440,E00001484,1
1441,E00001485,3
1442,E00001486,5
1443,E00001487,4
1444,E00001488,0
1445,E00001489,4
1446,E00001490,2
1447,E00001491,2
1448,E00001492,0
1449,E00001493,2
1450,E00001494,0
1451,E00001495,3
1452,E00001496,1
1453,E00001497,0
1454,E00001498,3
1455,E00001499,5
1456,E00001500,0
1457,E00001501,2
1458,E00001502,4
1459,E00001503,2
1460,E00001504,3
1461,E00001505,3
1462,E00001506,1
1463,E00001507,4
1464,E00001508,1
1465,E00001509,0
1466,E00001510,1
1467,E00001511,0
1468,E00001512,0
1469,E00001513,0
1470,E00001514,3
1471,E00001515,2
1472,E00001516,2
1473,E00001517,2
1474,E00001518,1
1475,E00001519,1
1476,E00001520,0
1477,E00001521,5
1478,E00001522,5
1479,E00001523,0
1480,E00001524,0
1481,E00001525,0
1482,E00001526,4
1483,E00001527,5
1484,E00001528,0
1485,E00001529,4
1486,E00001530,0
1487,E00001531,0
1488,E00001532,0
1489,E00001533,1
1490,E00001534,5
1491,E00001535,3
1492,E00001536,3
1493,E00001537,3
1494,E00001538,3
