,sil_scores,n_cluster
0,-0.003870850084120015,5
1,-0.004509578640282586,6
2,-0.003180700264718734,7
3,-0.005599134704347541,8
4,-0.01092406190371375,9
5,-0.009844142885330594,10
6,-0.008995965312364474,11
7,-0.01771135164095514,12
8,-0.016787116678155148,13
9,-0.01646929849609446,14
10,-0.01614595676437075,15
11,-0.02559590123441846,16
12,-0.029115867251134638,17
13,-0.028769075856488927,18
14,-0.028343419807525385,19
