,sil_scores,n_cluster
0,-0.03734981288326039,5
1,-0.032763857760938216,6
2,-0.03335835794632207,7
3,-0.03139850045391716,8
4,-0.031937433425117526,9
5,-0.03186288930615589,10
6,-0.030309998483006702,11
7,-0.029193966725270238,12
8,-0.030498120183215318,13
9,-0.02958209534671155,14
10,-0.030256586285872033,15
11,-0.029656010030475338,16
12,-0.028858989584308062,17
13,-0.027882334704279997,18
14,-0.059538782884780525,19
