,sil_scores,n_cluster
0,0.010261576477449038,5
1,0.010412479806038486,6
2,0.013010977723806669,7
3,0.01357930472267034,8
4,-0.030170423652989758,9
5,-0.031503504256304916,10
6,-0.03066861980282476,11
7,-0.029862658864205895,12
8,-0.028968306277158257,13
9,-0.027759075887131186,14
10,-0.0269858669205177,15
11,-0.028687231880657908,16
12,-0.028062543402706343,17
13,-0.027116151460584093,18
14,-0.027583634480236072,19
