,index,Agriculture,Green space and recreational land,High density residential with retail and commercial sites,Industrial areas,Large complex buildings various use (travel/recreation/ retail),Low density residential with amenities (suburbs and small villages / hamlets),Medium density residential with high streets and amenities,Principle Transport,Urban centres - mainly commercial/retail with residential pockets,Water,new_labels_0,new_labels_1,new_labels_2,new_labels_3,new_labels_4,new_labels_5,new_labels_6,new_labels_7,new_labels_8,supergroup
379,E00005069,0.0,24173.56,0.0,0.0,0.0,32779.54,0.0,0.0,0.0,0.0,1,6,4,0,3,1,4,4,3,7
380,E00018449,0.0,0.0,38803.3,0.0,328.13,0.0,0.0,0.0,0.0,0.0,4,5,0,6,5,2,0,3,5,5
381,E00007979,0.0,1164.04,2449.9500000000003,0.0,0.0,8059.03,25427.77,4740.8,0.0,0.0,1,2,0,0,3,4,3,0,0,8
382,E00020777,0.0,240.68,23.53,0.0,0.0,9992.18,19312.31,0.0,0.0,0.0,1,3,4,0,3,3,3,4,5,8
383,E00002799,0.0,0.0,0.0,0.0,0.0,47094.21,0.0,0.0,0.0,0.0,4,4,3,1,1,4,1,4,1,5
384,E00005923,0.0,9909.2,224.55,0.0,0.0,0.0,27392.3,0.0,0.0,5100.0,4,6,5,0,4,4,4,4,2,3
385,E00166105,0.0,11214.35,0.0,0.0,0.0,74875.81999999999,135.73,22770.54,0.0,0.0,0,2,0,0,5,1,0,3,0,8
386,E00010273,0.0,8460.39,30154.87,7100.0,0.0,700.0,0.0,8495.07,0.0,0.0,1,3,5,3,4,1,0,2,0,3
387,E00023541,0.0,15.65,6270.97,0.0,0.0,14.09,0.0,0.0,0.0,0.0,4,3,4,0,0,1,0,0,1,3
388,E00009239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9770.44,0.0,1,1,1,6,4,3,4,1,1,2
389,E00024071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6350.22,0.0,4,6,3,3,3,1,2,2,1,2
390,E00016467,0.0,3705.980000000001,25269.01,0.0,3893.07,4865.33,11507.04,2356.22,0.0,0.0,4,6,1,5,1,1,3,2,3,5
391,E00018769,0.0,0.0,20711.43,0.0,0.0,0.0,841.67,5594.97,0.0,0.0,2,4,5,4,0,2,2,2,4,5
392,E00010716,0.0,40690.63,0.0,0.0,0.0,122052.94,0.0,1036.16,0.0,0.0,1,5,2,0,0,1,2,2,1,5
393,E00003978,0.0,0.0,164.22,0.0,0.0,77870.4,65.95,0.0,0.0,0.0,1,6,2,3,3,3,4,1,1,6
394,E00008461,0.0,1142.16,1452.46,0.0,0.0,0.0,12076.57,0.0,0.0,0.0,0,3,3,6,0,4,4,0,0,3
395,E00006760,0.0,131.44,19779.63,0.0,0.0,11068.47,0.0,0.0,0.0,0.0,3,1,6,4,4,3,0,2,2,5
396,E00002172,0.0,0.0,41626.88,0.0,0.0,4136.73,6650.48,0.0,0.0,0.0,2,1,4,3,5,4,0,2,2,4
397,E00004701,0.0,0.0,20599.29,0.0,0.0,0.0,0.0,6640.4,10044.69,0.0,0,0,0,0,0,1,0,0,0,3
398,E00016983,0.0,11197.92,3494.84,0.0,12265.68,0.0,0.0,1395.51,17968.29,0.75,1,3,0,0,0,1,0,4,0,8
399,E00002230,0.0,0.0,40586.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,0,3,4,4,1,2,6
400,E00016054,0.0,0.0,245.18,0.0,0.0,0.0,0.0,0.0,16151.79,0.0,4,5,6,3,4,3,4,4,2,3
401,E00002321,0.0,0.0,168.06,0.0,0.0,19549.83,10867.48,0.0,0.0,0.0,5,2,2,5,5,3,4,2,4,5
402,E00002999,0.0,0.0,10773.81,1018.11,0.0,0.0,0.0,4475.48,184.19,0.0,5,5,3,6,4,4,2,4,3,2
403,E00014985,0.0,41142.130000000005,0.0,0.0,0.0,58730.91,0.0,15665.41,0.0,0.0,4,6,4,7,2,4,4,4,3,8
404,E00004945,0.0,44203.45,0.0,0.0,0.0,16696.55,9793.7,6127.98,0.0,0.0,4,4,6,5,1,1,2,0,4,5
405,E00005971,0.0,0.0,8248.98,0.0,0.0,0.0,0.0,0.0,8.37,0.0,2,5,0,6,3,4,4,4,1,3
406,E00004218,0.0,0.0,13283.1,0.0,0.0,308.72,0.0,0.0,140.28,0.0,1,5,1,3,3,2,2,2,1,3
407,E00006607,0.0,690.55,0.0,0.0,0.0,75387.05,9710.92,9581.84,0.0,0.0,3,3,3,1,4,1,3,2,1,5
408,E00012231,0.0,0.0,3185.27,0.0,0.0,16525.96,24296.95,0.0,0.0,0.0,2,2,6,3,5,1,3,4,1,5
409,E00017667,0.0,1293.3,340.31,151.54,9179.94,748.58,6606.57,1618.39,21245.86,0.0,3,4,4,0,1,2,3,1,4,5
410,E00022612,0.0,1425.37,10454.65,404.31,0.0,0.0,0.0,3149.42,45.13,0.0,3,3,4,4,3,4,3,1,3,3
411,E00174718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295.48,9966.1,0.0,1,3,6,3,5,4,2,1,1,3
412,E00010837,0.0,0.0,17553.18,0.0,0.0,244.91,18611.72,1820.24,0.0,0.0,3,3,3,0,4,1,0,3,5,5
413,E00013851,0.0,0.0,5719.69,0.0,0.0,0.0,0.0,0.0,8883.1,0.0,5,6,4,4,2,1,3,2,2,3
414,E00004452,0.0,0.0,0.0,252.51,0.0,0.0,22409.96,2985.95,0.0,0.0,1,0,4,0,0,3,2,2,1,3
415,E00006256,0.0,80.98,4416.38,4394.360000000001,0.0,12143.77,0.0,3266.63,9530.91,0.0,1,6,1,4,0,1,0,2,1,5
416,E00014819,0.0,73.79,0.0,0.0,0.0,198.11,17218.94,0.0,0.0,0.0,4,5,5,2,5,0,2,2,4,7
417,E00017707,0.0,0.0,18415.58,226.27,0.0,0.0,0.0,0.0,2157.92,0.0,2,2,3,7,4,1,2,2,4,3
418,E00004569,0.0,421.1,59.02,212.35,0.0,0.0,0.0,3480.38,26421.6,0.0,0,0,2,0,5,1,0,2,1,2
419,E00002926,0.0,0.0,262.88000000000005,5.81,0.0,0.0,10110.21,0.0,0.0,0.0,5,2,0,3,1,1,3,0,2,3
420,E00011830,0.0,0.0,16819.38,0.0,0.0,6644.54,12614.4,1253.77,0.0,0.0,3,1,5,6,5,4,4,2,3,7
421,E00005986,0.0,1181.88,17041.27,0.0,0.0,10061.36,13239.26,20743.08,0.0,0.0,1,5,3,0,0,4,0,4,0,5
422,E00023024,0.0,3782.43,3493.78,0.0,0.0,13047.41,178.61,0.0,0.0,0.0,2,4,4,4,2,4,3,2,4,3
423,E00167118,0.0,0.0,5753.18,0.0,0.0,0.0,0.0,0.0,0.0,33479.73,5,6,3,2,4,4,3,2,2,2
424,E00004396,0.0,0.0,5199.35,100.27,0.0,10569.29,0.0,0.0,65.38,0.0,1,6,3,4,4,1,0,2,3,3
425,E00010990,0.0,0.0,0.0,0.0,0.0,50626.14,8331.37,0.0,0.0,0.0,2,4,6,6,0,1,2,3,5,6
426,E00013699,0.0,2916.23,0.0,0.0,0.0,6028.52,0.0,0.0,2596.57,0.0,5,5,3,4,3,4,4,4,4,3
427,E00010867,0.0,32849.32,0.0,0.0,0.0,18854.79,2526.45,6680.94,0.0,100.16,3,4,4,3,3,3,4,1,4,3
428,E00020453,0.0,0.0,9545.61,0.0,0.0,0.0,0.0,0.0,0.0,3694.57,5,1,6,5,5,0,1,4,2,2
429,E00009829,0.0,75.81,92.13,0.0,0.0,4686.34,5692.12,0.0,0.0,0.0,4,5,6,0,1,4,4,4,3,3
430,E00013114,0.0,306.97,0.0,0.0,0.0,10072.36,0.0,0.0,0.0,0.0,3,2,3,1,3,3,1,4,4,3
431,E00015034,0.0,22529.08,0.0,0.0,0.0,77989.74,0.0,0.0,0.0,0.0,5,4,0,0,4,1,4,2,3,6
432,E00005609,0.0,22193.21,621.23,0.0,0.0,126.38,19959.78,0.0,0.0,0.0,3,4,3,3,4,4,2,2,4,3
433,E00021865,0.0,49815.84,9383.13,0.0,0.0,10138.92,0.0,0.0,0.0,0.0,5,1,6,2,2,4,1,1,2,3
434,E00166784,0.0,9384.03,399.83,90391.6,0.0,78134.78,0.0,44106.04,0.0,0.0,0,3,0,0,0,1,0,0,3,3
435,E00170310,0.0,0.0,106.9,0.0,0.0,27577.5,0.0,0.0,0.0,0.0,4,6,6,5,2,4,3,2,1,5
436,E00022514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22900.85,0.0,4,5,5,1,0,1,0,4,5,8
437,E00004511,0.0,1365.35,22522.1,581.86,15257.09,0.0,116.64,0.0,0.0,0.0,4,6,4,0,4,1,0,4,3,2
438,E00023052,0.0,0.0,4457.66,1576.3,0.0,0.0,0.0,1440.07,20423.72,1110.48,2,1,6,0,3,3,3,1,1,8
439,E00016098,0.0,0.0,4807.61,0.0,0.0,6963.28,0.0,1376.4,0.0,0.0,5,3,0,7,0,3,3,4,1,3
440,E00020970,0.0,4229.97,0.0,0.0,0.0,29513.37,11764.98,0.0,0.0,0.0,2,1,3,0,0,4,0,1,5,8
441,E00023428,0.0,0.0,11971.72,0.0,0.0,0.0,0.0,0.0,238.59,0.0,2,1,3,1,2,1,3,2,1,2
442,E00002843,0.0,0.0,7527.09,0.0,0.0,0.0,0.0,3362.56,5533.7,0.0,2,4,2,0,3,4,0,1,1,3
443,E00006739,0.0,152.94,41657.56,0.0,0.0,11295.72,64.74,5838.75,0.0,0.0,1,3,2,5,1,2,4,4,1,2
444,E00002461,0.0,0.0,39491.41,7798.42,0.0,0.0,0.0,900.39,0.0,0.0,4,4,5,0,2,1,0,4,4,5
445,E00016510,0.0,0.0,0.0,0.0,0.0,37440.6,0.0,0.0,0.0,0.0,5,1,4,0,4,1,3,2,2,8
446,E00010190,0.0,0.0,14418.75,0.0,0.0,0.0,0.0,663.36,6136.44,0.0,1,3,3,5,1,3,3,0,3,3
447,E00018831,0.0,24235.24,525.72,0.0,0.0,16829.03,15745.03,9127.4,0.0,2802.23,3,1,2,0,2,4,0,1,5,8
448,E00019528,0.0,59.76,11028.73,0.0,0.0,0.0,0.0,0.0,16823.09,0.0,4,3,1,4,0,4,2,2,1,8
449,E00019486,0.0,0.0,20602.0,0.0,0.0,0.0,0.0,0.0,3575.29,0.0,1,1,2,6,0,4,4,4,5,8
450,E00006123,0.0,293.75,0.0,0.0,0.0,26873.68,4845.29,514.42,2235.48,0.0,4,3,3,3,1,1,4,2,1,2
451,E00014777,0.0,1871.57,15832.52,43.77,0.0,0.0,0.0,3623.26,12347.43,0.0,1,1,0,3,0,1,0,0,0,2
452,E00014557,0.0,25187.05,0.0,0.0,0.0,4090.91,0.0,6601.84,1996.92,0.0,1,6,0,7,0,1,3,0,0,2
453,E00003108,0.0,0.0,0.0,461.28,0.0,0.0,0.0,804.04,17138.87,0.0,3,4,5,5,3,4,1,3,2,5
454,E00012071,0.0,28.56,0.0,0.0,0.0,31019.05,21422.15,0.0,0.0,0.0,3,5,6,1,0,4,1,1,1,6
455,E00167216,0.0,0.46,0.0,0.0,0.0,3574.99,0.0,0.0,7723.73,0.0,2,5,3,5,4,3,3,2,4,3
456,E00013523,0.0,0.0,10116.33,0.0,0.0,6059.74,8357.12,3287.3,0.0,0.0,1,3,6,1,3,1,0,4,1,2
457,E00023758,0.0,0.0,12549.28,0.0,0.0,20338.29,113.3,307.35,24.21,7769.99,1,6,1,2,1,4,3,3,3,2
458,E00007188,120844.53,42532.75,7334.53,17037.94,0.0,15246.59,22869.37,1400.09,0.0,24306.31,5,6,3,4,4,4,2,3,3,5
459,E00022037,0.0,846.19,15620.56,1035.73,0.0,537.56,12941.03,7712.31,8277.130000000001,0.0,1,3,4,0,0,1,0,2,1,5
460,E00000547,0.0,24418.72,16.96,0.0,46.39,35253.04,1822.84,0.0,0.0,0.0,4,3,3,3,0,0,2,1,4,5
461,E00174685,0.0,0.0,0.0,0.0,0.0,1588.56,15201.61,0.0,0.0,0.0,4,6,3,7,5,0,1,4,2,3
462,E00015356,0.0,0.0,6687.48,0.0,0.0,0.0,0.0,0.0,1342.88,0.0,4,5,6,6,4,4,2,4,2,3
463,E00005605,0.0,248.01,0.0,0.0,0.0,23193.18,14682.4,0.0,0.0,0.0,4,5,1,5,1,3,2,4,3,6
464,E00008491,0.0,0.0,25674.7,0.0,0.0,3398.64,438.73,586.4,0.0,0.0,1,2,5,7,0,3,0,0,4,3
465,E00006571,177849.26,21232.25,1712.68,0.0,0.0,51355.27,0.0,18968.8,0.0,0.0,3,5,3,2,2,3,0,0,1,5
466,E00003392,0.0,0.0,22348.23,0.0,0.0,0.0,38.68,5132.03,44.43,0.0,3,1,4,0,0,4,3,1,1,3
467,E00015524,0.0,0.0,3286.1800000000003,70.19,55.31,0.0,0.0,7294.72,14268.1,0.0,0,6,6,3,0,4,0,2,0,3
468,E00024086,0.0,0.0,9204.23,0.0,0.0,0.0,0.0,61.63,3321.92,0.0,1,1,4,6,4,2,4,2,5,3
469,E00003524,0.0,16371.47,0.0,5978.599999999999,0.0,62080.49,0.0,0.0,0.0,0.0,3,1,4,0,4,1,0,0,1,4
470,E00005629,0.0,0.0,0.0,0.0,0.0,57991.84,0.0,0.0,0.0,0.0,1,6,6,1,3,4,2,2,3,6
471,E00021408,0.0,1975.99,15693.29,0.0,0.0,16538.43,0.0,10245.78,0.0,0.0,1,6,0,0,0,1,0,0,0,2
472,E00012636,0.0,0.0,0.0,0.0,0.0,51276.92,559.74,0.0,13539.76,0.0,2,1,2,0,0,1,3,4,5,8
473,E00004598,0.0,0.0,12862.79,0.0,0.0,178.46,0.0,0.0,0.0,0.0,4,4,1,2,4,3,1,1,1,3
474,E00010393,0.0,0.0,17779.43,0.0,0.0,5238.39,0.0,2904.68,0.0,0.0,1,6,4,5,4,1,0,0,3,3
475,E00006776,0.0,0.0,14582.25,11248.63,0.0,12933.77,0.0,2402.65,0.0,2344.7,3,5,6,4,5,4,0,0,4,5
476,E00008170,0.0,1711.03,917.54,0.0,6081.8,0.0,9059.04,0.0,14742.73,0.0,1,1,3,1,0,4,4,4,1,8
477,E00003714,0.0,19636.56,15794.11,0.0,0.0,56485.380000000005,80.07,1492.43,0.0,1600.0,1,1,2,1,4,1,2,1,1,6
478,E00019245,0.0,0.0,16487.2,0.0,0.0,15623.68,211.06,0.0,0.0,0.0,3,4,3,7,1,1,2,2,4,8
479,E00024031,0.0,0.0,0.0,0.0,61.72,0.0,0.0,1718.52,17337.59,0.0,0,0,0,0,0,1,0,0,0,2
480,E00012363,0.0,0.0,0.0,0.0,0.0,99335.16,0.0,7210.55,0.0,0.0,4,6,3,4,1,4,3,3,1,5
481,E00012912,0.0,0.0,0.0,0.0,0.0,6428.87,28950.09,2756.2,0.0,0.0,4,5,3,5,5,4,3,2,3,5
482,E00023364,0.0,0.0,75.59,0.0,0.0,172.88,18161.29,0.0,0.0,0.0,3,3,4,0,3,4,2,3,1,2
483,E00015866,0.0,0.0,39119.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,6,1,3,3,2,2,3,5
484,E00006161,0.0,2595.08,61.1,0.0,0.0,27861.02,2934.08,0.0,146.61,0.0,1,5,3,3,3,2,4,2,4,5
485,E00013723,0.0,0.0,20729.41,0.0,0.0,0.0,0.0,0.0,83.42,0.0,2,2,3,0,0,1,0,0,4,3
486,E00022478,0.0,0.0,36028.49,44.47,0.0,0.0,0.0,0.0,5154.82,0.0,3,4,5,3,0,4,0,0,4,5
487,E00023197,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,19753.36,0.0,2,4,3,3,0,4,2,2,1,2
488,E00005848,0.0,317158.2,0.0,0.0,0.0,34216.62,0.0,17126.81,0.0,0.0,2,5,1,2,2,1,0,1,2,5
489,E00004074,0.0,857.09,0.0,0.0,0.0,49866.08,0.0,8776.64,0.0,0.0,1,0,0,3,3,1,0,0,0,8
490,E00014412,0.0,925.37,10943.27,0.0,0.0,0.0,0.0,0.0,2741.45,0.0,1,4,6,3,4,1,2,0,2,3
491,E00017599,0.0,0.0,242.79,0.0,0.0,0.0,0.0,0.0,19041.89,0.0,1,4,2,5,0,4,4,3,5,8
492,E00016166,0.0,0.0,17338.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,2,3,3,1,0,4,0,2
493,E00017943,0.0,0.0,6682.639999999999,0.0,0.0,0.0,9148.77,4622.69,62.81,0.0,2,4,5,5,2,2,2,2,2,3
494,E00013673,0.0,0.0,5545.57,0.0,0.0,122.94,0.0,1547.4,0.0,0.0,1,6,6,3,3,1,4,3,1,3
495,E00005303,0.0,557.54,0.0,0.0,0.0,3311.9300000000003,13950.64,3560.19,0.0,0.0,3,6,6,1,4,1,4,4,3,8
496,E00015968,0.0,0.0,9748.17,0.0,0.0,0.0,0.0,0.0,6026.74,0.0,4,4,6,7,1,4,3,2,2,3
497,E00015358,0.0,0.0,19790.7,0.0,0.0,0.0,0.0,2182.02,0.0,0.0,2,4,6,0,3,4,0,2,1,3
498,E00011411,0.0,27.15,0.0,0.0,0.0,34172.35,0.0,0.0,0.0,0.0,5,3,4,5,5,4,2,2,2,4
499,E00021963,0.0,0.0,24245.62,1912.82,0.0,0.0,0.0,2602.39,0.0,0.0,4,3,5,0,4,4,3,0,3,5
500,E00001256,0.0,569.8499999999999,0.0,0.0,51.74,37436.71,8247.29,0.0,0.0,0.0,4,1,2,0,2,4,2,1,5,5
501,E00021992,0.0,0.0,230.33,56.95,0.0,0.0,0.0,0.0,12311.64,0.0,3,6,4,6,4,3,2,4,4,3
502,E00005437,0.0,0.0,31214.7,0.0,0.0,0.0,0.0,0.0,1550.24,0.0,1,0,3,7,3,1,0,0,3,5
503,E00015613,0.0,0.0,13457.55,0.0,1475.62,0.0,0.0,0.0,6548.04,0.0,1,2,2,0,5,1,0,4,3,2
504,E00017655,0.0,11.57,71.07,0.0,0.0,0.0,0.0,0.0,14835.65,0.0,4,6,3,3,1,2,2,4,1,5
505,E00007804,0.0,0.0,24826.68,0.0,0.0,4449.33,0.0,1227.18,0.0,0.0,1,3,0,0,4,4,0,4,1,5
506,E00014067,0.0,0.0,12738.88,0.0,0.0,0.0,0.0,501.27,11564.96,0.0,2,0,0,0,0,1,0,0,1,2
507,E00171091,0.0,16368.44,18830.92,0.0,0.0,20625.72,6371.29,0.0,0.0,0.0,2,5,3,4,5,1,2,1,5,5
508,E00008126,0.0,7299.38,1227.39,0.0,0.0,38967.86,0.0,0.0,233.56,0.0,3,4,4,3,2,1,2,3,3,3
509,E00001093,0.0,8459.85,27874.55,0.0,0.0,8295.73,34615.95,2105.64,0.0,0.0,3,3,0,0,0,4,0,1,2,5
510,E00009148,0.0,1060.22,28208.28,186.51,0.0,0.0,0.0,1857.21,0.0,0.0,4,5,0,0,4,1,3,4,3,3
511,E00008390,0.0,23.16,0.0,0.0,0.0,34382.96,1608.47,0.0,0.0,0.0,4,4,4,3,3,3,1,2,2,5
512,E00003510,0.0,3964.18,0.0,17909.24,0.0,39426.51,10347.94,5574.44,275.34,0.0,0,0,0,0,0,1,0,0,0,8
513,E00016498,0.0,0.0,0.0,0.0,0.0,82160.89,0.0,8241.84,0.0,0.0,1,1,2,3,0,1,0,0,1,5
514,E00004683,0.0,0.0,0.0,0.0,0.0,0.0,14144.92,0.0,0.0,0.0,2,2,4,6,0,3,4,2,4,3
515,E00002674,0.0,0.0,1828.09,0.0,0.0,0.0,3107.8,0.0,0.0,0.0,4,3,4,5,1,4,4,0,2,3
516,E00175226,0.0,36273.08,0.0,0.0,0.0,0.0,0.0,5087.32,55731.03,13310.82,0,1,0,0,0,3,0,0,0,2
517,E00009254,0.0,0.0,49.99,0.0,0.0,3.05,0.0,3254.76,16769.65,0.0,1,0,3,0,0,2,0,2,0,2
518,E00000457,180502.81,0.0,243.09,286.51,0.0,17037.31,141.38,0.0,1300.0,2500.0,1,0,0,0,0,1,0,0,5,5
519,E00003379,0.0,3475.87,17229.98,0.0,0.0,31370.16,0.0,22500.91,0.0,0.0,0,1,2,0,0,1,3,0,0,8
520,E00018802,0.0,0.0,0.0,0.0,0.0,0.0,41383.25,0.0,0.0,0.0,4,5,3,4,5,4,0,1,2,5
521,E00015988,0.0,0.0,8549.45,0.0,0.0,0.0,0.0,0.0,13278.28,0.0,4,3,5,3,3,1,4,1,3,8
522,E00014825,0.0,2429.1,0.0,0.0,0.0,28486.67,26672.29,533.26,0.0,0.0,2,3,3,1,4,3,2,2,2,4
523,E00010979,0.0,8916.31,0.0,0.0,0.0,51791.61,228.77,0.0,0.0,0.0,2,4,2,4,0,1,3,1,5,3
524,E00015014,0.0,147124.65,0.0,0.0,32387.64,46461.27,0.0,2355.87,0.0,0.0,0,4,2,0,4,4,0,2,1,5
525,E00020241,0.0,0.0,39991.11,0.0,0.0,0.0,0.0,1054.14,413.87,0.0,3,6,5,6,4,4,4,3,3,2
526,E00018737,0.0,0.0,2445.88,0.0,0.0,4.28,18344.41,0.0,0.0,0.0,4,2,3,3,4,4,1,2,4,5
527,E00003927,0.0,30142.800000000003,6000.0,800.0,0.0,48598.22,0.0,26408.86,0.0,0.0,1,6,0,0,3,1,3,1,0,8
528,E00009948,0.0,16476.7,0.0,0.0,0.0,28272.82,411.52,0.0,0.0,0.0,1,1,1,0,0,1,0,1,0,2
529,E00000039,0.0,0.0,0.0,0.0,0.0,0.0,13600.73,6526.16,0.0,4690.17,1,5,0,0,1,4,4,4,0,3
530,E00010806,0.0,0.0,0.0,2342.77,0.0,32880.09,0.0,5122.95,0.0,0.0,1,3,3,0,0,1,0,3,1,5
531,E00011479,0.0,18855.19,10341.6,81486.79,0.0,11621.06,23281.09,9506.96,26096.01,0.0,1,0,0,0,0,1,0,0,1,8
532,E00017341,0.0,9.81,15749.15,0.0,0.0,19703.02,13153.2,8830.81,0.0,0.0,1,0,2,1,3,4,0,1,1,2
533,E00009341,0.0,0.0,29194.42,0.0,6832.46,168.36,0.0,12838.75,19793.35,0.0,1,0,2,0,0,1,0,0,0,2
534,E00171155,0.0,0.0,0.0,70.73,0.0,12536.97,10111.3,0.0,3444.59,0.0,1,3,1,6,3,4,4,2,1,3
535,E00022580,0.0,67.99,14893.13,9355.68,1859.24,116.85,0.0,5893.79,9884.47,0.0,1,0,2,0,3,1,3,0,1,5
536,E00002502,0.0,0.0,0.0,0.0,0.0,40381.1,173.16,0.0,0.0,0.0,4,5,2,0,0,2,3,3,5,5
537,E00015218,0.0,0.0,0.0,0.0,7851.15,0.0,0.0,0.0,10273.33,0.0,3,6,5,4,1,3,3,0,5,2
538,E00003059,0.0,2224.69,13891.57,0.0,0.0,10860.64,19447.69,9076.71,0.0,0.0,2,1,2,3,0,4,0,2,1,5
539,E00009419,0.0,7305.4,1280.99,0.0,0.0,7893.13,0.0,0.0,15977.71,0.0,5,6,3,5,4,2,2,1,3,2
540,E00014381,0.0,791.1,198.67,0.0,0.0,1108.71,0.0,4697.29,5349.03,0.0,2,4,3,2,0,1,2,2,4,2
541,E00005647,0.0,0.0,28977.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,1,0,4,0,4,5,8
542,E00006994,0.0,0.0,13.15,0.0,0.0,38188.42,3662.18,0.0,0.0,0.0,3,5,6,3,3,4,4,4,2,6
543,E00020754,0.0,0.0,7521.54,0.0,0.0,4935.26,28941.83,0.0,0.0,0.0,1,4,4,0,4,1,0,4,3,7
544,E00002057,0.0,0.0,0.0,0.0,0.0,31799.73,0.0,0.0,0.0,0.0,1,1,2,7,3,3,1,2,1,8
545,E00023627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.36,8450.78,0.0,1,0,2,1,0,4,0,4,0,2
546,E00010109,0.0,0.0,368.3,0.0,0.0,0.0,0.0,0.0,17578.3,0.0,4,4,4,0,3,1,3,4,5,3
547,E00012730,0.0,0.0,0.0,0.0,0.0,19287.77,0.0,2423.76,0.0,173.42,3,6,3,4,3,4,2,4,4,5
548,E00004788,0.0,0.0,11014.73,0.0,0.0,0.0,0.0,2657.31,883.56,0.0,1,6,0,3,3,4,4,1,1,2
549,E00022945,0.0,459.39,14400.54,0.0,0.0,0.0,0.0,0.0,6773.37,0.0,1,1,1,2,0,3,4,1,3,2
550,E00015076,0.0,727.94,54.7,0.0,0.0,16461.04,13062.12,1008.6,0.0,0.0,1,6,2,5,4,4,2,0,1,2
551,E00018565,0.0,0.0,23239.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,6,3,2,4,3,4,5,5
552,E00019267,0.0,72.62,0.0,0.0,0.0,22823.67,87.94,0.0,0.0,0.0,5,4,4,4,0,1,0,2,1,8
553,E00005244,0.0,9125.86,3531.63,0.0,0.0,0.0,0.0,5069.75,8878.970000000001,0.0,1,5,3,0,3,4,3,4,1,5
554,E00004363,0.0,7749.870000000001,20076.99,0.0,0.0,0.0,385.42,552.61,0.0,0.0,1,6,5,4,5,1,2,2,3,3
555,E00010678,0.0,0.0,239.86,0.0,0.0,147.46,34021.92,0.0,0.0,0.0,3,5,1,7,4,4,1,2,4,5
556,E00005435,0.0,0.0,1837.05,1513.31,0.0,12356.82,0.0,6050.71,24028.57,0.0,1,3,0,0,0,1,0,0,0,5
557,E00007526,0.0,245824.92,16604.45,4164.94,20057.7,12479.19,2840.12,2067.67,1787.77,0.0,2,3,1,4,2,3,0,3,1,8
558,E00007472,0.0,0.0,12487.06,366.0,0.0,557.52,14332.88,8515.95,0.0,0.0,1,4,0,0,4,1,3,0,2,5
559,E00004568,0.0,0.0,11824.07,1014.78,0.0,0.0,0.0,2563.51,12885.58,0.0,0,0,0,0,0,1,0,2,0,2
560,E00019601,0.0,0.0,11863.41,348.29,0.0,115.83,0.0,2191.6,3342.66,0.0,1,4,2,0,5,4,4,0,1,2
561,E00003584,0.0,323.26,0.0,0.0,0.0,44844.22,0.0,0.0,2911.99,0.0,2,4,6,1,0,4,4,4,1,7
562,E00013161,0.0,0.0,27921.33,0.0,0.0,0.0,6003.22,1442.49,0.0,0.0,5,4,6,5,1,4,3,2,4,5
563,E00015451,0.0,4661.6,110.2,794.81,0.0,6753.07,20780.52,10755.81,0.0,0.0,1,1,4,5,0,4,0,0,3,3
564,E00022850,0.0,465.17,10877.01,0.0,0.0,0.0,0.0,5068.65,7527.11,0.0,1,3,0,3,0,4,2,0,0,2
565,E00007464,0.0,1062.29,457.5,18869.16,0.0,41108.02,9125.2,0.0,0.0,0.0,1,3,3,5,4,1,4,0,3,5
566,E00019190,0.0,9150.58,0.0,0.0,0.0,58791.44,0.0,0.0,0.0,18962.92,5,1,1,4,3,0,1,1,2,8
567,E00013489,0.0,198.55,0.0,900.0,0.0,0.0,0.0,10153.05,16700.72,0.0,1,0,0,4,0,1,0,0,0,2
568,E00011033,0.0,0.0,0.0,0.0,0.0,48838.44,0.0,0.0,0.0,0.0,4,3,5,0,4,3,4,4,2,5
569,E00004940,0.0,0.0,586.39,0.0,0.0,12962.07,31599.5,0.0,0.0,0.0,3,5,4,3,4,4,2,1,1,5
570,E00018933,0.0,8902.29,14292.51,0.0,0.0,18681.39,0.0,0.0,0.0,519.65,2,1,5,4,0,1,4,2,4,5
571,E00017041,0.0,20.05,19527.77,0.0,0.0,258.6,0.0,0.0,0.0,0.0,5,4,5,4,1,2,4,4,4,2
572,E00022535,0.0,0.0,15498.72,0.0,0.0,0.0,0.0,0.0,7040.58,0.0,5,3,3,2,4,3,4,4,2,2
573,E00000043,0.0,0.0,2517.65,0.0,0.0,0.0,12750.05,0.0,0.0,2253.46,2,5,6,1,2,4,4,4,3,3
574,E00016678,0.0,0.0,13276.93,0.0,0.0,0.0,124.36,0.0,0.0,0.0,1,5,6,3,1,4,2,2,1,3
575,E00010920,0.0,236.14,23546.43,1416.2199999999998,0.0,38.44,2230.59,3139.03,4412.410000000001,0.0,2,3,2,3,5,4,2,1,1,5
