,index,Agriculture,Green space and recreational land,High density residential with retail and commercial sites,Industrial areas,Large complex buildings various use (travel/recreation/ retail),Low density residential with amenities (suburbs and small villages / hamlets),Medium density residential with high streets and amenities,Principle Transport,Urban centres - mainly commercial/retail with residential pockets,Water,new_labels_0,new_labels_1,new_labels_2,new_labels_3,new_labels_4,new_labels_5,new_labels_6,new_labels_7,new_labels_8,supergroup
183,E00000423,0.0,0.0,27362.04,0.0,0.0,0.0,1874.59,296.7,0.0,0.0,3,3,2,4,5,1,4,2,2,5
184,E00174013,0.0,0.0,3559.6,0.0,0.0,461.8,0.0,1622.44,0.0,61.49,1,3,5,5,4,4,2,0,3,2
185,E00002845,0.0,0.0,15306.579999999998,0.0,0.0,0.0,2274.88,5367.48,3275.21,0.0,1,0,0,0,0,1,0,0,1,2
186,E00014990,0.0,0.0,0.0,0.0,0.0,56713.03,0.0,4451.8,0.0,0.0,2,6,2,3,4,4,3,2,3,5
187,E00002004,0.0,13420.5,19572.95,94394.53,0.0,41537.09,5418.4800000000005,40225.68,978.17,0.0,1,3,0,0,0,1,0,4,0,6
188,E00017475,0.0,0.0,0.0,0.0,0.0,0.0,29819.29,1748.69,0.0,0.0,3,3,5,3,0,2,4,4,1,5
189,E00004705,0.0,0.0,14890.29,0.0,0.0,10006.54,0.0,17459.98,4.65,0.0,1,1,0,3,3,1,0,0,0,2
190,E00000087,0.0,0.0,61.42,0.0,0.0,0.0,20197.39,4286.64,0.0,0.0,1,4,2,3,4,3,0,4,3,5
191,E00009837,0.0,0.0,8628.82,0.0,0.0,6680.34,0.0,2244.17,100.42,0.0,1,3,3,5,4,2,2,2,1,3
192,E00012847,0.0,34020.25,37126.23,0.0,0.0,4899.04,0.0,0.0,0.0,114.77,2,1,4,6,5,4,4,2,2,8
193,E00000257,0.0,0.0,14040.76,240.22,0.0,10398.67,0.0,429.54,4132.16,0.0,1,0,5,5,5,2,2,3,2,5
194,E00004481,0.0,6454.610000000001,10732.13,668.08,0.0,167.1,11981.51,0.0,0.0,0.0,5,3,5,0,4,4,0,4,4,3
195,E00014570,0.0,726.5899999999999,0.0,0.0,0.0,4638.76,0.0,433.77,3705.81,0.0,5,5,3,4,1,3,4,2,4,2
196,E00008495,0.0,18.54,14034.03,0.0,0.0,26.13,6712.3,0.0,56.94,0.0,4,1,5,7,3,4,0,2,3,5
197,E00176297,0.0,4994.83,1429.43,0.0,0.0,8288.75,28.44,5426.78,5653.09,0.0,1,1,2,0,4,4,3,2,1,3
198,E00017332,0.0,128800.51,109.01,108.61,0.0,4767.62,21425.46,11037.85,767.09,1256.66,1,1,2,3,4,1,0,3,1,5
199,E00014964,0.0,1962.59,17673.34,1864.1,0.0,180.48,10858.08,6903.06,0.0,0.0,2,0,6,0,0,1,3,0,1,2
200,E00007873,0.0,212.91000000000005,12637.03,0.0,4594.46,3513.31,3655.49,0.0,0.0,0.0,4,5,6,4,2,0,4,1,3,2
201,E00003446,0.0,136.65,7903.2,0.0,0.0,15871.08,1536.59,11205.31,0.0,0.0,0,4,0,3,1,4,0,4,0,2
202,E00015415,0.0,0.0,9803.35,0.0,0.0,0.0,0.0,8963.26,11234.58,0.0,1,0,5,4,0,3,3,2,0,2
203,E00004983,0.0,0.0,2398.58,0.0,0.0,0.0,0.0,0.0,18151.47,0.0,5,2,6,5,5,1,3,3,3,5
204,E00015926,0.0,12559.78,5344.43,0.0,0.0,8343.63,1950.94,0.0,8941.45,0.0,5,3,6,1,3,4,3,3,3,3
205,E00006924,0.0,12615.43,0.0,32952.41,0.0,15806.19,28356.9,18167.06,0.0,2297.08,2,0,0,3,0,1,0,2,1,5
206,E00014900,0.0,7156.2,5.9,0.0,0.0,62153.71,9703.76,0.0,0.0,0.0,1,3,6,0,0,1,4,3,1,6
207,E00001274,0.0,35891.33,3480.2,15120.5,0.0,34052.200000000004,33957.0,11980.58,0.0,0.0,1,1,4,0,3,4,2,1,1,5
208,E00020114,0.0,1200.81,17321.99,78.61,0.0,603.14,0.0,361.51,14.94,0.0,1,1,5,4,4,4,4,4,3,3
209,E00023456,0.0,0.0,9077.68,0.0,0.0,0.0,0.0,0.0,24.53,0.0,5,5,6,0,5,1,2,2,2,2
210,E00020651,0.0,0.0,9045.24,0.0,0.0,46291.04,0.0,0.0,0.0,0.0,3,6,4,3,1,0,2,3,5,8
211,E00005286,0.0,1735.86,450.43,0.0,0.0,9231.81,19027.6,0.0,0.0,0.0,5,4,3,1,1,3,2,3,2,8
212,E00012503,0.0,3857.56,0.0,0.0,0.0,39212.15,6106.73,9163.68,0.0,0.0,1,1,0,0,0,1,3,2,1,5
213,E00005467,0.0,55690.560000000005,0.0,0.0,0.0,392391.69,0.0,374.91,0.0,0.0,3,3,4,5,0,1,1,1,2,6
214,E00010711,0.0,4407.69,19086.44,0.0,0.0,3987.98,0.0,3172.05,0.0,0.0,2,1,3,3,4,4,0,2,1,3
215,E00015691,0.0,3612.03,328.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,3,1,3,4,4,2,3
216,E00012707,0.0,0.0,0.0,0.0,55762.02,41112.39,7417.84,2366.77,0.0,0.0,1,6,2,0,4,1,0,0,1,5
217,E00000892,0.0,0.0,20796.74,0.0,0.0,114.7,6219.4,0.0,0.0,0.0,1,4,6,6,3,4,0,1,1,8
218,E00009500,0.0,0.0,7639.23,0.0,0.0,7879.74,0.0,8640.96,0.0,405.36,1,1,4,1,0,2,2,3,3,2
219,E00015278,0.0,0.0,9343.76,0.0,0.0,89.82,5839.88,385.86,0.0,0.0,3,6,3,5,5,4,2,3,2,3
220,E00004853,0.0,5.35,4284.42,101.7,0.0,0.0,0.0,0.0,9410.03,0.0,2,3,2,1,0,1,2,0,1,2
221,E00174755,0.0,900.0,16328.99,771.36,0.0,8827.82,0.0,0.0,1286.46,0.0,3,1,6,4,0,1,2,4,1,3
222,E00005965,0.0,728.56,17350.54,0.0,0.0,0.0,16274.03,12087.66,0.0,0.0,1,5,2,0,3,2,3,2,0,5
223,E00001160,0.0,0.0,30690.77,0.0,0.0,0.0,0.0,3399.2,59.46,0.0,1,2,2,0,0,4,0,0,1,2
224,E00017227,0.0,0.0,31162.37,0.0,0.0,0.0,14771.2,0.0,0.0,0.0,1,6,0,0,0,1,0,2,5,2
225,E00016121,0.0,0.0,16299.35,0.0,0.0,2682.37,0.0,1382.87,0.0,0.0,5,6,3,4,3,4,2,4,3,3
226,E00003390,0.0,0.0,5379.02,0.0,0.0,0.0,35345.39,0.0,0.0,0.0,1,4,3,3,1,2,2,2,2,8
227,E00006976,0.0,64397.32,0.0,0.0,0.0,49329.72,0.0,9299.85,0.0,0.0,1,6,6,3,1,4,3,4,4,5
228,E00175047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149.89,8999.24,0.0,2,6,6,5,1,3,4,1,3,5
229,E00015883,0.0,4980.82,18407.46,0.0,0.0,8039.99,9.66,931.26,0.0,0.0,5,2,2,3,3,4,2,2,3,5
230,E00007999,0.0,662.16,0.0,0.0,0.0,30517.89,13154.11,0.0,0.0,0.0,3,4,6,3,4,1,2,2,2,8
231,E00174826,0.0,0.0,214.7,0.0,49624.52,0.0,0.0,3338.96,17892.74,0.0,2,3,5,5,3,4,3,3,1,3
232,E00010684,0.0,8300.21,32661.83,0.0,0.0,35.05,1112.31,0.0,0.0,0.0,2,4,6,6,3,0,2,4,3,5
233,E00010358,0.0,2285.23,10024.09,557.97,0.0,0.83,12187.32,2705.3,31.51,0.0,4,6,6,5,4,3,4,4,3,2
234,E00008313,0.0,98.91,17626.81,1334.76,0.0,0.0,0.0,8558.36,4544.48,0.0,2,0,0,0,0,1,0,2,0,5
235,E00013378,0.0,0.0,33250.85,0.0,0.0,0.0,0.0,6273.6,0.0,0.0,1,3,0,0,5,1,0,0,1,5
236,E00000913,0.0,7604.97,0.0,0.0,0.0,29664.07,13416.07,2386.82,0.0,0.0,1,6,4,6,0,3,0,0,3,2
237,E00004003,0.0,7974.37,0.0,0.0,0.0,34798.71,25530.46,4991.83,0.0,0.0,0,6,4,3,1,3,3,2,0,5
238,E00012075,0.0,16034.55,0.0,0.0,0.0,47328.22,0.0,0.0,0.0,0.0,3,1,4,3,3,4,1,3,5,5
239,E00009197,0.0,49893.55,271.75,42891.26,27761.01,32239.99,0.0,19712.02,71941.4,12626.8,1,3,0,3,4,1,0,0,1,3
240,E00174777,0.0,73.78,70.55,0.0,0.0,12686.3,109.39,0.0,14450.53,0.0,1,1,3,3,4,2,0,0,3,2
241,E00009033,0.0,1700.0,26404.53,0.0,0.0,0.0,22.31,1832.17,346.44,0.0,1,1,6,4,5,4,4,3,1,3
242,E00009893,0.0,0.0,7357.33,0.05,0.0,832.93,11051.36,0.0,8513.79,670.56,3,4,2,4,5,4,1,2,3,2
243,E00018456,0.0,0.0,18538.75,0.0,0.0,6143.31,6579.51,0.0,0.0,0.0,1,3,2,5,0,2,4,2,5,5
244,E00023576,0.0,1000.0,2564.78,0.0,0.0,0.0,128.02,0.0,9098.01,0.0,1,4,0,3,1,4,0,2,0,3
245,E00012189,0.0,15.58,11551.85,1323.95,0.0,10836.22,9329.13,6476.82,0.0,0.0,1,5,6,0,3,4,1,4,3,5
246,E00018072,0.0,0.0,4086.58,18.29,0.0,0.0,0.0,0.0,22958.66,0.0,4,3,3,5,5,4,2,4,5,5
247,E00000972,0.0,10407.47,3569.19,0.0,0.0,108223.81,77.49,597.33,0.0,0.0,2,3,4,0,3,1,3,1,5,6
248,E00170908,0.0,0.0,11000.72,0.0,0.0,6431.67,0.0,2765.4,0.0,0.0,1,1,5,0,3,4,1,0,2,2
249,E00000782,0.0,0.0,24140.23,56.57,0.0,345.48,5811.9,6896.78,0.0,0.0,3,3,5,0,0,1,0,3,1,5
250,E00015828,0.0,10.46,16479.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,5,0,3,2,1,4,3,2
251,E00175174,0.0,0.0,3546.74,0.0,24.93,14603.46,11885.32,3382.28,10451.43,0.0,2,1,3,3,5,1,2,0,1,5
252,E00021686,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,4071.68,62904.46,0.0,1,0,3,1,3,1,0,0,0,2
253,E00011392,0.0,56.95,11484.54,0.0,0.0,7600.35,476.47,0.0,13220.02,0.0,3,3,2,0,0,1,2,1,1,3
254,E00011025,0.0,9625.2,0.0,0.0,0.0,56393.57,6523.51,6466.49,0.0,0.0,4,4,6,3,2,1,0,2,1,5
255,E00011642,0.0,5432.22,149.66,24966.66,0.0,25082.15,30483.92,0.0,0.0,0.0,1,3,6,3,0,3,3,0,2,4
256,E00021129,0.0,0.0,0.0,0.0,0.0,15291.42,26737.12,0.0,0.0,0.0,2,4,3,5,4,2,2,2,3,5
257,E00004181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19141.0,0.0,1,3,0,0,0,1,0,0,0,3
258,E00010271,0.0,0.0,8430.8,0.0,0.0,44.1,0.0,0.0,15920.65,0.0,3,5,3,3,3,2,4,0,4,3
259,E00016865,0.0,15677.97,0.0,0.0,0.0,13737.05,0.0,330.68,0.0,0.0,4,6,5,0,5,4,0,4,3,3
260,E00020012,0.0,0.0,1449.5500000000002,0.0,0.0,8098.19,0.0,1333.8,10283.67,0.0,4,1,4,3,3,1,3,3,3,3
261,E00022014,0.0,0.0,24368.4,0.0,0.0,0.0,3067.04,4877.71,0.0,0.0,1,3,3,0,1,4,0,4,1,5
262,E00016591,0.0,0.0,46475.13,0.0,0.0,0.0,0.0,0.0,136.56,0.0,1,6,5,3,0,1,2,2,3,8
263,E00175105,0.0,219.65,0.0,0.0,0.0,0.0,0.0,0.0,3767.48,0.0,1,3,2,6,4,4,1,4,0,2
264,E00023920,0.0,134.91,0.0,0.0,0.0,0.0,0.0,10360.23,10018.13,0.0,0,0,0,0,0,1,0,0,0,2
265,E00003464,0.0,182884.1,19817.28,660.74,0.0,106433.31,0.91,8659.34,0.0,0.0,0,6,0,0,0,4,0,0,0,8
266,E00004353,0.0,0.0,27287.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,6,0,5,4,2,2,1,2
267,E00170320,0.0,0.0,2289.78,0.0,0.0,35.59,0.0,4811.33,8577.14,0.0,2,3,2,1,4,4,0,1,1,2
268,E00005915,0.0,0.0,20694.58,0.0,0.0,23.14,0.0,0.0,50.21,0.0,2,5,5,3,1,2,4,2,3,5
269,E00012678,0.0,0.0,0.0,0.0,81.39,40918.32,7400.19,0.0,0.0,0.0,1,3,3,4,4,1,0,2,1,5
270,E00015197,0.0,0.0,0.0,0.0,0.0,2603.2,0.0,1540.63,10576.84,0.0,0,6,0,0,4,1,0,0,0,3
271,E00004036,0.0,0.0,6813.94,20577.75,0.0,0.0,9688.77,3075.58,106.33,0.0,1,3,3,3,4,2,0,1,1,3
272,E00006747,0.0,12.53,23218.53,0.0,0.0,0.0,0.0,17074.78,3034.43,0.0,1,3,3,3,4,1,0,1,1,2
273,E00016122,0.0,0.0,14068.25,0.0,0.0,1.07,22527.54,2635.58,0.0,0.0,0,4,0,3,1,4,3,0,0,5
274,E00011586,0.0,0.0,0.0,0.0,0.0,48589.03,1507.5,8879.64,0.0,0.0,2,4,3,5,3,4,3,2,3,8
275,E00166758,0.0,6637.98,1079.54,0.0,0.0,0.0,0.0,0.0,6054.13,35.550000000000004,0,4,2,0,0,1,0,0,0,2
276,E00009504,0.0,0.0,0.0,0.0,0.0,65.86,0.0,0.0,15523.36,0.0,4,3,4,7,5,1,2,2,1,2
277,E00001170,0.0,0.0,15574.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,5,4,2,4,1,2,4,3
278,E00008186,0.0,0.0,5578.71,0.0,0.0,0.0,5569.72,1863.22,0.0,0.0,4,4,4,3,0,1,0,0,4,3
279,E00010773,0.0,1500.0,1248.15,1765.48,0.0,27553.6,7871.78,5635.43,0.0,0.0,2,3,1,3,4,2,2,3,3,5
280,E00166755,0.0,14938.67,3329.89,6692.55,20500.0,4481.15,9538.28,110324.2,651815.9199999999,43185.54,0,0,0,0,0,1,0,0,0,2
281,E00000165,0.0,117.65,2907.14,0.0,0.0,6168.25,25179.41,0.0,0.0,0.0,4,6,5,5,2,1,2,2,4,5
282,E00011793,0.0,0.0,83.51,0.0,0.0,23984.18,35184.72,0.0,0.0,0.0,2,3,0,4,4,3,1,3,1,4
283,E00022340,0.0,0.0,28145.43,0.0,0.0,0.0,0.0,376.48,0.0,0.0,3,4,6,3,1,3,0,0,1,5
284,E00016057,0.0,625.13,3939.15,0.0,0.0,5562.59,0.0,2009.79,0.0,0.0,5,6,3,0,3,4,4,3,3,3
285,E00001913,0.0,0.0,22797.67,0.0,0.0,175.99,458.18,0.0,0.0,0.0,2,4,5,4,3,1,0,4,3,8
286,E00002111,3584.07,0.0,18229.61,11800.42,0.0,6474.16,1800.0,0.0,0.0,0.0,4,0,0,0,3,1,0,0,1,8
287,E00013883,0.0,1262.36,282.13,0.0,0.0,0.0,11120.75,0.0,0.0,0.0,2,6,4,4,2,3,1,3,1,3
288,E00008668,0.0,2481.48,118.51,0.0,0.0,0.0,0.0,0.0,15110.23,0.0,3,3,1,5,3,4,1,0,4,3
289,E00019214,0.0,0.0,26423.55,0.0,0.0,5773.64,12071.71,0.0,0.0,0.0,1,6,2,3,3,1,0,0,3,6
290,E00167215,0.0,340.99,2859.04,0.0,0.0,20104.82,2656.5,10525.25,0.0,0.0,0,0,0,0,0,1,0,0,0,3
291,E00017488,0.0,387.77,10251.48,0.0,0.0,4598.07,0.0,1774.61,1904.49,0.0,3,6,4,2,0,1,3,0,3,3
292,E00005905,0.0,0.0,18305.7,0.0,0.0,0.0,1775.44,0.0,0.0,0.0,3,6,3,5,0,4,1,4,2,5
293,E00008085,0.0,15008.77,1965.54,0.0,0.0,12104.71,13846.15,14705.6,0.0,0.0,1,5,3,1,0,1,0,0,0,5
294,E00010679,0.0,2445.13,13531.42,0.0,0.0,9163.740000000002,13675.39,5038.54,0.0,0.0,1,3,6,0,0,1,0,4,1,5
295,E00009328,0.0,0.0,4109.4,0.0,0.0,0.0,55.57,842.47,0.0,0.0,1,1,0,0,0,1,0,2,0,2
296,E00004004,0.0,8076.35,1238.07,0.0,0.0,11412.83,11730.61,0.0,0.0,0.0,1,1,2,3,0,3,2,2,2,5
297,E00008246,0.0,0.0,6873.93,0.0,0.0,20035.18,0.0,438.04,0.0,0.0,3,5,4,6,4,1,2,2,3,3
298,E00021978,0.0,0.0,13957.82,0.0,0.0,0.0,0.0,5602.71,8671.76,0.0,5,2,5,5,0,4,2,2,4,5
299,E00014944,0.0,0.0,355.57,0.0,0.0,253.43,21022.77,0.0,0.0,0.0,5,1,0,1,0,4,4,0,1,2
300,E00017605,0.0,642.5,14000.74,0.0,0.0,12484.72,9793.21,0.0,0.0,0.0,4,6,6,3,3,1,3,2,4,5
301,E00005134,0.0,1768.85,0.0,0.0,0.0,40831.49,288.56,9768.56,0.0,0.0,0,3,0,0,4,1,0,0,0,5
302,E00006206,0.0,0.0,4658.9,900.78,0.0,12468.55,20708.42,0.0,0.0,0.0,2,3,1,5,1,3,4,3,1,5
303,E00015070,0.0,0.0,26962.82,0.0,71.22,0.0,0.0,0.0,0.0,0.0,3,6,0,7,0,4,1,2,1,3
304,E00013352,0.0,0.0,1642.52,0.0,0.0,0.0,0.0,3115.88,21192.99,0.0,2,1,3,1,5,4,3,3,1,2
305,E00003012,0.0,0.0,0.0,0.0,0.0,32339.38,235.88,397.7,0.0,0.0,2,5,6,5,0,4,1,4,3,5
306,E00016237,0.0,18253.21,32975.29,0.0,5444.51,99.8,0.0,4876.8,0.0,0.0,0,3,1,3,4,4,0,0,0,2
307,E00023684,0.0,0.0,7.99,0.0,0.0,1247.4,0.0,0.0,12429.97,0.0,4,1,3,3,4,1,0,0,5,2
308,E00009353,0.0,0.0,2443.22,0.0,0.0,0.0,0.0,0.0,4248.26,0.0,2,0,2,3,4,4,3,3,1,2
309,E00001934,0.0,2400.0,32233.72,495.69,0.0,4406.24,0.0,604.26,0.0,0.0,1,2,5,5,4,1,2,3,3,8
310,E00000662,0.0,861.4,24191.73,0.0,0.0,2715.2,12303.35,741.12,0.0,0.0,3,3,2,3,0,1,4,2,2,5
311,E00006491,0.0,0.0,7580.780000000001,0.0,0.0,0.0,15650.02,54.15,106.48,0.0,2,1,5,5,3,1,3,4,1,8
312,E00017524,0.0,44777.43,0.0,0.0,0.0,104958.42,0.0,3818.53,0.0,0.0,4,1,3,7,2,1,4,1,1,6
313,E00008708,0.0,0.0,17947.57,0.0,0.0,0.0,0.0,1323.97,3727.88,0.0,1,6,3,0,5,1,3,1,0,3
314,E00010614,0.0,0.0,1015.45,4542.49,0.0,10602.83,17011.93,2987.39,10184.7,0.0,2,1,5,3,0,1,2,3,1,2
315,E00017729,0.0,101.77,23161.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,6,0,1,3,2,2,3
316,E00008086,0.0,4421.98,24811.72,0.0,0.0,47565.34,0.0,23484.26,0.0,0.0,1,1,3,0,0,1,0,0,1,5
317,E00001580,0.0,6055.05,48954.12,0.0,0.0,1078.7,0.0,3256.02,0.0,0.0,2,3,6,1,4,2,2,1,1,5
318,E00012799,0.0,0.0,11921.34,0.0,0.0,12181.03,8405.91,2594.03,8513.52,0.0,1,3,4,1,0,1,0,1,1,2
319,E00015258,0.0,0.0,5051.33,0.0,0.0,0.0,0.0,0.0,21817.55,0.0,3,2,6,6,2,2,2,1,4,2
320,E00012432,185.1,37218.28,0.0,1582.33,0.0,38082.03,5642.26,6980.74,0.0,0.0,1,3,3,1,4,2,0,2,1,5
321,E00000800,0.0,1037.53,22080.84,1740.17,0.0,41.76,16532.24,0.0,0.0,0.0,4,3,2,0,0,2,3,2,3,5
322,E00017719,0.0,68700.23,115.09,0.0,0.0,29368.28,0.0,0.0,0.0,0.0,4,4,5,0,0,2,2,3,4,5
323,E00011197,0.0,0.0,0.0,0.0,0.0,47299.1,0.0,0.0,0.0,0.0,3,6,6,5,4,4,0,1,2,5
324,E00014604,0.0,560.98,0.0,0.0,0.0,0.0,0.0,0.0,5045.93,0.0,1,3,4,7,5,1,0,2,5,3
325,E00006688,0.0,0.0,0.0,0.0,0.0,41911.8,0.0,0.0,0.0,1965.51,4,6,6,3,1,2,3,1,3,5
326,E00023669,0.0,106552.99,4471.79,0.0,0.0,2725.13,0.0,11968.26,69944.76,1455.77,1,1,0,3,0,3,0,3,1,2
327,E00012489,0.0,122.61,0.0,0.0,0.0,7881.429999999999,32846.06,4112.42,0.0,0.0,1,1,3,4,0,1,0,1,1,5
328,E00017465,0.0,9123.37,0.0,0.0,0.0,20049.92,14972.17,0.0,0.0,0.0,3,1,0,4,4,1,2,0,1,5
329,E00001726,0.0,12932.19,0.0,0.0,0.0,71151.76,0.0,0.0,0.0,0.0,2,1,6,0,3,2,0,2,1,6
330,E00006866,0.0,676.4100000000001,11666.37,19.93,0.0,0.0,0.0,0.0,7091.5,0.0,4,4,6,3,3,3,4,2,2,8
331,E00020471,0.0,0.0,11113.88,0.0,0.0,0.0,0.0,537.62,8902.67,0.0,4,3,3,3,0,1,4,2,2,3
332,E00022722,0.0,0.0,26401.75,0.0,0.0,0.0,0.0,5997.21,3944.4,0.0,2,1,2,3,4,1,2,4,3,2
333,E00020232,0.0,13158.91,12127.48,0.0,0.0,1433.04,0.0,0.0,95.08,0.0,1,1,4,6,1,1,0,2,3,2
334,E00011034,0.0,0.0,0.0,0.0,0.0,36275.16,0.0,440.59,0.0,0.0,5,3,3,3,5,1,0,1,5,5
335,E00017125,0.0,0.0,8348.3,0.0,0.0,0.0,618.73,5223.29,7618.22,0.0,2,3,0,3,4,1,0,1,0,2
336,E00005706,0.0,4571.84,8421.08,0.0,0.0,22792.02,2370.75,43382.11,0.0,0.0,0,1,3,1,0,4,3,0,0,3
337,E00000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119.78,15013.93,0.0,1,4,4,1,3,2,4,3,2,5
338,E00020671,0.0,0.0,0.0,0.0,0.0,55594.6,0.0,0.0,0.0,0.0,4,3,5,5,0,4,1,2,3,8
339,E00006160,0.0,940.9,7948.55,0.0,0.0,12253.95,6461.92,3453.51,0.0,0.0,1,3,2,0,5,2,4,4,3,5
340,E00000767,0.0,0.0,0.0,0.0,0.0,25967.28,81.77,8926.62,0.0,0.0,2,3,4,1,3,3,3,1,1,3
341,E00022743,0.0,644.06,162.47,0.0,0.0,18711.36,0.0,0.0,0.0,0.0,5,4,0,0,3,1,2,2,3,3
342,E00021559,0.0,8442.98,22585.83,114.19,0.0,5470.969999999999,0.0,1240.93,0.0,0.0,1,3,0,1,4,1,3,1,1,3
343,E00017895,0.0,0.0,12803.66,0.0,0.0,442.6,5343.43,0.0,0.0,0.0,3,5,4,6,3,2,4,2,4,5
344,E00014024,0.0,742.25,17780.43,0.0,0.0,0.0,0.0,0.0,1338.45,0.0,5,1,3,3,4,3,2,2,3,2
345,E00004018,0.0,5066.24,12500.0,18006.29,0.0,30246.9,0.0,0.0,0.0,0.0,1,3,3,0,4,1,0,4,5,8
346,E00008442,0.0,13882.48,0.0,0.0,0.0,1577.25,30593.48,0.0,0.0,3100.0,4,5,2,0,4,4,3,2,1,3
347,E00003271,0.0,2271.25,37711.54,3171.52,0.0,0.0,0.0,2241.57,0.0,0.0,0,0,0,1,0,1,0,0,0,8
348,E00000276,0.0,40692.98,0.0,24.85,0.0,47120.2,175.05,7050.74,0.0,0.0,1,3,3,1,1,1,0,4,1,3
349,E00000773,0.0,707.56,2276.45,0.0,0.0,2883.89,22720.31,0.0,0.0,0.0,4,3,6,3,0,2,4,3,3,3
350,E00014769,0.0,0.0,24205.28,141.51,0.0,0.0,0.0,0.0,0.0,0.0,5,3,4,0,0,4,3,2,2,8
351,E00018629,0.0,143819.52000000002,0.0,0.0,69960.73999999999,40907.6,4373.44,21175.49,10047.74,0.0,1,1,2,3,4,1,0,0,1,5
352,E00009355,0.0,0.0,7564.45,0.0,0.0,0.0,0.0,0.0,3.9,0.0,4,4,2,0,3,4,1,4,5,2
353,E00010976,0.0,29035.99,0.0,0.0,0.0,120783.89,0.0,0.0,0.0,0.0,3,4,3,4,4,2,0,3,5,6
354,E00176223,0.0,0.0,497.04,4032.32,0.0,0.0,0.0,0.0,10694.9,0.0,5,6,5,7,2,3,2,3,2,2
355,E00023474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.53,0.0,4,3,3,4,2,4,3,4,1,2
356,E00014312,0.0,900.0,12139.6,0.0,0.0,2594.72,0.0,4535.27,4741.95,0.0,0,1,4,0,4,3,3,2,0,3
357,E00002936,0.0,33208.009999999995,123.9,840.06,0.0,56724.3,2864.98,3607.26,0.0,0.0,4,4,6,6,4,4,2,3,3,5
358,E00021351,0.0,0.0,10554.21,0.0,0.0,0.0,0.0,132.86,0.0,0.0,3,3,3,7,4,1,1,4,1,3
359,E00009394,0.0,3514.21,11292.92,0.0,5938.82,0.0,0.0,3826.18,0.0,0.0,2,6,2,0,0,1,3,0,0,2
360,E00017638,0.0,0.0,10591.71,0.0,0.0,0.0,0.0,0.0,83.72,0.0,2,5,5,0,1,1,0,4,4,3
361,E00008629,0.0,790.78,6468.08,9.86,0.0,0.0,140.78,0.0,56.38,0.0,5,4,4,3,4,3,4,4,1,3
362,E00018025,0.0,1200.0,17009.8,0.0,0.0,0.0,0.0,653.9,20184.46,0.0,1,1,3,0,3,1,0,2,1,5
363,E00010357,0.0,12679.12,8422.76,244.92,0.0,1565.02,6773.849999999999,745.92,4655.3,0.0,2,3,6,4,0,4,3,1,1,2
364,E00170914,0.0,28.79,27.28,0.0,0.0,0.0,0.0,0.0,8166.89,0.0,5,6,4,1,5,3,2,4,3,2
365,E00167242,0.0,32.0,197.13,103.49,0.0,53.04,8720.6,224.97,37.6,0.0,3,6,3,5,3,1,1,4,5,3
366,E00000533,0.0,22822.91,8590.300000000001,0.0,928.82,34037.15,8468.43,0.0,0.0,0.0,1,3,2,0,0,1,3,0,5,7
367,E00011984,0.0,58855.08,246.82,0.0,0.0,32461.24,20740.27,2312.7,0.0,0.0,5,3,5,3,4,1,0,0,3,5
368,E00002327,0.0,1610.3,0.0,0.0,0.0,10403.52,533.09,162.53,0.0,0.0,4,3,0,2,2,3,1,2,4,2
369,E00022776,0.0,0.0,9694.97,0.0,0.0,0.0,0.0,0.0,12588.44,0.0,3,6,5,3,2,1,4,1,1,5
370,E00007136,0.0,3794.58,10451.64,102.53,0.0,23650.95,0.0,4079.19,0.0,0.0,1,6,2,3,3,4,3,0,1,5
371,E00000756,0.0,0.0,10795.99,0.0,0.0,0.0,10688.29,0.0,0.0,0.0,3,3,6,6,2,4,3,2,2,3
372,E00006619,0.0,2697.28,17103.73,5668.46,0.0,38883.94,1381.52,4736.06,0.0,0.0,2,3,3,3,1,1,0,4,1,5
373,E00016450,0.0,2111.0,0.0,455.65,0.0,13792.16,1374.23,3990.72,0.0,0.0,0,3,0,0,3,1,3,0,0,2
374,E00021247,0.0,0.0,2284.86,0.0,0.0,0.0,8765.22,1130.35,0.0,0.0,5,4,6,0,5,1,0,2,4,3
375,E00018758,0.0,0.0,2345.72,0.0,0.0,0.0,18495.94,152.23,2056.5,1182.7,4,2,5,7,1,2,4,4,4,5
376,E00002507,0.0,94.85,0.0,0.0,0.0,20581.07,34169.89,2181.4,0.0,0.0,1,3,2,1,3,2,2,0,1,5
377,E00004490,0.0,681.09,11594.93,0.0,0.0,256.26,0.0,3094.2000000000003,0.0,0.0,3,3,0,5,4,1,0,4,1,3
378,E00013842,0.0,0.0,15874.04,0.0,0.0,0.0,0.0,0.0,270.95,0.0,4,3,4,4,2,4,2,2,2,2
